Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Id;Iniciado;Extra (*)
44;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,299102;0,047767;20170324T133638;60,00002;0,050401;WIP;(2.798,1.650,-0.617);(2.779,1.650,-0.616);(2.791,1.046,-0.634);(2.033,0.690,-0.716);(2.033,0.706,-0.712);(20.253,0.500,-20.000);0,01865893;0;0,01865893;0;0,004000008;0;0,004000008;0;26,08398;0;26,08398;0;0,1835768;0,1900626;0,009579347;0,8;False;0;Unknown;Unknown;0;1;True;NULL
45;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,384548;0,085446;20170324T133638;60,00002;0,081042;WIP;(2.825,1.650,-0.616);(2.798,1.650,-0.617);(2.824,1.026,-0.627);(2.032,0.694,-0.716);(2.033,0.690,-0.716);(20.253,0.500,-20.000);0,02713016;0;0,02713016;0;0,0009999275;0;0,0009999275;0;26,06632;0;26,06632;0;0,1126784;0,1900626;0,01540306;0,8;False;0;Unknown;Unknown;0;1;True;NULL
46;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,421151;0,036603;20170324T133638;60,00002;0,027381;WIP;(2.833,1.650,-0.616);(2.825,1.650,-0.616);(2.829,1.029,-0.629);(2.032,0.697,-0.716);(2.032,0.694,-0.716);(20.253,0.500,-20.000);0,007931223;0;0,007931223;0;0;0;0;0;26,06108;0;26,06108;0;0,06002062;0,1900626;0,005204105;0,8;False;0;Unknown;Unknown;0;1;True;NULL
47;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,483081;0,06193;20170324T133638;60,00002;0,052583;WIP;(2.847,1.650,-0.616);(2.833,1.650,-0.616);(2.839,1.032,-0.631);(2.031,0.701,-0.717);(2.032,0.697,-0.716);(20.253,0.500,-20.000);0,01403442;0;0,01403442;0;0,001414322;0;0,001414322;0;26,05165;0;26,05165;0;0,04285211;0,1900626;0,009994064;0,8;False;0;Unknown;Unknown;0;1;True;NULL
48;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,566434;0,083353;20170324T133638;60,00002;0,080436;WIP;(2.877,1.650,-0.617);(2.847,1.650,-0.616);(2.866,1.036,-0.632);(2.030,0.707,-0.718);(2.031,0.701,-0.717);(20.253,0.500,-20.000);0,02940026;0;0,02940026;0;0,001414153;0;0,001414153;0;26,03151;0;26,03151;0;0,03551815;0,1900626;0,01528788;0,8;False;0;Unknown;Unknown;0;1;True;NULL
49;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,620769;0,054335;20170324T133638;60,00002;0,055742;WIP;(2.900,1.650,-0.618);(2.877,1.650,-0.617);(2.887,1.043,-0.633);(2.029,0.714,-0.719);(2.030,0.707,-0.718);(20.253,0.500,-20.000);0,02309427;0;0,02309427;0;0,001414153;0;0,001414153;0;26,01529;0;26,01529;0;0,03459653;0,1900626;0,01059447;0,8;False;0;Unknown;Unknown;0;1;True;NULL
50;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,670681;0,049912;20170324T133638;60,00002;0,047422;WIP;(2.912,1.650,-0.619);(2.900,1.650,-0.618);(2.899,1.050,-0.634);(2.029,0.718,-0.719);(2.029,0.714,-0.719);(20.253,0.500,-20.000);0,01264148;0;0,01264148;0;0;0;0;0;26,00619;0;26,00619;0;0,0184286;0,1900626;0,009013151;0,8;False;0;Unknown;Unknown;0;1;True;NULL
51;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,75493;0,084249;20170324T133638;60,00002;0,080494;WIP;(2.958,1.650,-0.623);(2.912,1.650,-0.619);(2.944,1.055,-0.639);(2.029,0.723,-0.717);(2.029,0.718,-0.719);(20.253,0.500,-20.000);0,04623715;0;0,04623715;0;0,001999974;0;0,001999974;0;25,97242;0;25,97242;0;0,03128051;0,1900626;0,0152989;0,8;False;0;Unknown;Unknown;0;1;True;NULL
52;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,817726;0,062796;20170324T133639;60,00002;0,050987;WIP;(2.972,1.650,-0.625);(2.958,1.650,-0.623);(2.958,1.061,-0.644);(2.029,0.727,-0.715);(2.029,0.723,-0.717);(20.253,0.500,-20.000);0,01344602;0;0,01344602;0;0,002000034;0;0,002000034;0;25,96243;0;25,96243;0;0,04255695;0,1900626;0,009690724;0,8;False;0;Unknown;Unknown;0;1;True;NULL
53;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;4,924862;0,107136;20170324T133639;60,00002;0,098847;WIP;(3.029,1.650,-0.632);(2.972,1.650,-0.625);(3.014,1.066,-0.655);(2.029,0.730,-0.713);(2.029,0.727,-0.715);(20.253,0.500,-20.000);0,05790428;0;0,05790428;0;0,001999974;0;0,001999974;0;25,91877;0;25,91877;0;0,04191243;0,1900626;0,01878712;0,8;False;0;Unknown;Unknown;0;1;True;NULL
