Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Id;Iniciado;Extra
0;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,000811;0,071144;20170324T133634;60,00002;0;WIP;(0.001,1.650,-0.005);(0.004,1.650,0.005);(-0.006,0.935,0.009);(2.197,0.736,-0.689);(2.197,0.736,-0.689);(20.253,0.500,-20.000);0,01044092;0;0,01044092;0;0;0;0;0;28,45951;0;28,45951;0;0,04036753;0,1227489;0;0,8;False;0;Unknown;Unknown;0;2;True;Reset Human
1;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,046592;0,045781;20170324T133634;60,00002;0,063866;WIP;(0.009,1.650,-0.006);(0.001,1.650,-0.005);(-0.182,0.924,-0.006);(2.198,0.737,-0.687);(2.197,0.736,-0.689);(20.253,0.500,-20.000);0,007841902;0;0,007841902;0;0,002236066;0;0,002236066;0;28,4535;0;28,4535;0;0,03554505;0,1559478;0,009959759;0,8;False;0;Unknown;Unknown;0;2;True;NULL
2;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,130906;0,084314;20170324T133634;60,00002;0,094567;WIP;(0.046,1.650,-0.009);(0.009,1.650,-0.006);(-0.146,0.924,-0.011);(2.201,0.737,-0.680);(2.198,0.737,-0.687);(20.253,0.500,-20.000);0,03701548;0;0,03701548;0;0,007615753;0;0,007615753;0;28,4252;0;28,4252;0;0,1033225;0,1008351;0,009535669;0,8;False;0;Unknown;Unknown;0;2;True;NULL
3;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,23081;0,099904;20170324T133634;60,00002;0,080425;WIP;(0.061,1.650,-0.010);(0.046,1.650,-0.009);(-0.134,0.923,-0.019);(2.202,0.737,-0.677);(2.201,0.737,-0.680);(20.253,0.500,-20.000);0,01517435;0;0,01517435;0;0,003162275;0;0,003162275;0;28,41362;0;28,41362;0;0,07326674;0,1008351;0,00810966;0,8;False;0;Unknown;Unknown;0;2;True;NULL
4;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,331176;0,100366;20170324T133634;60,00002;0,10149;WIP;(0.081,1.650,-0.011);(0.061,1.650,-0.010);(-0.114,0.923,-0.023);(2.205,0.738,-0.671);(2.202,0.737,-0.677);(20.253,0.500,-20.000);0,02063293;0;0,02063293;0;0,006708197;0;0,006708197;0;28,3979;0;28,3979;0;0,09227462;0,1008351;0,01023375;0,8;False;0;Unknown;Unknown;0;2;True;NULL
5;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,446002;0,114826;20170324T133634;60,00002;0,10873;WIP;(0.108,1.650,-0.013);(0.081,1.650,-0.011);(-0.089,0.923,-0.026);(2.205,0.738,-0.671);(2.205,0.738,-0.671);(20.253,0.500,-20.000);0,02666809;0;0,02666809;0;0;0;0;0;28,37778;0;28,37778;0;0,04915211;0,1008351;0,0109638;0,8;False;0;Unknown;Unknown;0;2;True;NULL
7;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,63293;0,104255;20170324T133634;60,00002;0,104545;WIP;(0.154,1.650,-0.017);(0.124,1.650,-0.014);(-0.036,0.920,-0.019);(2.205,0.734,-0.668);(2.205,0.734,-0.668);(20.253,0.500,-20.000);0,02988057;0;0,02988057;0;0;0;0;0;28,34242;0;28,34242;0;0,02924331;0,1008351;0,0105418;0,8;False;0;Unknown;Unknown;0;2;True;NULL
8;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,716672;0,083742;20170324T133634;60,00002;0,080691;WIP;(0.176,1.650,-0.019);(0.154,1.650,-0.017);(-0.014,0.920,-0.021);(2.204,0.729,-0.667);(2.205,0.734,-0.668);(20.253,0.500,-20.000);0,02170763;0;0,02170763;0;0,001414153;0;0,001414153;0;28,32573;0;28,32573;0;0,03361858;0,1008351;0,008136482;0,8;False;0;Unknown;Unknown;0;2;True;NULL
9;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,749978;0,033306;20170324T133634;60,00002;0,016597;WIP;(0.177,1.650,-0.019);(0.176,1.650,-0.019);(-0.006,0.917,-0.008);(2.203,0.726,-0.666);(2.204,0.729,-0.667);(20.253,0.500,-20.000);0,001672746;0;0,001672746;0;0,001414153;0;0,001414153;0;28,32441;0;28,32441;0;0,0273956;0,1008351;0,00167356;0,8;False;0;Unknown;Unknown;0;2;True;NULL
10;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,834776;0,084798;20170324T133635;60,00002;0,080005;WIP;(0.194,1.650,-0.021);(0.177,1.650,-0.019);(0.014,0.916,-0.007);(2.202,0.723,-0.664);(2.203,0.726,-0.666);(20.253,0.500,-20.000);0,01717322;0;0,01717322;0;0,002236173;0;0,002236173;0;28,31063;0;28,31063;0;0,02868621;0,1008351;0,008067309;0,8;False;0;Unknown;Unknown;0;2;True;NULL
11;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,864003;0,029227;20170324T133635;60,00002;0,032803;WIP;(0.198,1.650,-0.022);(0.194,1.650,-0.021);(0.021,0.915,-0.005);(2.201,0.720,-0.663);(2.202,0.723,-0.664);(20.253,0.500,-20.000);0,003307736;0;0,003307736;0;0,001414153;0;0,001414153;0;28,30794;0;28,30794;0;0,02941914;0,1008351;0,003307692;0,8;False;0;Unknown;Unknown;0;2;True;NULL
12;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,947818;0,083815;20170324T133635;60,00002;0,073425;WIP;(0.216,1.650,-0.026);(0.198,1.650,-0.022);(0.041,0.914,-0.006);(2.200,0.718,-0.662);(2.201,0.720,-0.663);(20.253,0.500,-20.000);0,01897233;0;0,01897233;0;0,001414153;0;0,001414153;0;28,2922;0;28,2922;0;0,0257924;0,1008351;0,007403815;0,8;False;0;Unknown;Unknown;0;2;True;NULL
13;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;1,031688;0,08387;20170324T133635;60,00002;0,081352;WIP;(0.238,1.650,-0.030);(0.216,1.650,-0.026);(0.064,0.914,-0.009);(2.200,0.717,-0.662);(2.200,0.718,-0.662);(20.253,0.500,-20.000);0,02207978;0;0,02207978;0;0;0;0;0;28,27382;0;28,27382;0;0,01373889;0,1008351;0,008203134;0,8;False;0;Unknown;Unknown;0;2;True;NULL
14;6;01_Sc_CWIP_Passthrough_Inicio;Passthrough;1,068631;0,036943;20170324T133635;60,00002;0,031772;WIP;(0.241,1.650,-0.030);(0.238,1.650,-0.030);(0.067,0.914,-0.008);(2.199,0.716,-0.662);(2.200,0.717,-0.662);(20.253,0.500,-20.000);0,00320307;0;0,00320307;0;0,001000166;0;0,001000166;0;28,27114;0;28,27114;0;0,01392838;0,1008351;0,003203731;0,8;False;0;Unknown;Unknown;0;2;True;NULL
