Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos);Raio Embate;Raio Perigo;Raio Aviso;Raio Pre-Aviso;Indicator (Indicator Limit 0) Distance;Indicator (Indicator Limit 0) State;Indicator (Indicator Limit 0) Count Embate;Indicator (Indicator Limit 1) Distance;Indicator (Indicator Limit 1) State;Indicator (Indicator Limit 1) Count Embate;Indicator (Indicator Limit 2) Distance;Indicator (Indicator Limit 2) State;Indicator (Indicator Limit 2) Count Embate;Indicator (Indicator Limit 3) Distance;Indicator (Indicator Limit 3) State;Indicator (Indicator Limit 3) Count Embate;Indicator (Indicator Obstacle 4) Distance;Indicator (Indicator Obstacle 4) State;Indicator (Indicator Obstacle 4) Count Embate;Indicator (Indicator Obstacle 5) Distance;Indicator (Indicator Obstacle 5) State;Indicator (Indicator Obstacle 5) Count Embate;Total Embate (via dist indicadores);Id;Iniciado;Extra (*)
100;2;01_Sc_CWIP_AVR_Inicio;AVR;7,120502;0,099888;20170324T133023;60,00002;0,114522;Estacionario;(-1.538,1.650,-0.079);(-1.532,1.650,-0.077);(-1.531,1.065,-0.052);(1.976,0.735,-0.772);(1.976,0.735,-0.772);(20.266,0.500,-20.000);0,006324606;0;0;0,006324606;0;0;0;0;29,53359;0;0;29,53359;0,09647907;0,1956758;0,02240919;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,322;Normal;0;0,678;Warning;0;2,850397;Normal;0;2,375058;Normal;0;0;1;True;NULL
101;2;01_Sc_CWIP_AVR_Inicio;AVR;7,220603;0,100101;20170324T133023;60,00002;0,114522;Estacionario;(-1.538,1.650,-0.079);(-1.538,1.650,-0.079);(-1.531,1.065,-0.052);(1.974,0.741,-0.771);(1.976,0.735,-0.772);(20.266,0.500,-20.000);0;0;0;0;0,002236039;0;0;0,002236039;29,53359;0;0;29,53359;0,08281607;0,1956758;0,02240919;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,322;Normal;0;0,678;Warning;0;2,850397;Normal;0;2,375058;Normal;0;0;1;True;NULL
102;2;01_Sc_CWIP_AVR_Inicio;AVR;7,238372;0,017769;20170324T133023;60,00002;0,114522;Estacionario;(-1.540,1.650,-0.078);(-1.538,1.650,-0.079);(-1.523,1.071,-0.056);(1.973,0.743,-0.770);(1.974,0.741,-0.771);(20.266,0.500,-20.000);0,002235506;0;0;0,002235506;0,001414195;0;0;0,001414195;29,53574;0;0;29,53574;0,0655795;0,1956758;0,02240919;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,322;Normal;0;0,678;Warning;0;2,850397;Normal;0;2,375058;Normal;0;0;1;True;NULL
103;2;01_Sc_CWIP_AVR_Inicio;AVR;7,338159;0,099787;20170324T133023;60,00002;0,114522;Estacionario;(-1.541,1.650,-0.077);(-1.540,1.650,-0.078);(-1.526,1.073,-0.057);(1.973,0.744,-0.769);(1.973,0.743,-0.770);(20.266,0.500,-20.000);0,001414617;0;0;0,001414617;0,0009999871;0;0;0,0009999871;29,53715;0;0;29,53715;0,04894084;0,1956758;0,02240919;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4709998;Warning;0;3,471;Normal;0;2,32;Normal;0;0,68;Warning;0;2,846796;Normal;0;2,372114;Normal;0;0;1;True;NULL
104;2;01_Sc_CWIP_AVR_Inicio;AVR;7,421387;0,083228;20170324T133023;60,00002;0,114522;Estacionario;(-1.541,1.650,-0.076);(-1.541,1.650,-0.077);(-1.528,1.073,-0.057);(1.973,0.744,-0.768);(1.973,0.744,-0.769);(20.266,0.500,-20.000);0,0009999871;0;0;0,0009999871;0,0009999871;0;0;0,0009999871;29,53782;0;0;29,53782;0,04009582;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4709998;Warning;0;3,471;Normal;0;2,319;Normal;0;0,681;Warning;0;2,846282;Normal;0;2,372142;Normal;0;0;1;True;NULL
105;2;01_Sc_CWIP_AVR_Inicio;AVR;7,43891;0,017523;20170324T133023;60,00002;0,114522;Estacionario;(-1.541,1.650,-0.075);(-1.541,1.650,-0.076);(-1.530,1.073,-0.057);(1.974,0.743,-0.766);(1.973,0.744,-0.768);(20.266,0.500,-20.000);0,0009999871;0;0;0,0009999871;0,002236066;0;0;0,002236066;29,5385;0;0;29,5385;0,05641312;0;0;0,8;False;0;Open;Unknown;0;0;0,1;0,4;0,8;1,2;0,4709998;Warning;0;3,471;Normal;0;2,319;Normal;0;0,681;Warning;0;2,846282;Normal;0;2,372142;Normal;0;0;1;True;NULL
106;2;01_Sc_CWIP_AVR_Inicio;AVR;7,521964;0,083054;20170324T133023;60,00002;0,114522;Estacionario;(-1.540,1.650,-0.073);(-1.541,1.650,-0.075);(-1.529,1.073,-0.056);(1.974,0.741,-0.764);(1.974,0.743,-0.766);(20.266,0.500,-20.000);0,002236066;0;0;0,002236066;0,001999974;0;0;0,001999974;29,53911;0;0;29,53911;0,05862702;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4719998;Warning;0;3,472;Normal;0;2,316;Normal;0;0,684;Warning;0;2,8456;Normal;0;2,373228;Normal;0;0;1;True;NULL
107;2;01_Sc_CWIP_AVR_Inicio;AVR;7,623716;0,101752;20170324T133023;60,00002;0,114522;WIP;(-1.540,1.650,-0.071);(-1.540,1.650,-0.073);(-1.526,1.071,-0.053);(1.976,0.738,-0.761);(1.974,0.741,-0.764);(20.266,0.500,-20.000);0,001999974;0;0,001999974;0;0,003605554;0;0,003605554;0;29,54046;0;29,54046;0;0,08480197;0,25;0,0286305;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4719998;Warning;0;3,472;Normal;0;2,314;Normal;0;0,686;Warning;0;2,844575;Normal;0;2,373287;Normal;0;0;1;True;NULL
108;2;01_Sc_CWIP_AVR_Inicio;AVR;7,723464;0,099748;20170324T133023;60,00002;0,111739;WIP;(-1.540,1.650,-0.071);(-1.540,1.650,-0.071);(-1.545,1.077,-0.057);(1.976,0.738,-0.761);(1.976,0.738,-0.761);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,54046;0;29,54046;0;0,04517163;0,125;0,01396738;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739999;Warning;0;3,474;Normal;0;2,311;Normal;0;0,689;Warning;0;2,844757;Normal;0;2,375378;Normal;0;0;1;True;NULL
109;2;01_Sc_CWIP_AVR_Inicio;AVR;7,7568;0,033336;20170324T133023;60,00002;0,046785;WIP;(-1.540,1.650,-0.071);(-1.540,1.650,-0.071);(-1.545,1.077,-0.057);(1.979,0.735,-0.758);(1.976,0.738,-0.761);(20.266,0.500,-20.000);0;0;0;0;0,004242628;0;0,004242628;0;29,54046;0;29,54046;0;0,05881558;0,125;0,005848125;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739999;Warning;0;3,474;Normal;0;2,311;Normal;0;0,689;Warning;0;2,844757;Normal;0;2,375378;Normal;0;0;1;True;NULL
