Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
2587;234,289587;CWIP;Estacionario;0;6,931713E-13;0,225;0;0,001174757;0,225;0,2256044;0,225;0,0131328;0,058368;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961567;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,02212444;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;8,809042E-11;False;1;0;3;0;0,1600025;-0,005;0
2588;234,338604;CWIP;Estacionario;0;3,692329E-13;0,225;0;0,0008573893;0,225;0,2254411;0,225;0,0131328;0,058368;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,02212444;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;4,69233E-11;False;1;0;3;0;0,1600018;-0,005;0
2589;234,403092;CWIP;Estacionario;0;1,9668E-13;0,225;0;0,0006257602;0,225;0,2253219;0,225;0,0131328;0,058368;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,02212444;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;2,499473E-11;False;0;0;3;0;0,1600013;-0,005;0
2590;234,475739;CWIP;WIP;0;7,646276E-14;0,45;0,45;0,122027;0,45;0,2860201;0,45;0,0262656;0,058368;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;0;0;0;0;0;0,04035194;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;1,331399E-11;False;2;0;2;0;0,160001;-0,005;0,45
2591;234,559672;CWIP;Estacionario;0;4,072957E-14;0,225;0;0,08906065;0,225;0,2695352;0,225;0,01793092;0,079693;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,0502711;0,04035194;0;0,0502711;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;7,091989E-12;False;1;0;3;0;0,1600007;-0,005;0
2592;234,677141;CWIP;Estacionario;0;2,16955E-14;0,225;0;0,06500036;0,225;0,2575037;0,225;0,01793092;0,079693;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,04035194;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;3,777703E-12;False;1;0;3;0;0,1600005;-0,005;0
2593;234,760877;CWIP;Estacionario;0;1,155658E-14;0,225;0;0,04744011;0,225;0,2487226;0,225;0,01793092;0,079693;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,04035194;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;2,012277E-12;False;1;0;3;0;0,1600004;-0,005;0
2594;234,841111;CWIP;Estacionario;0;6,155868E-15;0,225;0;0,03462387;0,225;0,2423138;0,225;0,01793092;0,079693;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,04035194;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;1,071883E-12;False;1;0;3;0;0,1600003;-0,005;0
2595;234,87482;CWIP;Estacionario;0;3,279058E-15;0,225;0;0,02527002;0,225;0,2376364;0,225;0,01793092;0,079693;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,04035194;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;5,709622E-13;False;1;0;3;0;0,1600002;-0,005;0
2596;234,924812;CWIP;Estacionario;0;1,746662E-15;0,225;0;0,01844316;0,225;0,2342226;0,225;0,01793092;0,079693;( 0.311f, 0.430f );( 0.481f, 1.220f, 0.571f );0,16;-0,005;0,165;0;0,165;0,06961566;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0,04035194;0;0;1,77603;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142949;1;33;03_Sc_CWIP_Passthrough;Event;3,041356E-13;False;1;0;3;0;0,1600001;-0,005;0
