Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
398;32,408851;CWIP;Estacionario;0;1,248182E-11;0,225;0;0,0038299;0,225;0,2269149;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142627;1;14;03_Sc_CWIP_Passthrough;Event;1,248182E-11;True;1;0;3;0;0,184;0,098;0
399;32,495476;CWIP;Estacionario;0;6,648717E-12;0,225;0;0,002795229;0,225;0,2263976;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142627;1;14;03_Sc_CWIP_Passthrough;Event;6,648717E-12;True;1;0;3;0;0,184;0,098;0
400;32,576243;CWIP;Estacionario;0;3,541585E-12;0,225;0;0,00204008;0,225;0,22602;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142627;1;14;03_Sc_CWIP_Passthrough;Event;3,541585E-12;True;1;0;3;0;0,184;0,098;0
401;32,626621;CWIP;Estacionario;0;1,886503E-12;0,225;0;0,00148894;0,225;0,2257445;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142627;1;14;03_Sc_CWIP_Passthrough;Event;1,886503E-12;True;1;0;3;0;0,184;0,098;0
402;32,71123;CWIP;Estacionario;0;1,004887E-12;0,225;0;0,001086693;0,225;0,2255433;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142627;1;14;03_Sc_CWIP_Passthrough;Event;1,004887E-12;True;0;0;3;0;0,184;0,098;0
404;32,861297;CWIP;Estacionario;0;2,851261E-13;0,225;0;0,08930618;0,225;0,2696531;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142627;1;14;03_Sc_CWIP_Passthrough;Event;2,851261E-13;True;1;0;3;0;0,184;0,098;0
406;33,05844;CWIP;Estacionario;0;8,090151E-14;0,225;0;0,0475709;0,225;0,2487854;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;8,090151E-14;True;1;0;3;0;0,184;0,098;0
408;33,29648;CWIP;Estacionario;0;2,295495E-14;0,225;0;0,02533968;0,225;0,2376698;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;2,295495E-14;True;1;0;3;0;0,184;0,098;0
409;33,363267;CWIP;Estacionario;0;1,222746E-14;0,225;0;0,01849401;0,225;0,234247;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;1,222746E-14;True;1;0;3;0;0,184;0,098;0
410;33,413731;CWIP;Estacionario;0;6,513223E-15;0,225;0;0,01349774;0,225;0,2317489;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;6,513223E-15;True;1;0;3;0;0,184;0,098;0
411;33,477235;CWIP;Estacionario;0;3,469411E-15;0,225;0;0,00985124;0,225;0,2299256;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;3,469411E-15;True;1;0;3;0;0,184;0,098;0
412;33,561192;CWIP;Estacionario;0;1,848058E-15;0,225;0;0,007189866;0,225;0,2285949;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;1,848058E-15;True;1;0;3;0;0,184;0,098;0
413;33,645644;CWIP;Estacionario;0;9,844088E-16;0,225;0;0,005247479;0,225;0,2276237;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;9,844088E-16;True;1;0;3;0;0,184;0,098;0
414;33,681763;CWIP;Estacionario;0;5,24367E-16;0,225;0;0,00382984;0,225;0,2269149;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;5,24367E-16;True;1;0;3;0;0,184;0,098;0
415;33,782074;CWIP;Estacionario;0;2,793156E-16;0,225;0;0,002795185;0,225;0,2263976;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;2,793156E-16;True;1;0;3;0;0,184;0,098;0
416;33,834044;CWIP;Estacionario;0;1,487836E-16;0,225;0;0,002040048;0,225;0,22602;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;1,487836E-16;True;1;0;3;0;0,184;0,098;0
417;33,917742;CWIP;Estacionario;0;7,925284E-17;0,225;0;0,001488917;0,225;0,2257445;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;7,925284E-17;True;0;0;3;0;0,184;0,098;0
418;33,979714;CWIP;Estacionario;0;4,221576E-17;0,45;0,45;0,122657;0,45;0,2863285;0,45;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142628;1;14;03_Sc_CWIP_Passthrough;Event;4,221576E-17;True;2;0;2;0;0,184;0,098;0
419;34,051074;CWIP;Estacionario;0;2,248715E-17;0,225;0;0,08952042;0,225;0,2697602;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;2,248715E-17;True;1;0;3;0;0,184;0,098;0
420;34,152794;CWIP;Estacionario;0;1,197828E-17;0,225;0;0,06533593;0,225;0,257668;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;1,197828E-17;True;1;0;3;0;0,184;0,098;0
421;34,251642;CWIP;Estacionario;0;6,380492E-18;0,225;0;0,04768502;0,225;0,2488425;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;6,380492E-18;True;1;0;3;0;0,184;0,098;0
422;34,425737;CWIP;Estacionario;0;3,398709E-18;0,225;0;0,03480262;0,225;0,2424013;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;3,398709E-18;True;1;0;3;0;0,184;0,098;0
424;34,624604;CWIP;Estacionario;0;9,643476E-19;0,225;0;0,01853838;0,225;0,2342692;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;9,643476E-19;True;1;0;3;0;0,184;0,098;0
425;34,687002;CWIP;Estacionario;0;5,13681E-19;0,225;0;0,01353012;0,225;0,231765;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;5,13681E-19;True;1;0;3;0;0,184;0,098;0
426;34,791872;CWIP;Estacionario;0;2,736234E-19;0,225;0;0,009874874;0,225;0,2299374;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;2,736234E-19;True;1;0;3;0;0,184;0,098;0
427;34,854289;CWIP;Estacionario;0;1,457515E-19;0,225;0;0,007207115;0,225;0,2286036;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;1,457515E-19;True;1;0;3;0;0,184;0,098;0
428;34,959277;CWIP;Estacionario;0;7,763775E-20;0,225;0;0,005260068;0,225;0,22763;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142629;1;14;03_Sc_CWIP_Passthrough;Event;7,763775E-20;True;1;0;3;0;0,184;0,098;0
429;35,055316;CWIP;Estacionario;0;4,135545E-20;0,225;0;0,003839028;0,225;0,2269195;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;4,135545E-20;True;0;0;3;0;0,184;0,098;0
430;35,105798;CWIP;Estacionario;0;2,202889E-20;0,45;0,45;0,1243722;0,45;0,2871861;0,45;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;2,202889E-20;True;2;0;2;0;0,184;0,098;0
431;35,206293;CWIP;Estacionario;0;1,173417E-20;0,225;0;0,09077226;0,225;0,2703861;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;1,173417E-20;True;1;0;3;0;0,184;0,098;0
432;35,258298;CWIP;Estacionario;0;6,250464E-21;0,225;0;0,06624957;0,225;0,2581248;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;6,250464E-21;True;1;0;3;0;0,184;0,098;0
433;35,306591;CWIP;Estacionario;0;3,329447E-21;0,225;0;0,04835184;0,225;0,2491759;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;3,329447E-21;True;1;0;3;0;0,184;0,098;0
434;35,411042;CWIP;Estacionario;0;1,773503E-21;0,225;0;0,03528929;0,225;0,2426446;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;1,773503E-21;True;1;0;3;0;0,184;0,098;0
435;35,457954;CWIP;Estacionario;0;9,446954E-22;0,225;0;0,02575567;0,225;0,2378778;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;9,446954E-22;True;1;0;3;0;0,184;0,098;0
437;35,592036;CWIP;Estacionario;0;2,680473E-22;0,225;0;0,01371932;0,225;0,2318597;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;2,680473E-22;True;1;0;3;0;0,184;0,098;0
438;35,648918;CWIP;Estacionario;0;1,427813E-22;0,225;0;0,01001296;0,225;0,2300065;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;1,427813E-22;True;1;0;3;0;0,184;0,098;0
439;35,751687;CWIP;Estacionario;0;7,605558E-23;0,225;0;0,007307898;0,225;0,2286539;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;7,605558E-23;True;1;0;3;0;0,184;0,098;0
440;35,792308;CWIP;Estacionario;0;4,051268E-23;0,225;0;0,005333624;0,225;0,2276668;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;4,051268E-23;True;1;0;3;0;0,184;0,098;0
441;35,856575;CWIP;Estacionario;0;2,157997E-23;0,225;0;0,003892713;0,225;0,2269464;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;2,157997E-23;True;1;0;3;0;0,184;0,098;0
442;35,959694;CWIP;Estacionario;0;1,149504E-23;0,225;0;0,002841072;0,225;0,2264205;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142630;1;14;03_Sc_CWIP_Passthrough;Event;1,149504E-23;True;1;0;3;0;0,184;0,098;0
443;36,010128;CWIP;Estacionario;0;6,123087E-24;0,225;0;0,002073539;0,225;0,2260368;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;6,123087E-24;True;1;0;3;0;0,184;0,098;0
444;36,112181;CWIP;Estacionario;0;3,261597E-24;0,225;0;0,001513359;0,225;0,2257567;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;3,261597E-24;True;1;0;3;0;0,184;0,098;0
445;36,165072;CWIP;Estacionario;0;1,737361E-24;0,225;0;0,001104516;0,225;0,2255522;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;1,737361E-24;True;1;0;3;0;0,184;0,098;0
446;36,261356;CWIP;Estacionario;0;9,254435E-25;0,225;0;0,0008061241;0,225;0,2254031;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;9,254435E-25;True;0;0;3;0;0,184;0,098;0
447;36,362602;CWIP;Estacionario;0;4,929578E-25;0,45;0,45;0,1221586;0,45;0,2860793;0,45;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;0;0;0;0;0;0;0;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;4,929578E-25;True;2;0;2;0;0,184;0,098;0
448;36,419588;CWIP;Estacionario;0;2,625848E-25;0,225;0;0,08915672;0,225;0,2695784;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;2,625848E-25;True;1;0;3;0;0,184;0,098;0
449;36,479087;CWIP;Estacionario;0;1,398716E-25;0,225;0;0,06507048;0,225;0,2575352;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;1,398716E-25;True;1;0;3;0;0,184;0,098;0
451;36,684455;CWIP;Estacionario;0;3,968707E-26;0,225;0;0,03466122;0,225;0,2423306;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;3,968707E-26;True;1;0;3;0;0,184;0,098;0
452;36,751866;CWIP;Estacionario;0;2,114019E-26;0,225;0;0,02529728;0,225;0,2376486;0,225;0;0;( -0.832f, -0.166f );( -0.680f, 1.318f, -0.113f );0,184;0,098;0,086;0;0,086;0,03628453;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,817272;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142631;1;14;03_Sc_CWIP_Passthrough;Event;2,114019E-26;True;1;0;3;0;0,184;0,098;0
