Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
26;2,699728;CWIP;Estacionario;0;0,002155216;0;0;0;0;0;0;0;0;( -0.556f, -0.187f );( -0.495f, 1.285f, -0.238f );0,127;0,111;0,016;0;0,016;0,00673342;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795803;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142557;1;11;03_Sc_CWIP_Passthrough;Event;0,002155216;True;0;0;0;0;0,1270811;0,1111979;0
27;2,751266;CWIP;Estacionario;0;0,001148023;0;0;0;0;0;0;0;0;( -0.556f, -0.187f );( -0.495f, 1.285f, -0.238f );0,127;0,111;0,016;0;0,016;0,006741454;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795803;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142557;1;11;03_Sc_CWIP_Passthrough;Event;0,001148023;True;0;0;0;0;0,1270592;0,1111444;0
28;2,848063;CWIP;Estacionario;0,03191306;0,006903876;0;0;0;0;0;0;0;0;( -0.555f, -0.188f );( -0.494f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006745733;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795226;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142557;1;11;03_Sc_CWIP_Passthrough;Event;0,006903876;True;0;0;0;0;0,1270432;0,1111054;0
29;2,950078;CWIP;Estacionario;0;0,003677501;0;0;0;0;0;0;0;0;( -0.555f, -0.188f );( -0.494f, 1.285f, -0.240f );0,128;0,111;0,017;0;0,017;0,006945185;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001416515;0;0;0,001416515;1,795252;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142557;1;11;03_Sc_CWIP_Passthrough;Event;0,003677501;True;0;0;0;0;0,1273017;0,1110769;0
30;3,065545;CWIP;Estacionario;0;0,001958902;0;0;0;0;0;0;0;0;( -0.555f, -0.188f );( -0.494f, 1.285f, -0.240f );0,128;0,111;0,017;0;0,017;0,007051427;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795252;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,001958902;True;0;0;0;0;0,1274903;0,1110562;0
31;3,170101;CWIP;Estacionario;0,0295624;0,006872324;0;0;0;0;0;0;0;0;( -0.554f, -0.189f );( -0.493f, 1.285f, -0.241f );0,128;0,111;0,017;0;0,017;0,00710802;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795558;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,006872324;True;0;0;0;0;0,127628;0,111041;0
32;3,285571;CWIP;Estacionario;0;0,003660694;0;0;0;0;0;0;0;0;( -0.554f, -0.189f );( -0.493f, 1.285f, -0.241f );0,128;0,111;0,017;0;0,017;0,007138165;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001413827;0;0;0,001413827;1,795558;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,003660694;True;0;0;0;0;0,1277285;0,1110299;0
33;3,422124;CWIP;Estacionario;0;0,001949949;0;0;0;0;0;0;0;0;( -0.554f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,00695705;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795226;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,001949949;True;0;0;0;0;0,1275317;0,1110218;0
34;3,468372;CWIP;Estacionario;0;0,001038683;0;0;0;0;0;0;0;0;( -0.554f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006860575;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795226;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,001038683;True;0;0;0;0;0,1273881;0,1110159;0
36;3,718794;CWIP;Estacionario;0;0,001982947;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006781812;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,0009994507;0;0;0,0009994507;1,795199;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,001982947;True;0;0;0;0;0,1272067;0,1110085;0
37;3,769091;CWIP;Estacionario;0;0,00105626;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006767231;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,00105626;True;0;0;0;0;0,1271509;0,1110062;0
38;3,908022;CWIP;Estacionario;0;0,0005626401;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006759464;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142558;1;11;03_Sc_CWIP_Passthrough;Event;0,0005626401;True;0;0;0;0;0,1271101;0,1110045;0
39;4,020959;CWIP;Estacionario;0;0,0002997026;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006755327;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,0002997026;True;0;0;0;0;0,1270804;0,1110033;0
40;4,124911;CWIP;Estacionario;0;0,0001596432;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006753123;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,796467;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,0001596432;True;0;0;0;0;0,1270587;0,1110024;0
41;4,171557;CWIP;Estacionario;0;8,503744E-05;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006751949;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;8,503744E-05;True;0;0;0;0;0,1270428;0,1110018;0
42;4,221275;CWIP;Estacionario;0,02254898;0,00449132;0;0;0;0;0;0;0;0;( -0.555f, -0.188f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006751324;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,00449132;True;0;0;0;0;0,1270313;0,1110013;0
43;4,325134;CWIP;Estacionario;0;0,0023924;0;0;0;0;0;0;0;0;( -0.555f, -0.188f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006750991;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001000002;0;0;0,001000002;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,0023924;True;0;0;0;0;0,1270228;0,1110009;0
44;4,422614;CWIP;Estacionario;0;0,001274364;0;0;0;0;0;0;0;0;( -0.555f, -0.188f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006750813;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,001274364;True;0;0;0;0;0,1270166;0,1110007;0
45;4,522997;CWIP;Estacionario;0,02279259;0,005172875;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006750719;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,005172875;True;0;0;0;0;0,1270121;0,1110005;0
46;4,627902;CWIP;Estacionario;0;0,002755445;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006750668;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001000009;0;0;0,001000009;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,002755445;True;0;0;0;0;0,1270089;0,1110004;0
47;4,72392;CWIP;Estacionario;0;0,001467748;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006750641;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,001467748;True;0;0;0;0;0,1270065;0,1110003;0
48;4,82544;CWIP;Estacionario;0;0,0007818284;0;0;0;0;0;0;0;0;( -0.555f, -0.189f );( -0.493f, 1.285f, -0.240f );0,127;0,111;0,016;0;0,016;0,006750627;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,795498;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T142559;1;11;03_Sc_CWIP_Passthrough;Event;0,0007818284;True;0;0;0;0;0,1270047;0,1110002;0
