Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Tempo;Id;Nivel;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Vel. Virtual in Use (Estado, WIP)
147;34,660917;CWIP;Estacionario;0;5,631647E-10;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122635;5;03_Sc_CWIP_Passthrough;5,631647E-10;True;0
148;34,84575;CWIP;Estacionario;0;2,99982E-10;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122635;5;03_Sc_CWIP_Passthrough;2,99982E-10;True;0
149;35,036188;CWIP;Estacionario;0;1,59792E-10;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122635;5;03_Sc_CWIP_Passthrough;1,59792E-10;True;0
150;35,240717;CWIP;Estacionario;0;8,511673E-11;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122635;5;03_Sc_CWIP_Passthrough;8,511673E-11;True;0
151;35,447742;CWIP;Estacionario;0;4,533929E-11;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122635;5;03_Sc_CWIP_Passthrough;4,533929E-11;True;0
152;35,68244;CWIP;Estacionario;0;2,415097E-11;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122636;5;03_Sc_CWIP_Passthrough;2,415097E-11;True;0
153;35,866774;CWIP;Estacionario;0;1,286454E-11;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122636;5;03_Sc_CWIP_Passthrough;1,286454E-11;True;0
154;36,076918;CWIP;Estacionario;0;6,852582E-12;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122636;5;03_Sc_CWIP_Passthrough;6,852582E-12;True;0
155;36,269556;CWIP;Estacionario;0;3,650178E-12;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122636;5;03_Sc_CWIP_Passthrough;3,650178E-12;True;0
156;36,452775;CWIP;Estacionario;0;1,944347E-12;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122636;5;03_Sc_CWIP_Passthrough;1,944347E-12;True;0
157;36,636712;CWIP;Estacionario;0;1,035699E-12;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122636;5;03_Sc_CWIP_Passthrough;1,035699E-12;True;0
158;36,846973;CWIP;Estacionario;0;5,51688E-13;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122637;5;03_Sc_CWIP_Passthrough;5,51688E-13;True;0
159;37,052751;CWIP;Estacionario;0;2,938687E-13;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122637;5;03_Sc_CWIP_Passthrough;2,938687E-13;True;0
160;37,244486;CWIP;Estacionario;0;1,565356E-13;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122637;5;03_Sc_CWIP_Passthrough;1,565356E-13;True;0
161;37,440597;CWIP;Estacionario;0;8,338214E-14;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122637;5;03_Sc_CWIP_Passthrough;8,338214E-14;True;0
162;37,6278;CWIP;Estacionario;0;4,441533E-14;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122637;5;03_Sc_CWIP_Passthrough;4,441533E-14;True;0
163;37,850444;CWIP;Estacionario;0;2,36588E-14;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122638;5;03_Sc_CWIP_Passthrough;2,36588E-14;True;0
164;38,029284;CWIP;Estacionario;0;1,260238E-14;0;0;0;0;0;0;0;0;( 0.779f, -0.647f );( 0.785f, 1.454f, -0.719f );0,436;0,442;0;0,006000012;0,006000012;0,002531484;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,636704;0,8;0;0,05;0,035;0,45;4;20170201T122638;5;03_Sc_CWIP_Passthrough;1,260238E-14;True;0
165;40,354886;CWIP;Direct;5,052389;1,364934;0;0;0;0;0;0;0;0;( 0.811f, -0.497f );( 0.807f, 1.500f, -0.449f );0,684;0,55;0;0;0;0,001847588;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,656951;0,8;0;0,05;0,035;0,45;4;20170201T122640;6;03_Sc_CWIP_Passthrough;1,364934;True;0
166;40,741526;CWIP;Direct;2,162616;1,580433;0;0;0;0;0;0;0;0;( 0.788f, -0.436f );( 0.791f, 1.505f, -0.338f );0,408;0,344;0;0;0;0,00134845;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,1533757;1,735921;0,8;0;0,05;0,035;0,45;4;20170201T122641;6;03_Sc_CWIP_Passthrough;1,580433;True;0
167;40,94327;CWIP;Direct;3,269489;2,036742;0;0;0;0;0;0;0;0;( 0.762f, -0.330f );( 0.774f, 1.504f, -0.220f );0,35;0,275;0;0;0;0,0009841581;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,06519297;1,836673;0,8;0;0,05;0,035;0,45;4;20170201T122641;6;03_Sc_CWIP_Passthrough;2,036742;True;0
168;41,16622;CWIP;Direct;2,486345;2,158205;0;0;0;0;0;0;0;0;( 0.727f, -0.206f );( 0.746f, 1.509f, -0.096f );0,343;0,242;0;0;0;0,0007182817;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,1091423;1,843961;0,8;0;0,05;0,035;0,45;4;20170201T122641;6;03_Sc_CWIP_Passthrough;2,158205;True;0
169;41,363108;CWIP;Direct;3,618167;2,552623;0;0;0;0;0;0;0;0;( 0.679f, -0.109f );( 0.712f, 1.515f, 0.004f );0,381;0,357;0;0;0;0,0005242334;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,1288438;1,76838;0,8;0;0,05;0,035;0,45;4;20170201T122641;6;03_Sc_CWIP_Passthrough;2,552623;True;0
170;41,553684;CWIP;Direct;0,570023;2,017011;0;0;0;0;0;0;0;0;( 0.659f, -0.096f );( 0.699f, 1.518f, 0.021f );0,385;0,393;0;0;0;0,0003826085;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,1082285;1,792839;0,8;0;0,05;0,035;0,45;4;20170201T122641;6;03_Sc_CWIP_Passthrough;2,017011;True;0
171;41,732024;CWIP;Direct;2,362914;2,110459;0;0;0;0;0;0;0;0;( 0.598f, -0.089f );( 0.656f, 1.523f, 0.019f );0,389;0,435;0;0;0;0,0002792445;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,02385088;1,827268;0,8;0;0,05;0,035;0,45;4;20170201T122642;6;03_Sc_CWIP_Passthrough;2,110459;True;0
172;41,923422;CWIP;Direct;0,9194828;1,788709;0;0;0;0;0;0;0;0;( 0.557f, -0.093f );( 0.612f, 1.529f, 0.000f );0,386;0,433;0;0;0;0,0002038048;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,06140494;1,817262;0,8;0;0,05;0,035;0,45;4;20170201T122642;6;03_Sc_CWIP_Passthrough;1,788709;True;0
173;42,114976;CWIP;Direct;2,733558;2,043966;0;0;0;0;0;0;0;0;( 0.488f, -0.098f );( 0.540f, 1.527f, -0.025f );0,375;0,417;0;0;0;0,0001487457;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,04119123;1,799384;0,8;0;0,05;0,035;0,45;4;20170201T122642;6;03_Sc_CWIP_Passthrough;2,043966;True;0
174;42,307118;CWIP;Direct;0,8711047;1,72711;0;0;0;0;0;0;0;0;( 0.454f, -0.104f );( 0.498f, 1.516f, -0.037f );0,357;0,4;0;0;0;0,0001085611;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,06918117;1,814004;0,8;0;0,05;0,035;0,45;4;20170201T122642;6;03_Sc_CWIP_Passthrough;1,72711;True;0
175;42,509878;CWIP;Direct;0,1530368;1,301865;0;0;0;0;0;0;0;0;( 0.453f, -0.111f );( 0.494f, 1.508f, -0.037f );0,36;0,398;0;0;0;7,923266E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,03452574;1,796374;0,8;0;0,05;0,035;0,45;4;20170201T122642;6;03_Sc_CWIP_Passthrough;1,301865;True;0
177;42,938391;CWIP;Direct;1,439389;1,20305;0;0;0;0;0;0;0;0;( 0.513f, -0.169f );( 0.555f, 1.497f, -0.080f );0,399;0,422;0;0;0;4,220501E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,0326508;1,818143;0,8;0;0,05;0,035;0,45;4;20170201T122643;6;03_Sc_CWIP_Passthrough;1,20305;True;0
178;43,120784;CWIP;Direct;3,662342;1,867443;0;0;0;0;0;0;0;0;( 0.574f, -0.248f );( 0.625f, 1.490f, -0.172f );0,413;0,436;0;0;0;3,080307E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05092864;1,813793;0,8;0;0,05;0,035;0,45;4;20170201T122643;6;03_Sc_CWIP_Passthrough;1,867443;True;0
179;43,33512;CWIP;Direct;1,871038;1,868415;0;0;0;0;0;0;0;0;( 0.623f, -0.334f );( 0.686f, 1.485f, -0.274f );0,436;0,421;0;0;0;2,248143E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,09981263;1,745069;0,8;0;0,05;0,035;0,45;4;20170201T122643;6;03_Sc_CWIP_Passthrough;1,868415;True;0
180;43,539544;CWIP;Direct;2,049715;1,917394;0;0;0;0;0;0;0;0;( 0.642f, -0.389f );( 0.712f, 1.482f, -0.341f );0,454;0,388;0;0;0;1,640793E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,0989778;1,673537;0,8;0;0,05;0,035;0,45;4;20170201T122643;6;03_Sc_CWIP_Passthrough;1,917394;True;0
181;43,749123;CWIP;Direct;0,508677;1,53682;0;0;0;0;0;0;0;0;( 0.635f, -0.418f );( 0.729f, 1.462f, -0.381f );0,453;0,364;0;0;0;1,197523E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05818968;1,687644;0,8;0;0,05;0,035;0,45;4;20170201T122644;6;03_Sc_CWIP_Passthrough;1,53682;True;0
182;43,981982;CWIP;Direct;5,798852;2,688235;0;0;0;0;0;0;0;0;( 0.497f, -0.151f );( 0.536f, 1.498f, -0.061f );0,392;0,417;0;0;0;8,740045E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,02983287;1,812617;0,8;0;0,05;0,035;0,45;4;20170201T122644;6;03_Sc_CWIP_Passthrough;2,688235;True;0
183;44,193432;CWIP;Direct;6,164751;3,627437;0;0;0;0;0;0;0;0;( 0.614f, -0.405f );( 0.735f, 1.430f, -0.368f );0,432;0,34;0;0;0;6,378867E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,3005547;1,680269;0,8;0;0,05;0,035;0,45;4;20170201T122644;6;03_Sc_CWIP_Passthrough;3,627437;True;0
184;44,419362;CWIP;Direct;0,6774392;2,830477;0;0;0;0;0;0;0;0;( 0.613f, -0.360f );( 0.732f, 1.429f, -0.337f );0,408;0,332;0;0;0;4,655577E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,2796534;1,68855;0,8;0;0,05;0,035;0,45;4;20170201T122644;6;03_Sc_CWIP_Passthrough;2,830477;True;0
185;44,627729;CWIP;Direct;1,19861;2,389618;0;0;0;0;0;0;0;0;( 0.632f, -0.313f );( 0.731f, 1.439f, -0.310f );0,404;0,329;0;0;0;3,397844E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,04501126;1,698228;0,8;0;0,05;0,035;0,45;4;20170201T122644;6;03_Sc_CWIP_Passthrough;2,389618;True;0
186;44,871412;CWIP;Direct;0,6176475;1,910909;0;0;0;0;0;0;0;0;( 0.648f, -0.277f );( 0.740f, 1.455f, -0.282f );0,411;0,339;0;0;0;2,479895E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05069699;1,674149;0,8;0;0,05;0,035;0,45;4;20170201T122645;6;03_Sc_CWIP_Passthrough;1,910909;True;0
187;45,07984;CWIP;Direct;0,5209901;1,535414;0;0;0;0;0;0;0;0;( 0.625f, -0.269f );( 0.757f, 1.468f, -0.249f );0,43;0,369;0;0;0;1,809936E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,03939494;1,682106;0,8;0;0,05;0,035;0,45;4;20170201T122645;6;03_Sc_CWIP_Passthrough;1,535414;True;0
188;45,299113;CWIP;Direct;0,233361;1,183656;0;0;0;0;0;0;0;0;( 0.610f, -0.274f );( 0.762f, 1.469f, -0.237f );0,438;0,382;0;0;0;1,320971E-06;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,02435047;1,703459;0,8;0;0,05;0,035;0,45;4;20170201T122645;6;03_Sc_CWIP_Passthrough;1,183656;True;0
189;45,526104;CWIP;Direct;0,1248556;0,8976145;0;0;0;0;0;0;0;0;( 0.617f, -0.269f );( 0.767f, 1.466f, -0.232f );0,436;0,382;0;0;0;9,641021E-07;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,01581443;1,686611;0,8;0;0,05;0,035;0,45;4;20170201T122645;6;03_Sc_CWIP_Passthrough;0,8976145;True;0
190;45,798348;CWIP;Estacionario;0,4860569;0,5739709;0,45;0,45;0,1215703;0,45;0,1215703;0,45;0;0;( 0.653f, -0.246f );( 0.774f, 1.460f, -0.229f );0,423;0,38;0,04300001;0;0,04300001;0,02512524;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;0;0;0;0,008605402;0;0;0,008605402;1,678097;0,8;0;0,05;0,035;0,45;4;20170201T122646;6;03_Sc_CWIP_Passthrough;0,5739709;True;0
191;46,080418;CWIP;Estacionario;0,2960048;0,364102;0,2369048;0,02380952;0,09515961;0,2369048;0,1527286;0,2369048;0;0;( 0.677f, -0.227f );( 0.779f, 1.457f, -0.231f );0,414;0,378;0,03600001;0;0,03600001;0,0204817;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,04271943;0;0;0,04271943;1,685047;0,8;0;0,05;0,035;0,45;4;20170201T122646;6;03_Sc_CWIP_Passthrough;0,364102;True;0
192;46,329949;CWIP;Estacionario;0,01346965;0,1966027;0,2369048;0,02380952;0,07588394;0,2369048;0,1754693;0,2369048;0;0;( 0.676f, -0.227f );( 0.779f, 1.460f, -0.235f );0,417;0,377;0,03999999;0;0,03999999;0,0187969;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,03060909;0;0;0,03060909;1,707418;0,8;0;0,05;0,035;0,45;4;20170201T122646;6;03_Sc_CWIP_Passthrough;0,1966027;True;0
193;46,556291;CWIP;Estacionario;0,07024737;0,1185756;0,2369048;0,02380952;0,06181571;0,2369048;0,1920665;0,2369048;0;0;( 0.673f, -0.230f );( 0.775f, 1.464f, -0.239f );0,419;0,377;0,042;0;0,042;0,0182938;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,0009994507;0;0;0,0009994507;1,702703;0,8;0;0,05;0,035;0,45;4;20170201T122646;6;03_Sc_CWIP_Passthrough;0,1185756;True;0
194;46,773971;CWIP;Estacionario;0,1334397;0,08947244;0,2369048;0,02380952;0,0515481;0,2369048;0,2041798;0,2369048;0;0;( 0.667f, -0.234f );( 0.764f, 1.469f, -0.245f );0,42;0,374;0,04599997;0;0,04599997;0,01881449;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,004244188;0;0;0,004244188;1,690846;0,8;0;0,05;0,035;0,45;4;20170201T122647;6;03_Sc_CWIP_Passthrough;0,08947244;True;0
195;46,989618;CWIP;Estacionario;0,08786566;0,06498409;0,2369048;0,02380952;0,04405436;0,2369048;0,2130207;0,2369048;0;0;( 0.662f, -0.234f );( 0.753f, 1.473f, -0.249f );0,42;0,374;0,04599997;0;0,04599997;0,01909185;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,007208348;0;0;0,007208348;1,689577;0,8;0;0,05;0,035;0,45;4;20170201T122647;6;03_Sc_CWIP_Passthrough;0,06498409;True;0
196;47,241359;CWIP;Estacionario;0,0666033;0,0477475;0,2369048;0;0,0321528;0,2369048;0,2194731;0,2369048;0;0;( 0.657f, -0.233f );( 0.743f, 1.475f, -0.255f );0,42;0,374;0,04599997;0;0,04599997;0,01923959;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,005001068;0;0;0,005001068;1,681402;0,8;0;0,05;0,035;0,45;4;20170201T122647;6;03_Sc_CWIP_Passthrough;0,0477475;True;0
197;47,47659;CWIP;Estacionario;0,08438525;0,04207215;0;0;0,02346652;0;0,1601811;0;0;0;( 0.652f, -0.233f );( 0.731f, 1.479f, -0.262f );0,421;0,376;0,04500002;0;0,04500002;0,01912113;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,00510007;0;0;0,00510007;1,673597;0,8;0;0,05;0,035;0,45;4;20170201T122647;6;03_Sc_CWIP_Passthrough;0,04207215;True;0
198;47,710265;CWIP;Estacionario;0,05512591;0,03327993;0;0;0,01712689;0;0,1169072;0;0;0;( 0.648f, -0.235f );( 0.724f, 1.482f, -0.269f );0,424;0,379;0,04499999;0;0,04499999;0,01905802;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,004997253;0;0;0,004997253;1,681972;0,8;0;0,05;0,035;0,45;4;20170201T122648;6;03_Sc_CWIP_Passthrough;0,03327993;True;0
199;47,927291;CWIP;Estacionario;0,06653028;0,03084518;0,45;0,45;0,1340702;0,45;0,2068943;0,45;0;0;( 0.646f, -0.238f );( 0.720f, 1.483f, -0.275f );0,431;0,379;0,05199999;0;0,05199999;0,02040461;RAISED_UP;ON_THE_FLOOR;ELEVATING;RESTING_DOWN;0;0;0;0,004473598;0;0;0,004473598;1,670078;0,8;0;0,05;0,035;0,45;4;20170201T122648;6;03_Sc_CWIP_Passthrough;0,03084518;True;0
200;48,172193;CWIP;Estacionario;0,04049546;0,02441493;0,2494898;0,04897957;0,1110825;0,2494898;0,2184017;0,2494898;0;0;( 0.649f, -0.240f );( 0.721f, 1.481f, -0.278f );0,443;0,379;0,06399998;0;0,06399998;0,02348795;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,003604935;0;0;0,003604935;1,660468;0,8;0;0,05;0,035;0,45;4;20170201T122648;6;03_Sc_CWIP_Passthrough;0,02441493;True;0
201;48,454853;CWIP;Estacionario;0,2158395;0,05556262;0,2494898;0,04897957;0,09430499;0,2494898;0,2268003;0,2494898;0;0;( 0.665f, -0.231f );( 0.723f, 1.471f, -0.272f );0,455;0,38;0,07500002;0;0,07500002;0,02729927;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,003604183;0;0;0,003604183;1,635958;0,8;0;0,05;0,035;0,45;4;20170201T122648;6;03_Sc_CWIP_Passthrough;0,05556262;True;0
202;48,695498;CWIP;Estacionario;0,221719;0,07331339;0,2494898;0,04897957;0,08206005;0,2494898;0,23293;0,2494898;0;0;( 0.675f, -0.216f );( 0.716f, 1.460f, -0.262f );0,461;0,385;0,07600001;0;0,07600001;0,02952661;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,01835655;0;0;0,01835655;1,610416;0,8;0;0,05;0,035;0,45;4;20170201T122649;6;03_Sc_CWIP_Passthrough;0,07331339;True;0
203;48,933318;CWIP;Estacionario;0,1217569;0,06305902;0,2494898;0,04897957;0,07312315;0,2494898;0,2374038;0,2494898;0;0;( 0.673f, -0.207f );( 0.708f, 1.456f, -0.255f );0,461;0,385;0,07600001;0;0,07600001;0,03071306;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,01802893;0;0;0,01802893;1,601086;0,8;0;0,05;0,035;0,45;4;20170201T122649;6;03_Sc_CWIP_Passthrough;0,06305902;True;0
204;49,161596;CWIP;Estacionario;0,06249354;0,04591174;0,2494898;0,04897957;0,06660061;0,2494898;0,2406689;0,2494898;0;0;( 0.670f, -0.203f );( 0.705f, 1.457f, -0.249f );0,46;0,384;0,07600001;0;0,07600001;0,03134505;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,009219309;0;0;0,009219309;1,602207;0,8;0;0,05;0,035;0,45;4;20170201T122649;6;03_Sc_CWIP_Passthrough;0,04591174;True;0
205;49,386228;CWIP;Estacionario;0,12166;0,04844382;0,2494898;0;0,04860804;0,2494898;0,2430519;0,2494898;0;0;( 0.663f, -0.200f );( 0.706f, 1.462f, -0.237f );0,458;0,382;0,07600001;0;0,07600001;0,03168169;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,005001307;0;0;0,005001307;1,604656;0,8;0;0,05;0,035;0,45;4;20170201T122649;6;03_Sc_CWIP_Passthrough;0,04844382;True;0
