Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Tempo;Id;Nivel;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Vel. Virtual in Use (Estado, WIP)
157;12,199985;CWIP;Estacionario;0;4,097287E-23;0;0;1,045361E-20;0;9,86762E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124840;6;03_Sc_CWIP_Passthrough;4,097287E-23;False;0
158;12,254361;CWIP;Estacionario;0;2,18251E-23;0;0;7,629504E-21;0;7,201821E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124840;6;03_Sc_CWIP_Passthrough;2,18251E-23;False;0
159;12,350739;CWIP;Estacionario;0;1,162562E-23;0;0;5,568347E-21;0;5,256204E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124840;6;03_Sc_CWIP_Passthrough;1,162562E-23;False;0
160;12,401251;CWIP;Estacionario;0;6,19264E-24;0;0;4,064023E-21;0;3,836208E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124840;6;03_Sc_CWIP_Passthrough;6,19264E-24;False;0
161;12,508688;CWIP;Estacionario;0;3,298646E-24;0;0;2,966102E-21;0;2,799833E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124840;6;03_Sc_CWIP_Passthrough;3,298646E-24;False;0
162;12,620528;CWIP;Estacionario;0;1,757096E-24;0;0;2,164791E-21;0;2,04344E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124840;6;03_Sc_CWIP_Passthrough;1,757096E-24;False;0
163;12,673158;CWIP;Estacionario;0;9,359559E-25;0;0;1,579959E-21;0;1,491392E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;9,359559E-25;False;0
164;12,719332;CWIP;Estacionario;0;4,985574E-25;0;0;1,153124E-21;0;1,088483E-20;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;4,985574E-25;False;0
165;12,820277;CWIP;Estacionario;0;2,655676E-25;0;0;8,416001E-22;0;7,944228E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;2,655676E-25;False;0
166;12,891092;CWIP;Estacionario;0;1,414604E-25;0;0;6,142366E-22;0;5,798046E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;1,414604E-25;False;0
167;12,93748;CWIP;Estacionario;0;7,535198E-26;0;0;4,482968E-22;0;4,231668E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;7,535198E-26;False;0
168;13,038977;CWIP;Estacionario;0;4,013789E-26;0;0;3,271866E-22;0;3,088456E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;4,013789E-26;False;0
169;13,109281;CWIP;Estacionario;0;2,138033E-26;0;0;2,387951E-22;0;2,254091E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;2,138033E-26;False;0
170;13,155359;CWIP;Estacionario;0;1,13887E-26;0;0;1,742831E-22;0;1,645134E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;1,13887E-26;False;0
171;13,259698;CWIP;Estacionario;0;6,066441E-27;0;0;1,271995E-22;0;1,200691E-21;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;6,066441E-27;False;0
172;13,305935;CWIP;Estacionario;0;3,231423E-27;0;0;9,283573E-23;0;8,763168E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;3,231423E-27;False;0
173;13,356419;CWIP;Estacionario;0;1,721289E-27;0;0;6,775559E-23;0;6,395743E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;1,721289E-27;False;0
174;13,460661;CWIP;Estacionario;0;9,168821E-28;0;0;4,945099E-23;0;4,667894E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;9,168821E-28;False;0
175;13,507342;CWIP;Estacionario;0;4,883974E-28;0;0;3,60915E-23;0;3,406833E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;4,883974E-28;False;0
176;13,606906;CWIP;Estacionario;0;2,601556E-28;0;0;2,634116E-23;0;2,486456E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124841;6;03_Sc_CWIP_Passthrough;2,601556E-28;False;0
177;13,640765;CWIP;Estacionario;0;1,385776E-28;0;0;1,922493E-23;0;1,814725E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;1,385776E-28;False;0
178;13,708761;CWIP;Estacionario;0;7,381639E-29;0;0;1,40312E-23;0;1,324465E-22;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;7,381639E-29;False;0
179;13,791351;CWIP;Estacionario;0;3,931992E-29;0;0;1,024058E-23;0;9,666529E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;3,931992E-29;False;0
180;13,842258;CWIP;Estacionario;0;2,094462E-29;0;0;7,474024E-24;0;7,055056E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;2,094462E-29;False;0
181;13,905938;CWIP;Estacionario;0;1,115661E-29;0;0;5,45487E-24;0;5,149089E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;1,115661E-29;False;0
182;13,975581;CWIP;Estacionario;0;5,942814E-30;0;0;3,981203E-24;0;3,75803E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;5,942814E-30;False;0
183;14,07298;CWIP;Estacionario;0;3,165571E-30;0;0;2,905656E-24;0;2,742775E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;3,165571E-30;False;0
184;14,161118;CWIP;Estacionario;0;1,686211E-30;0;0;2,120675E-24;0;2,001797E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;1,686211E-30;False;0
185;14,226917;CWIP;Estacionario;0;8,981971E-31;0;0;1,547762E-24;0;1,460999E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;8,981971E-31;False;0
186;14,261872;CWIP;Estacionario;0;4,784444E-31;0;0;1,129624E-24;0;1,066301E-23;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;4,784444E-31;False;0
187;14,330997;CWIP;Estacionario;0;2,548539E-31;0;0;8,244492E-25;0;7,782334E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;2,548539E-31;False;0
188;14,377613;CWIP;Estacionario;0;1,357535E-31;0;0;6,017191E-25;0;5,679888E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;1,357535E-31;False;0
189;14,427946;CWIP;Estacionario;0;7,23121E-32;0;0;4,39161E-25;0;4,145431E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;7,23121E-32;False;0
190;14,525259;CWIP;Estacionario;0;3,851863E-32;0;0;3,205189E-25;0;3,025517E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;3,851863E-32;False;0
191;14,580259;CWIP;Estacionario;0;2,051779E-32;0;0;2,339287E-25;0;2,208155E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124842;6;03_Sc_CWIP_Passthrough;2,051779E-32;False;0
192;14,663359;CWIP;Estacionario;0;1,092925E-32;0;0;1,707314E-25;0;1,611608E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124843;6;03_Sc_CWIP_Passthrough;1,092925E-32;False;0
193;14,713818;CWIP;Estacionario;0;5,821707E-33;0;0;1,246073E-25;0;1,176222E-24;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124843;6;03_Sc_CWIP_Passthrough;5,821707E-33;False;0
194;14,800133;CWIP;Estacionario;0;3,10106E-33;0;0;9,094385E-26;0;8,584585E-25;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124843;6;03_Sc_CWIP_Passthrough;3,10106E-33;False;0
195;14,880531;CWIP;Estacionario;0;1,651848E-33;0;0;6,63748E-26;0;6,265406E-25;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124843;6;03_Sc_CWIP_Passthrough;1,651848E-33;False;0
196;14,944979;CWIP;Estacionario;0;8,798929E-34;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.308f, -0.614f );( 0.324f, 1.438f, -0.655f );0,48;0,468;0,01199999;0;0,01199999;0,005062955;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,435386;0,8;0;0,05;0,035;0,45;4;20170201T124843;6;03_Sc_CWIP_Passthrough;8,798929E-34;False;0
197;15,983809;CWIP;Direct;23,51351;6,352321;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.296f, 0.789f );( 0.366f, 1.437f, 0.760f );0,412;0,373;0;0;0;0,003695166;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,644332;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;6,352321;False;0
198;16,002885;CWIP;Direct;3,85405;5,677398;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.317f, 0.737f );( 0.393f, 1.441f, 0.711f );0,422;0,375;0;0;0;0,002696894;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;1,403051;1,659737;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;5,677398;False;0
199;16,090337;CWIP;Direct;2,988406;4,95095;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.338f, 0.689f );( 0.419f, 1.445f, 0.663f );0,426;0,378;0;0;0;0,001968311;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05607888;1,656979;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;4,95095;False;0
200;16,150494;CWIP;Direct;1,313299;3,968216;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.352f, 0.657f );( 0.436f, 1.449f, 0.631f );0,427;0,38;0;0;0;0,00143656;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05239411;1,659202;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;3,968216;False;0
202;16,287994;CWIP;Direct;0,9517804;2,706252;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.380f, 0.586f );( 0.467f, 1.459f, 0.551f );0,417;0,387;0;0;0;0,0007652152;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,04753863;1,63695;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;2,706252;False;0
203;16,338035;CWIP;Direct;2,252417;2,583645;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.390f, 0.550f );( 0.478f, 1.464f, 0.508f );0,41;0,391;0;0;0;0,0005584875;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,02879306;1,640281;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;2,583645;False;0
204;16,424374;CWIP;Direct;1,998252;2,425498;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.393f, 0.516f );( 0.480f, 1.469f, 0.466f );0,399;0,396;0;0;0;0,0004076087;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,03736265;1,653363;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;2,425498;False;0
205;16,486512;CWIP;Direct;0,7434922;1,971093;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.390f, 0.496f );( 0.476f, 1.471f, 0.440f );0,391;0,398;0;0;0;0,0002974907;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,03413232;1,666066;0,8;0;0,05;0,035;0,45;4;20170201T124844;7;03_Sc_CWIP_Passthrough;1,971093;False;0
206;16,653308;CWIP;Direct;2,942798;2,233605;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.367f, 0.442f );( 0.442f, 1.473f, 0.376f );0,371;0,401;0;0;0;0,0002171217;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,02022405;1,694999;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;2,233605;False;0
207;16,673563;CWIP;Direct;0;1,630183;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.367f, 0.442f );( 0.442f, 1.473f, 0.376f );0,371;0,401;0;0;0;0,0001584649;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05869367;1,694999;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;1,630183;False;0
208;16,757094;CWIP;Direct;4,689892;2,456783;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.315f, 0.383f );( 0.357f, 1.466f, 0.318f );0,367;0,398;0;0;0;0,0001156546;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;3,814697E-06;1,674389;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;2,456783;False;0
209;16,841653;CWIP;Direct;3,242238;2,668978;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.277f, 0.345f );( 0.298f, 1.462f, 0.285f );0,368;0,395;0;0;0;8,440982E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,07864355;1,652151;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;2,668978;False;0
210;16,905508;CWIP;Direct;1,258642;2,287967;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.252f, 0.321f );( 0.259f, 1.460f, 0.265f );0,37;0,393;0;0;0;6,160598E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,05373883;1,637839;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;2,287967;False;0
212;17,072029;CWIP;Direct;1,583788;1,992537;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.189f, 0.263f );( 0.163f, 1.458f, 0.218f );0,373;0,392;0;0;0;3,281578E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,04601117;1,614777;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;1,992537;False;0
213;17,129199;CWIP;Direct;0,9496829;1,710804;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.167f, 0.240f );( 0.132f, 1.458f, 0.199f );0,376;0,39;0;0;0;2,395039E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,03962274;1,612926;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;1,710804;False;0
214;17,155913;CWIP;Direct;0,9201587;1,497206;0;0;4,844324E-26;0;4,572767E-25;0;0;0;( 0.157f, 0.225f );( 0.117f, 1.459f, 0.184f );0,378;0,388;0;0;0;1,748005E-05;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0,03182722;1,612898;0,8;0;0,05;0,035;0,45;4;20170201T124845;7;03_Sc_CWIP_Passthrough;1,497206;False;0
