Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
15;1,45721;CWIP;Estacionario;0,3893322;0,3717744;0,3519839;0,2539678;0,1613741;0,3519839;0,3056871;0,3519839;0;0;( 0.995f, -0.276f );( 0.928f, 1.468f, -0.216f );0,649;0,846;0;0,197;0,197;0,07714532;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,02617234;0;0;0,02617234;1,37765;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,3717744;True;0;1;3;3;0,6363729;0,8187104;0
16;1,778697;CWIP;Direct;2,485501;0,9428109;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.873f, -0.193f );( 0.816f, 1.446f, -0.115f );0,621;0,697;0;0;0;0,05630403;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;1;0;1;0;0;0;0,0206153;1,306118;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,9428109;True;0;0;3;0;0,6322198;0,7858296;0
17;2,561799;CWIP;Direct;7,163959;2,623493;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.679f, 0.016f );( 0.620f, 1.429f, 0.125f );0,634;0,503;0;0;0;0,04109314;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,1475581;1,33649;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164721;1;79;03_Sc_CWIP_Passthrough;Event;2,623493;True;0;0;3;0;0,6327007;0,7094215;0
18;2,658297;CWIP;Direct;1,460158;2,309211;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.700f, 0.030f );( 0.641f, 1.434f, 0.143f );0,63;0,499;0;0;0;0,02999158;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,2851615;1,36355;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164721;1;79;03_Sc_CWIP_Passthrough;Event;2,309211;True;0;0;3;0;0,6319711;0,6525748;0
19;2,741946;CWIP;Direct;1,224952;2,016291;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.717f, 0.038f );( 0.657f, 1.435f, 0.151f );0,628;0,506;0;0;0;0,02188917;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,02523883;1,353554;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164721;1;79;03_Sc_CWIP_Passthrough;Event;2,016291;True;0;0;3;0;0,6308983;0,6129767;0
20;2,947224;CWIP;Direct;2,460289;2,13624;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.774f, 0.044f );( 0.695f, 1.418f, 0.163f );0,615;0,502;0;0;0;0,01597567;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,01878669;1,369609;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164722;1;79;03_Sc_CWIP_Passthrough;Event;2,13624;True;0;0;3;0;0,6266032;0,5829957;0
21;3,077143;CWIP;Direct;1,420687;1,942929;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.800f, 0.038f );( 0.702f, 1.394f, 0.158f );0,602;0,501;0;0;0;0,01165975;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,05731792;1,385064;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164722;1;79;03_Sc_CWIP_Passthrough;Event;1,942929;True;0;0;3;0;0,6199566;0,560844;0
22;3,381871;CWIP;Direct;1,970661;1,950421;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.834f, 0.022f );( 0.705f, 1.362f, 0.130f );0,584;0,512;0;0;0;0,008509792;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,02668056;1,387707;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164722;1;79;03_Sc_CWIP_Passthrough;Event;1,950421;True;0;0;3;0;0,6102427;0,5476485;0
23;3,532652;CWIP;Direct;1,153838;1,735219;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.851f, 0.000f );( 0.707f, 1.351f, 0.094f );0,587;0,525;0;0;0;0,006210819;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,03757694;1,383675;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164722;1;79;03_Sc_CWIP_Passthrough;Event;1,735219;True;0;0;3;0;0,6039635;0,5415298;0
24;3,949141;CWIP;Direct;5,512338;2,755631;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.860f, -0.087f );( 0.710f, 1.343f, -0.006f );0,617;0,569;0;0;0;0,004532928;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,02780417;1,282555;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164723;1;79;03_Sc_CWIP_Passthrough;Event;2,755631;True;0;0;3;0;0,6074854;0,5489511;0
25;4,252784;CWIP;Direct;1,054336;2,296016;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.853f, -0.109f );( 0.710f, 1.345f, -0.030f );0,617;0,576;0;0;0;0,003308329;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,08746416;1,204754;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164723;1;79;03_Sc_CWIP_Passthrough;Event;2,296016;True;0;0;3;0;0,6100558;0,5562585;0
26;4,390065;CWIP;Direct;0,3008056;1,756998;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( 0.848f, -0.119f );( 0.710f, 1.346f, -0.041f );0,618;0,579;0;0;0;0,002414563;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,02308678;1,172908;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164723;1;79;03_Sc_CWIP_Passthrough;Event;1,756998;True;0;0;3;0;0,612202;0,5624022;0
27;8,155646;CWIP;Direct;0,1309932;1,317722;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( -0.228f, -0.388f );( -0.225f, 0.877f, -0.359f );-0,072;-0,042;0;0;0;0,001762254;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,01117912;1,540537;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;1,317722;True;0;0;3;0;0,4273606;0,3991192;0
28;8,263293;CWIP;Direct;0,1345956;0,9980933;0;1,238921;0,1613741;0,3519839;0,3056871;0;0;0;( -0.231f, -0.393f );( -0.224f, 0.878f, -0.363f );-0,07;-0,039;0;0;0;0,00128617;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;1,109119;1,540763;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,9980933;True;0;0;3;0;0,2929955;0,2807586;0
29;8,35745;CWIP;Estacionario;0,2302411;0,5770534;0,3519839;1,238921;0,45248;0,3519839;0,3181944;0,3519839;0;0;( -0.233f, -0.402f );( -0.217f, 0.883f, -0.367f );-0,066;-0,035;0;0,031;0,031;0,006797433;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,005830223;0;0;0,005830223;1,551009;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,5770534;True;0;0;3;0;0,1960106;0,1954545;0
30;8,407584;CWIP;Estacionario;0,1762423;0,3421302;0,3519839;1,238921;0,6649418;0,3519839;0,3273229;0,3519839;0;0;( -0.233f, -0.407f );( -0.209f, 0.885f, -0.370f );-0,064;-0,032;0;0,032;0,032;0,009930301;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,009219257;0;0;0,009219257;1,55513;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,3421302;True;0;0;3;0;0,1257672;0,1340062;0
31;8,542732;CWIP;Estacionario;0,2001252;0,2217022;0,3519839;1,238921;0,8200058;0,3519839;0,3339852;0,3519839;0;0;( -0.232f, -0.415f );( -0.195f, 0.890f, -0.374f );-0,061;-0,027;0;0,034;0,034;0,01199344;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0,004999995;0;0;0,004999995;1,5643;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,2217022;True;0;0;3;0;0,07531085;0,09050939;0
32;8,595562;CWIP;Estacionario;0,1326072;0,144241;0,417328;0,45;0,7200465;0,417328;0,3565008;0,417328;0;0;( -0.231f, -0.420f );( -0.182f, 0.894f, -0.379f );-0,059;-0,023;0;0,036;0,036;0,01348675;ON_THE_FLOOR;RAISED_UP;MAX_REACHED;ELEVATING;0;0;0;0,008062176;0;0;0,008062176;1,562742;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,144241;True;0;2;3;2;0,03902594;0,05984413;0
33;8,692409;CWIP;Estacionario;0,1713922;0,1106268;0,2770559;0,06185568;0,5422321;0,2770559;0,3350382;0,2770559;0;0;( -0.231f, -0.427f );( -0.165f, 0.898f, -0.384f );-0,059;-0,017;0;0,042;0,042;0,01546523;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,005098907;0;0;0,005098907;1,538773;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,1106268;True;0;1;3;3;0,01254362;0,03908421;0
34;8,792464;CWIP;Estacionario;0,09985043;0,07861549;0,2770559;0,06185568;0,4124554;0,2770559;0,3193739;0,2770559;0;0;( -0.231f, -0.431f );( -0.154f, 0.901f, -0.387f );-0,054;-0,014;0;0,04;0,04;0,01612477;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,006999999;0;0;0,006999999;1,521008;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164727;1;80;03_Sc_CWIP_Passthrough;Event;0,07861549;True;0;1;3;3;-0,005433551;0,02474318;0
35;8,99318;CWIP;Estacionario;0,09676588;0,06095577;0,2770559;0,06185568;0,3177387;0,2770559;0,3079414;0,2770559;0;0;( -0.232f, -0.433f );( -0.148f, 0.903f, -0.388f );-0,054;-0,013;0;0,041;0,041;0,01667326;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,004000008;0;0;0,004000008;1,530479;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,06095577;True;0;1;3;3;-0,01855408;0,01454662;0
36;9,110517;CWIP;Estacionario;0,1373871;0,05955829;0,2770559;0,06185568;0,2486103;0,2770559;0,2995975;0,2770559;0;0;( -0.234f, -0.438f );( -0.135f, 0.904f, -0.393f );-0,055;-0,012;0;0,043;0,043;0,01735977;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,002236039;0;0;0,002236039;1,54934;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,05955829;True;0;1;3;3;-0,02840017;0,007374889;0
37;9,245118;CWIP;Estacionario;0,2077554;0,07268855;0,2770559;0,06185568;0,1981574;0,2770559;0,2935078;0,2770559;0;0;( -0.236f, -0.446f );( -0.117f, 0.904f, -0.402f );-0,054;-0,012;0;0,042;0,042;0,01752828;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,005384487;0;0;0,005384487;1,566374;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,07268855;True;0;1;3;3;-0,03531612;0,002140642;0
38;9,302701;CWIP;Estacionario;0,1551864;0,06931753;0,2770559;0,06185568;0,1613346;0,2770559;0,2890632;0,2770559;0;0;( -0.237f, -0.453f );( -0.098f, 0.903f, -0.415f );-0,055;-0,014;0;0,041;0,041;0,01742087;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,008246887;0;0;0,008246887;1,583227;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,06931753;True;0;1;3;3;-0,04063385;-0,002219853;0
39;9,395794;CWIP;Estacionario;0,1764194;0,07170845;0,2770559;0,06185568;0,1344598;0,2770559;0,2858193;0,2770559;0;0;( -0.236f, -0.460f );( -0.081f, 0.901f, -0.430f );-0,055;-0,016;0;0,039;0,039;0,01696931;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,007070939;0;0;0,007070939;1,596745;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,07170845;True;0;1;3;3;-0,04451495;-0,005942645;0
40;9,497004;CWIP;Estacionario;0,211669;0,07993225;0,2770559;0,06185568;0,1148453;0,2770559;0,2834518;0,2770559;0;0;( -0.232f, -0.467f );( -0.067f, 0.898f, -0.441f );-0,054;-0,017;0;0,037;0,037;0,01633443;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,007071074;0;0;0,007071074;1,589715;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,07993225;True;0;1;3;3;-0,0470774;-0,008929859;0
41;9,612255;CWIP;Estacionario;0,7440215;0,1892777;0,2770559;0,06185568;0,1005298;0,2770559;0,2817239;0,2770559;0;0;( -0.220f, -0.481f );( -0.045f, 0.892f, -0.460f );-0,056;-0,019;0;0,037;0,037;0,01599625;ON_THE_FLOOR;RAISED_DOWN;MAX_REACHED;MAX_REACHED;0;0;0;0,008062231;0;0;0,008062231;1,573449;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,1892777;True;0;1;3;3;-0,04948789;-0,01165037;0
42;9,696612;CWIP;Estacionario;0,7441775;0,2475538;0,2770559;0;0,07337108;0,2770559;0,2804628;0,2770559;0;0;( -0.202f, -0.501f );( -0.017f, 0.886f, -0.489f );-0,065;-0,025;0;0,04;0,04;0,01640763;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;MAX_REACHED;0;0;0;0,01843775;0;0;0,01843775;1,570868;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;0,2475538;True;0;0;3;3;-0,05367858;-0,01525686;0
43;9,826757;CWIP;Direct;4,868082;1,495818;0;0;0,07337108;0;0,2804628;0;0;0;( -0.135f, -0.568f );( 0.063f, 0.870f, -0.573f );-0,016;-0,042;0;0;0;0,01197501;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;MAX_REACHED;0;0;0;0;0;0;0,0269086;1,561036;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;1,495818;True;0;0;3;3;-0,04349948;-0,02248168;0
44;9,86446;CWIP;Direct;2,003377;1,632938;0;0;0,07337108;0;0,2804628;0;0;0;( -0.105f, -0.603f );( 0.103f, 0.861f, -0.617f );0,009;-0,056;0;0;0;0,008739883;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;MAX_REACHED;0;0;0;0;0;0;0,09475295;1,60147;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164728;1;80;03_Sc_CWIP_Passthrough;Event;1,632938;True;0;0;3;3;-0,02931642;-0,03153687;0
45;9,967485;CWIP;Direct;1,074667;1,482118;0;0;0,07337108;0;0,2804628;0;0;0;( -0.086f, -0.624f );( 0.129f, 0.857f, -0.647f );0,02;-0,063;0;0;0;0,006378749;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;MAX_REACHED;0;0;0;0;0;0;0,04609713;1,659517;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164729;1;80;03_Sc_CWIP_Passthrough;Event;1,482118;True;0;0;3;3;-0,01599328;-0,04003683;0
46;10,031818;CWIP;Direct;0,5768483;1,237554;0;0;0,07337108;0;0,2804628;0;0;0;( -0.076f, -0.636f );( 0.148f, 0.855f, -0.669f );0,023;-0,064;0;0;0;0,004655491;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;MAX_REACHED;0;0;0;0;0;0;0,02831964;1,682411;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164729;1;80;03_Sc_CWIP_Passthrough;Event;1,237554;True;0;0;3;3;-0,005459005;-0,04651063;0
