Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
0;0,00088;CWIP;Estacionario;0;0;0,225;0;0,007576551;0,225;0,2287883;0,225;0;0;( 1.169f, -0.988f );( 1.053f, 1.538f, -0.936f );0,625;0,582;0,04299998;0;0,04299998;0,07028224;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0;1,454702;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;0;True;0;0;3;0;0,1520612;-0,06026253;0
1;0,084944;CWIP;Direct;6,203406;1,675889;0;0;0,007576551;0;0,2287883;0;0;0;( 0.947f, -0.839f );( 0.885f, 1.536f, -0.801f );0,58;0,696;0;0;0;0,05129506;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;2,543927;1,530348;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;1,675889;True;0;0;3;0;0,2676715;0,1440465;0
3;0,367558;CWIP;Direct;0,4948598;1,221226;0;0;0,007576551;0;0,2287883;0;0;0;( 0.888f, -0.781f );( 0.836f, 1.538f, -0.747f );0,538;0,687;0;0;0;0,02732344;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,05749107;1,532727;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;1,221226;True;0;0;3;0;0,3975527;0,3993613;0
4;0,438658;CWIP;Direct;0,6822211;1,07561;0;0;0,007576551;0;0,2287883;0;0;0;( 0.875f, -0.745f );( 0.824f, 1.538f, -0.715f );0,528;0,687;0;0;0;0,01994184;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,02580659;1,53869;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;1,07561;True;0;0;3;0;0,4327939;0,4770686;0
5;0,64099;CWIP;Direct;1,929459;1,306283;0;0;0,007576551;0;0,2287883;0;0;0;( 0.879f, -0.658f );( 0.828f, 1.528f, -0.625f );0,548;0,683;0;0;0;0,01455443;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,0382755;1,526714;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;1,306283;True;0;0;3;0;0,4639175;0,5327023;0
6;0,703007;CWIP;Direct;0,9733912;1,21635;0;0;0,007576551;0;0,2287883;0;0;0;( 0.891f, -0.612f );( 0.842f, 1.521f, -0.578f );0,562;0,686;0;0;0;0,01062246;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,08709199;1,509755;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;1,21635;True;0;0;3;0;0,4904151;0,5741166;0
7;0,773218;CWIP;Direct;0,8055943;1,105382;0;0;0,007576551;0;0,2287883;0;0;0;( 0.906f, -0.567f );( 0.859f, 1.514f, -0.533f );0,579;0,692;0;0;0;0,007752736;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,04753873;1,487565;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164719;1;79;03_Sc_CWIP_Passthrough;Event;1,105382;True;0;0;3;0;0,5143468;0,6059635;0
8;0,892545;CWIP;Direct;0,8367556;1,032811;0;0;0,007576551;0;0,2287883;0;0;0;( 0.928f, -0.522f );( 0.880f, 1.506f, -0.489f );0,597;0,69;0;0;0;0,005658286;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,04743519;1,464342;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;1,032811;True;0;0;3;0;0,5366761;0,6286665;0
9;0,954933;CWIP;Direct;0,784226;0,965654;0;0;0,007576551;0;0,2287883;0;0;0;( 0.943f, -0.485f );( 0.895f, 1.502f, -0.455f );0,61;0,696;0;0;0;0,004129665;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,05008792;1,455036;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,965654;True;0;0;3;0;0,556485;0,6468571;0
10;1,025312;CWIP;Direct;0,8457507;0,9332614;0;0;0,007576551;0;0,2287883;0;0;0;( 0.963f, -0.443f );( 0.916f, 1.496f, -0.416f );0,626;0,704;0;0;0;0,00301401;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,03992613;1,438189;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,9332614;True;0;0;3;0;0,5752649;0,6622946;0
11;1,121439;CWIP;Direct;1,335552;1,041943;0;0;0,007576551;0;0,2287883;0;0;0;( 0.989f, -0.395f );( 0.933f, 1.492f, -0.375f );0,646;0,815;0;0;0;0,002199757;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,04651903;1,41706;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;1,041943;True;0;0;3;0;0,5943745;0,7035489;0
12;1,192789;CWIP;Direct;0,739926;0,9603511;0;0;0,007576551;0;0,2287883;0;0;0;( 1.003f, -0.355f );( 0.942f, 1.486f, -0.328f );0,656;0,885;0;0;0;0,001605479;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,05458982;1,39772;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,9603511;True;0;0;3;0;0,611023;0,752569;0
13;1,322574;CWIP;Direct;0,6292787;0,8709098;0;0;0,007576551;0;0,2287883;0;0;0;( 1.006f, -0.321f );( 0.944f, 1.481f, -0.286f );0,657;0,88;0;0;0;0,001171749;ON_THE_FLOOR;ON_THE_FLOOR;MAX_REACHED;RESTING_DOWN;0;0;0;0;0;0;0,04237798;1,386956;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,8709098;True;0;0;3;0;0,623444;0,7869953;0
14;1,393531;CWIP;Estacionario;0,4560469;0,5538288;0,45;0,45;0,1271;0,45;0,28855;0,45;0;0;( 1.003f, -0.295f );( 0.938f, 1.474f, -0.247f );0,654;0,867;0;0,213;0,213;0,07190628;ON_THE_FLOOR;RAISED_UP;MAX_REACHED;ELEVATING;0;0;0;0,03413227;0;0;0,03413227;1,379916;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164720;1;79;03_Sc_CWIP_Passthrough;Event;0,5538288;True;0;2;3;2;0,6316988;0,8086091;0
