Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Nome Joint Vel. Real;Nome Joint Camera;Tempo;Aumento (WIP);Id;Nivel;WIP Mode;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Direito FootStates (WIP, Int);Esquerdo FootStates (WIP, Int);Direito FootTransitionEvents (WIP, Int);Esquerdo FootTransitionEvents (WIP, Int);Joelho Direito (y, Kalman);Joelho Esquerdo (y, Kalman);Vel. Virtual in Use (Estado, WIP)
25;4,511488;CWIP;Estacionario;0,2223458;0,1452561;0;0;0,09368747;0;0,2010832;0;0;0;( 1.411f, -0.763f );( 1.469f, 1.561f, -0.689f );0,541;0,598;0;0,05699998;0,05699998;0,04921573;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;ELEVATING;0;0;0;0,01655292;0;0;0,01655292;1,482925;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164545;1;58;03_Sc_CWIP_Passthrough;Event;0,1452561;True;0;0;0;2;0,5399404;0,664299;0
26;4,845961;CWIP;Estacionario;0,6253631;0,2006778;0,45;0,45;0,1899475;0,45;0,2683297;0,45;0;0;( 1.433f, -0.734f );( 1.457f, 1.585f, -0.693f );0,545;0,42;0,125;0;0,125;0,08319714;RAISED_UP;ON_THE_FLOOR;ELEVATING;ELEVATING;0;0;0;0,01081483;0;0;0,01081483;1,613598;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164545;1;58;03_Sc_CWIP_Passthrough;Event;0,2006778;True;2;0;2;2;0,5413073;0,5983001;0
27;4,93061;CWIP;Estacionario;0,100328;0,1266773;0,45;0,45;0,2602023;0,45;0,317409;0,45;0;0;( 1.437f, -0.728f );( 1.458f, 1.584f, -0.688f );0,552;0,388;0,164;0;0,164;0,07665296;RAISED_UP;ON_THE_FLOOR;ELEVATING;ELEVATING;0;0;0;0,03640246;0;0;0,03640246;1,632753;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164545;1;58;03_Sc_CWIP_Passthrough;Event;0,1266773;True;2;0;2;2;0,544196;0,5414863;0
28;5,179936;CWIP;Estacionario;0,1958997;0,1061034;0,3118263;0,1736527;0,2368204;0,3118263;0,3159008;0,3118263;0;0;( 1.442f, -0.720f );( 1.460f, 1.581f, -0.680f );0,549;0,366;0,183;0;0,183;0,07691333;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;0;0;0;0,00721025;0;0;0,00721025;1,662392;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164545;1;58;03_Sc_CWIP_Passthrough;Event;0,1061034;True;1;0;3;2;0,5454938;0,4940775;0
29;5,528968;CWIP;Estacionario;0,2030779;0,09655952;0,3118263;0,1736527;0,2197552;0,3118263;0,3148001;0,3118263;0;0;( 1.443f, -0.710f );( 1.460f, 1.566f, -0.664f );0,537;0,376;0,161;0;0,161;0,07271424;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;0;0;0;0,009433942;0;0;0,009433942;1,6766;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164546;1;58;03_Sc_CWIP_Passthrough;Event;0,09655952;True;1;0;3;2;0,5431992;0,4621782;0
30;5,599832;CWIP;Estacionario;0,0178361;0,05495133;0,3118263;0,1736527;0,2073004;0,3118263;0,3139967;0,3118263;0;0;( 1.442f, -0.710f );( 1.457f, 1.562f, -0.662f );0,546;0,389;0,157;0;0,157;0,06968882;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;0;0;0;0,01004992;0;0;0,01004992;1,652515;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164546;1;58;03_Sc_CWIP_Passthrough;Event;0,05495133;True;1;0;3;2;0,5439558;0,4424086;0
31;5,900883;CWIP;Estacionario;0,1460697;0,05807187;0,3118263;0,1736527;0,1982102;0,3118263;0,3134104;0,3118263;0;0;( 1.444f, -0.718f );( 1.440f, 1.551f, -0.671f );0,541;0,439;0,102;0;0,102;0,0572328;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;0;0;0;0,0009999275;0;0;0,0009999275;1,574313;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164546;1;58;03_Sc_CWIP_Passthrough;Event;0,05807187;True;1;0;3;2;0,5431573;0,4414878;0
32;6,101044;CWIP;Estacionario;0,567727;0,142873;0,3118263;0,1736527;0,1915759;0,3118263;0,3129824;0,3118263;0;0;( 1.453f, -0.748f );( 1.428f, 1.546f, -0.682f );0,537;0,483;0,05399999;0;0,05399999;0,04113359;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;0;0;0;0,008246221;0;0;0,008246221;1,570456;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164546;1;58;03_Sc_CWIP_Passthrough;Event;0,142873;True;1;0;3;2;0,5414939;0,4527026;0
33;6,219128;CWIP;Estacionario;0,2260444;0,1206741;0,3118263;0,7634148;0,3460617;0,3118263;0,3126701;0,3118263;0;0;( 1.450f, -0.761f );( 1.417f, 1.541f, -0.695f );0,532;0,537;0;0,004999995;0,004999995;0,04487968;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;ELEVATING;1;1;0;0,03132155;0;0;0,03132155;1,544135;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164546;1;58;03_Sc_CWIP_Passthrough;Event;0,1206741;True;0;0;0;2;0,538929;0,475476;0
34;6,352769;CWIP;Estacionario;0,1312939;0,09016714;0,3118263;0,7634148;0,4588122;0,3118263;0,3124422;0,3118263;0;0;( 1.445f, -0.767f );( 1.416f, 1.537f, -0.697f );0,569;0,55;0,01899999;0;0,01899999;0,05139593;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;ELEVATING;1;1;0;0,01334208;0;0;0,01334208;1,507172;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164547;1;58;03_Sc_CWIP_Passthrough;Event;0,09016714;True;0;0;0;2;0,5470529;0,4956092;0
35;6,41906;CWIP;Estacionario;0,07149763;0,06212683;0,3118263;0,7634148;0,5411025;0,3118263;0,3122758;0,3118263;0;0;( 1.442f, -0.769f );( 1.419f, 1.533f, -0.695f );0,585;0,556;0,02899998;0;0,02899998;0,03309515;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;ELEVATING;1;1;0;0,007811042;0;0;0,007811042;1,495774;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164547;1;58;03_Sc_CWIP_Passthrough;Event;0,06212683;True;0;0;0;2;0,5573046;0,5119241;0
36;6,599248;CWIP;Estacionario;0,1681429;0,06624627;0,3118263;0,7634148;0,6011615;0,3118263;0,3121544;0,3118263;0;0;( 1.438f, -0.772f );( 1.431f, 1.513f, -0.685f );0,591;0,559;0,03200001;0;0,03200001;0,02393836;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;ELEVATING;1;1;0;0,003604563;0;0;0,003604563;1,471553;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164547;1;58;03_Sc_CWIP_Passthrough;Event;0,06624627;True;0;0;0;2;0,5664076;0,5246419;0
37;6,80151;CWIP;Estacionario;0,3340002;0,101143;0,3118263;0,7634148;0,6449953;0,3118263;0,3120658;0,3118263;0;0;( 1.439f, -0.766f );( 1.438f, 1.474f, -0.651f );0,58;0,549;0,03099996;0;0,03099996;0,01886361;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;ELEVATING;1;1;0;0,004997874;0;0;0,004997874;1,470657;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164547;1;58;03_Sc_CWIP_Passthrough;Event;0,101143;True;0;0;0;2;0,5700796;0,5312225;0
38;6,86651;CWIP;Estacionario;0,2534852;0,1038562;0,5084137;0,7634148;0,6769871;0,5084137;0,3651104;0,5084137;0;0;( 1.439f, -0.761f );( 1.432f, 1.465f, -0.636f );0,595;0,541;0,05400002;0;0,05400002;0,0206954;RAISED_UP;ON_THE_FLOOR;ELEVATING;ELEVATING;1;1;0;0,006082714;0;0;0,006082714;1,284914;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164547;1;58;03_Sc_CWIP_Passthrough;Event;0,1038562;True;2;0;2;2;0,576812;0,5338639;0
39;7,356507;CWIP;Estacionario;0,7527694;0,2037462;0,5084137;0,7634148;0,700336;0,5084137;0,4038247;0,5084137;0;0;( 1.449f, -0.733f );( 1.356f, 1.482f, -0.618f );0,646;0,475;0,171;0;0,171;0,04474025;RAISED_UP;ON_THE_FLOOR;ELEVATING;ELEVATING;1;1;0;0,004999997;0;0;0,004999997;1,57463;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164548;1;58;03_Sc_CWIP_Passthrough;Event;0,2037462;True;2;0;2;2;0,5955036;0,5179614;0
40;7,735058;CWIP;Estacionario;1,187539;0,3426791;0,4724015;0,5969645;0,6724096;0,4724015;0,4223511;0,4724015;0;0;( 1.467f, -0.725f );( 1.324f, 1.500f, -0.658f );0,649;0,453;0,196;0;0,196;0,06247755;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;1;1;0;0,02973269;0;0;0,02973269;1,587874;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164548;1;58;03_Sc_CWIP_Passthrough;Event;0,3426791;True;1;0;3;2;0,609956;0,5004117;0
41;8,154111;CWIP;Estacionario;0,8113263;0,3425062;0,4724015;0,5969645;0,6520276;0,4724015;0,4358726;0,4724015;0;0;( 1.479f, -0.735f );( 1.350f, 1.504f, -0.666f );0,615;0,454;0,161;0;0,161;0,0650247;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;1;1;0;0,01969956;0;0;0,01969956;1,459632;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164548;1;58;03_Sc_CWIP_Passthrough;Event;0,3425062;True;1;0;3;2;0,6113186;0,4878733;0
42;8,322156;CWIP;Estacionario;0,3003556;0,2416651;0,4724015;0,5969645;0,637152;0,4724015;0,4457411;0,4724015;0;0;( 1.476f, -0.739f );( 1.363f, 1.500f, -0.657f );0,609;0,458;0,151;0;0,151;0,06440979;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;1;1;0;0,01561836;0;0;0,01561836;1,41036;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164548;1;58;03_Sc_CWIP_Passthrough;Event;0,2416651;True;1;0;3;2;0,6106923;0,4798028;0
43;8,426281;CWIP;Estacionario;0,06396542;0,1413404;0,4724015;0,5969645;0,6262951;0,4724015;0,4529436;0,4724015;0;0;( 1.474f, -0.740f );( 1.370f, 1.498f, -0.651f );0,607;0,46;0,147;0;0,147;0,06329355;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;1;1;0;0,004999018;0;0;0,004999018;1,438353;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164549;1;58;03_Sc_CWIP_Passthrough;Event;0,1413404;True;1;0;3;2;0,6096948;0,474453;0
44;8,526511;CWIP;Estacionario;0,0599624;0,08711097;0,4724015;0,5969645;0,6183712;0,4724015;0,4582002;0,4724015;0;0;( 1.473f, -0.741f );( 1.374f, 1.496f, -0.648f );0,605;0,46;0,145;0;0,145;0,06230462;RAISED_DOWN;ON_THE_FLOOR;MAX_REACHED;ELEVATING;1;1;0;0,002238492;0;0;0,002238492;1,449036;0,8;0;0,05;0,035;0,45;4;SpineMid;Head;20170126T164549;1;58;03_Sc_CWIP_Passthrough;Event;0,08711097;True;1;0;3;2;0,6084265;0,4705484;0
