Registo;Tempo Absoluto (Segundos);Metodo de Deslocamento Em Uso;Estado Actual;Vel. Real (Directa, Normal);Vel. Real (Directa, Kalman);Vel. Virtual in Use (WIP);Vel. Virtual (WIP, Normal);Vel. Virtual (WIP, Kalman);Vel. Virtual (WIP, Event, Normal);Vel. Virtual (WIP, Event, Kalman);Vel. Virtual * Aumento (WIP);Vel. Virtual * Aumento (WIP) * Delta;Delta;Joint Vel. Real (Vector 2);Joint Camera (Vector 3);Joelho Direito (y);Joelho Esquerdo (y);Desvio Joelho Direito;Desvio Joelho Esquerdo;Desvio Joelho Geral;Desvio Joelho Kalman;Direito FootStates (WIP);Esquerdo FootStates (WIP);Direito FootTransitionEvents (WIP);Esquerdo FootTransitionEvents (WIP);N. Passos Total (WIP);N. Passos Direito (WIP);N. Passos Esquerdo (WIP);Distancia Direct;Distancia Wip;Distancia Estacionario;Distancia do anterior;Altura;Threshold de Velocidade Directa;Threshold de Velocidade WIP;Threshold Diff Knee;Threshold do Passo (WIP);Velocidade Inicial WIP;Velocidade Maxima WIP;Tempo;Id;Nivel;Vel. Real (Directa, Kalman, Base);Begin Stop Active;Vel. Virtual in Use (Estado, WIP)
84;19,385018;CWIP;Estacionario;0,03225052;0,01342966;0,06263917;0,01081083;0,008739612;0,06263917;0,09687342;0,06263917;0;0;( 1.101f, 0.115f );( 1.172f, 1.521f, 0.044f );0,411;0,445;0;0,03399998;0,03399998;0,01469772;ON_THE_FLOOR;RAISED_DOWN;RESTING_DOWN;MAX_REACHED;3;0;3;0,001000002;0;0;0,001000002;1,641595;0,8;0;0,05;0,035;0,45;4;20170202T123200;3;03_Sc_CWIP_Passthrough;0,01342966;True;0
85;19,590043;CWIP;Estacionario;0,02202532;0,01149637;0,06263917;0,01081083;0,009299166;0,06263917;0,08762483;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,447;0;0,03599998;0,03599998;0,01492724;ON_THE_FLOOR;RAISED_DOWN;RESTING_DOWN;MAX_REACHED;3;0;3;0,0009994507;0;0;0,0009994507;1,640236;0,8;0;0,05;0,035;0,45;4;20170202T123200;3;03_Sc_CWIP_Passthrough;0,01149637;True;0
86;19,802359;CWIP;Estacionario;0;0,006123797;0,06263917;0,01081083;0,009707551;0,06263917;0,0808748;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,447;0;0,03599998;0,03599998;0,01504951;ON_THE_FLOOR;RAISED_DOWN;RESTING_DOWN;MAX_REACHED;3;0;3;0,001003265;0;0;0,001003265;1,640264;0,8;0;0,05;0,035;0,45;4;20170202T123200;3;03_Sc_CWIP_Passthrough;0,006123797;True;0
87;19,989976;CWIP;Estacionario;0;0,003261975;0,06263917;0,001652921;0,007531543;0,06263917;0,07594833;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01491746;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;4;0;4;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123201;3;03_Sc_CWIP_Passthrough;0,003261975;True;0
88;20,172931;CWIP;Estacionario;0;0,001737562;0,06263917;0,001652921;0,005943397;0,06263917;0,07235277;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01484713;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;4;0;4;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123201;3;03_Sc_CWIP_Passthrough;0,001737562;True;0
89;20,363077;CWIP;Estacionario;0;0,0009255508;0,06263917;0,001652921;0,004784298;0,06263917;0,06972858;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01480966;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;4;0;4;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123201;3;03_Sc_CWIP_Passthrough;0,0009255508;True;0
91;20,72318;CWIP;Estacionario;0;0,0002626152;0,06263917;0,001652921;0,003320917;0,06263917;0,0664155;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01477908;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;4;0;4;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123201;3;03_Sc_CWIP_Passthrough;0,0002626152;True;0
92;20,916157;CWIP;Estacionario;0;0,0001398878;0,06263917;0;0,002423751;0,06263917;0,0653953;0,06263917;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01477341;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123202;3;03_Sc_CWIP_Passthrough;0,0001398878;True;0
93;21,117445;CWIP;Estacionario;0;7,451429E-05;0;0;0,00176896;0;0,04772836;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,0147704;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123202;3;03_Sc_CWIP_Passthrough;7,451429E-05;True;0
94;21,704543;CWIP;Estacionario;0;3,969167E-05;0;0;0,001291064;0;0,03483424;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476879;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123202;3;03_Sc_CWIP_Passthrough;3,969167E-05;True;0
95;21,9211;CWIP;Estacionario;0;2,114264E-05;0;0;0,0009422752;0;0,02542356;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476793;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123203;3;03_Sc_CWIP_Passthrough;2,114264E-05;True;0
96;22,124244;CWIP;Estacionario;0;1,126209E-05;0;0;0,0006877137;0;0,01855522;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476748;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123203;3;03_Sc_CWIP_Passthrough;1,126209E-05;True;0
97;22,483552;CWIP;Estacionario;0;5,999001E-06;0;0;0,0005019236;0;0,01354242;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476723;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123203;3;03_Sc_CWIP_Passthrough;5,999001E-06;True;0
98;22,679583;CWIP;Estacionario;0;3,195499E-06;0;0;0,0003663258;0;0,009883848;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,0147671;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123203;3;03_Sc_CWIP_Passthrough;3,195499E-06;True;0
99;22,895486;CWIP;Estacionario;0;1,702153E-06;0;0;0,0002673606;0;0,007213665;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476704;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123204;3;03_Sc_CWIP_Passthrough;1,702153E-06;True;0
100;23,094718;CWIP;Estacionario;0;9,066891E-07;0;0;0,0001951315;0;0,005264848;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,014767;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123204;3;03_Sc_CWIP_Passthrough;9,066891E-07;True;0
101;23,288372;CWIP;Estacionario;0;4,829678E-07;0;0;0,0001424155;0;0,003842517;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476698;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123204;3;03_Sc_CWIP_Passthrough;4,829678E-07;True;0
102;23,479917;CWIP;Estacionario;0;2,572634E-07;0;0;0,0001039411;0;0,002804437;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476697;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123204;3;03_Sc_CWIP_Passthrough;2,572634E-07;True;0
103;23,689809;CWIP;Estacionario;0;1,37037E-07;0;0;7,586073E-05;0;0,002046801;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123204;3;03_Sc_CWIP_Passthrough;1,37037E-07;True;0
104;23,8893;CWIP;Estacionario;0;7,299577E-08;0;0;5,536649E-05;0;0,001493845;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123205;3;03_Sc_CWIP_Passthrough;7,299577E-08;True;0
105;24,118419;CWIP;Estacionario;0;3,88828E-08;0;0;4,040889E-05;0;0,001090273;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123205;3;03_Sc_CWIP_Passthrough;3,88828E-08;True;0
106;24,307832;CWIP;Estacionario;0;2,071178E-08;0;0;2,949218E-05;0;0,0007957293;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123205;3;03_Sc_CWIP_Passthrough;2,071178E-08;True;0
107;24,491612;CWIP;Estacionario;0;1,103258E-08;0;0;2,152468E-05;0;0,0005807581;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123205;3;03_Sc_CWIP_Passthrough;1,103258E-08;True;0
108;24,690805;CWIP;Estacionario;0;5,876748E-09;0;0;1,570965E-05;0;0,0004238627;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123205;3;03_Sc_CWIP_Passthrough;5,876748E-09;True;0
109;24,878051;CWIP;Estacionario;0;3,130379E-09;0;0;1,146559E-05;0;0,0003093536;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123206;3;03_Sc_CWIP_Passthrough;3,130379E-09;True;0
110;25,074116;CWIP;Estacionario;0;1,667465E-09;0;0;8,368092E-06;0;0,0002257798;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123206;3;03_Sc_CWIP_Passthrough;1,667465E-09;True;0
111;25,264087;CWIP;Estacionario;0;8,882118E-10;0;0;6,107401E-06;0;0,000164784;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123206;3;03_Sc_CWIP_Passthrough;8,882118E-10;True;0
112;25,44613;CWIP;Estacionario;0;4,731255E-10;0;0;4,457448E-06;0;0,0001202666;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123206;3;03_Sc_CWIP_Passthrough;4,731255E-10;True;0
113;25,655472;CWIP;Estacionario;0;2,520207E-10;0;0;3,253241E-06;0;8,77758E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123206;3;03_Sc_CWIP_Passthrough;2,520207E-10;True;0
114;25,834127;CWIP;Estacionario;0;1,342444E-10;0;0;2,374358E-06;0;6,406262E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123206;3;03_Sc_CWIP_Passthrough;1,342444E-10;True;0
115;26,016944;CWIP;Estacionario;0;7,15082E-11;0;0;1,73291E-06;0;4,675571E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123207;3;03_Sc_CWIP_Passthrough;7,15082E-11;True;0
116;26,204806;CWIP;Estacionario;0;3,809042E-11;0;0;1,264754E-06;0;3,412436E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123207;3;03_Sc_CWIP_Passthrough;3,809042E-11;True;0
117;26,408919;CWIP;Estacionario;0;2,02897E-11;0;0;9,230727E-07;0;2,490545E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123207;3;03_Sc_CWIP_Passthrough;2,02897E-11;True;0
118;26,58726;CWIP;Estacionario;0;1,080775E-11;0;0;6,736988E-07;0;1,817709E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123207;3;03_Sc_CWIP_Passthrough;1,080775E-11;True;0
119;26,800508;CWIP;Estacionario;0;5,756986E-12;0;0;4,916949E-07;0;1,326644E-05;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123207;3;03_Sc_CWIP_Passthrough;5,756986E-12;True;0
120;26,98809;CWIP;Estacionario;0;3,066585E-12;0;0;3,588605E-07;0;9,682426E-06;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123208;3;03_Sc_CWIP_Passthrough;3,066585E-12;True;0
121;27,18083;CWIP;Estacionario;0;1,633484E-12;0;0;2,619121E-07;0;7,066659E-06;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123208;3;03_Sc_CWIP_Passthrough;1,633484E-12;True;0
122;27,356747;CWIP;Estacionario;0;8,701111E-13;0;0;1,911549E-07;0;5,157557E-06;0;0;0;( 1.100f, 0.115f );( 1.168f, 1.523f, 0.043f );0,411;0,446;0;0,035;0,035;0,01476696;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;3,814697E-06;0;0;3,814697E-06;1,640074;0,8;0;0,05;0,035;0,45;4;20170202T123208;3;03_Sc_CWIP_Passthrough;8,701111E-13;True;0
123;29,496239;CWIP;Estacionario;0,9872559;0,1946591;0;0;1,395132E-07;0;3,764211E-06;0;0;0;( 1.126f, 0.094f );( 1.222f, 1.532f, 0.089f );0,452;0,46;0;0,008000016;0,008000016;0,009443322;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0;0;0;0;1,602843;0,8;0;0,05;0,035;0,45;4;20170202T123210;4;03_Sc_CWIP_Passthrough;0,1946591;True;0
124;29,684587;CWIP;Estacionario;0,03246589;0,1100908;0;0;1,018229E-07;0;2,747286E-06;0;0;0;( 1.125f, 0.094f );( 1.219f, 1.532f, 0.087f );0,454;0,455;0;0,001000017;0,001000017;0,005227368;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,03341934;0;0;0,03341934;1,605791;0,8;0;0,05;0,035;0,45;4;20170202T123210;4;03_Sc_CWIP_Passthrough;0,1100908;True;0
125;29,878147;CWIP;Estacionario;0,1422146;0,08668299;0;0;7,431478E-08;0;2,00509E-06;0;0;0;( 1.119f, 0.095f );( 1.204f, 1.532f, 0.082f );0,465;0,441;0,02399999;0;0,02399999;0,02380672;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,0009994507;0;0;0,0009994507;1,604763;0,8;0;0,05;0,035;0,45;4;20170202T123211;4;03_Sc_CWIP_Passthrough;0,08668299;True;0
126;30,068928;CWIP;Estacionario;0,2613464;0,09770374;0;0;5,423818E-08;0;1,463402E-06;0;0;0;( 1.111f, 0.096f );( 1.188f, 1.532f, 0.081f );0,469;0,435;0,03400001;0;0,03400001;0,01938502;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,006083275;0;0;0,006083275;1,60311;0,8;0;0,05;0,035;0,45;4;20170202T123211;4;03_Sc_CWIP_Passthrough;0,09770374;True;0
127;30,257527;CWIP;Estacionario;0,1899244;0,08949178;0;0;3,95854E-08;0;1,068055E-06;0;0;0;( 1.105f, 0.098f );( 1.177f, 1.531f, 0.081f );0,466;0,444;0,02199998;0;0,02199998;0,01466363;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,008057898;0;0;0,008057898;1,597814;0,8;0;0,05;0,035;0,45;4;20170202T123211;4;03_Sc_CWIP_Passthrough;0,08949178;True;0
128;30,464832;CWIP;Estacionario;0,1468755;0,07662947;0;0;2,889116E-08;0;7,795133E-07;0;0;0;( 1.099f, 0.101f );( 1.169f, 1.531f, 0.085f );0,463;0,457;0,006000012;0;0,006000012;0,008993939;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,006328666;0;0;0,006328666;1,595692;0,8;0;0,05;0,035;0,45;4;20170202T123211;4;03_Sc_CWIP_Passthrough;0,07662947;True;0
130;30,872025;CWIP;Estacionario;0,04636859;0,04085302;0;0;1,538951E-08;0;4,152249E-07;0;0;0;( 1.096f, 0.106f );( 1.167f, 1.532f, 0.091f );0,449;0,457;0;0,007999986;0,007999986;0,01298868;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,005004346;0;0;0,005004346;1,600706;0,8;0;0,05;0,035;0,45;4;20170202T123212;4;03_Sc_CWIP_Passthrough;0,04085302;True;0
131;31,058689;CWIP;Estacionario;0,2066299;0,06250286;0;0;1,123194E-08;0;3,030493E-07;0;0;0;( 1.102f, 0.109f );( 1.171f, 1.531f, 0.093f );0,443;0,455;0;0,01200002;0,01200002;0,00928477;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002237527;0;0;0,002237527;1,598233;0,8;0;0,05;0,035;0,45;4;20170202T123212;4;03_Sc_CWIP_Passthrough;0,06250286;True;0
132;31,24285;CWIP;Estacionario;0,1773929;0,06827042;0;0;8,197561E-09;0;2,211787E-07;0;0;0;( 1.108f, 0.110f );( 1.178f, 1.530f, 0.091f );0,443;0,45;0;0,006999999;0,006999999;0,006325939;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,006708667;0;0;0,006708667;1,602892;0,8;0;0,05;0,035;0,45;4;20170202T123212;4;03_Sc_CWIP_Passthrough;0,06827042;True;0
133;31,426484;CWIP;Estacionario;0,1638171;0,06866585;0;0;5,982939E-09;0;1,614259E-07;0;0;0;( 1.113f, 0.108f );( 1.186f, 1.528f, 0.088f );0,445;0,445;0;0;0;0,01812476;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,006083275;0;0;0,006083275;1,604578;0,8;0;0,05;0,035;0,45;4;20170202T123212;4;03_Sc_CWIP_Passthrough;0,06866585;True;0
134;31,614925;CWIP;Estacionario;0,0782908;0,05201311;0;0;4,366611E-09;0;1,178157E-07;0;0;0;( 1.115f, 0.106f );( 1.191f, 1.527f, 0.086f );0,448;0,445;0,003000021;0;0,003000021;0,01024607;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,005386155;0;0;0,005386155;1,605355;0,8;0;0,05;0,035;0,45;4;20170202T123212;4;03_Sc_CWIP_Passthrough;0,05201311;True;0
135;31,798411;CWIP;Estacionario;0,1006093;0,04754325;0;0;3,186944E-09;0;8,598703E-08;0;0;0;( 1.117f, 0.103f );( 1.195f, 1.526f, 0.084f );0,447;0,447;0;0;0;0,005457794;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002824958;0;0;0,002824958;1,604138;0,8;0;0,05;0,035;0,45;4;20170202T123212;4;03_Sc_CWIP_Passthrough;0,04754325;True;0
136;31,978968;CWIP;Estacionario;0,09415099;0,04388888;0;0;2,325971E-09;0;6,27571E-08;0;0;0;( 1.118f, 0.101f );( 1.198f, 1.526f, 0.082f );0,444;0,445;0;0,0009999871;0,0009999871;0,0177613;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,003607058;0;0;0,003607058;1,606938;0,8;0;0,05;0,035;0,45;4;20170202T123213;4;03_Sc_CWIP_Passthrough;0,04388888;True;0
137;32,163886;CWIP;Estacionario;0,04492671;0,03223666;0;0;1,697596E-09;0;4,580288E-08;0;0;0;( 1.117f, 0.100f );( 1.197f, 1.527f, 0.081f );0,442;0,445;0;0,002999991;0,002999991;0,01005246;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,002237527;0;0;0,002237527;1,608683;0,8;0;0,05;0,035;0,45;4;20170202T123213;4;03_Sc_CWIP_Passthrough;0,03223666;True;0
138;32,34885;CWIP;Estacionario;0,06042036;0,02908476;0;0;1,238979E-09;0;3,342895E-08;0;0;0;( 1.115f, 0.100f );( 1.191f, 1.530f, 0.085f );0,44;0,448;0;0,008000016;0,008000016;0,006932042;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001416526;0;0;0,001416526;1,608206;0,8;0;0,05;0,035;0,45;4;20170202T123213;4;03_Sc_CWIP_Passthrough;0,02908476;True;0
139;32,55166;CWIP;Estacionario;0,1308264;0,04128791;0;0;9,042615E-10;0;2,439791E-08;0;0;0;( 1.111f, 0.103f );( 1.172f, 1.539f, 0.097f );0,442;0,454;0;0,01199999;0,01199999;0,006058565;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,001998901;0;0;0,001998901;1,608227;0,8;0;0,05;0,035;0,45;4;20170202T123213;4;03_Sc_CWIP_Passthrough;0,04128791;True;0
140;32,786011;CWIP;Estacionario;0,2107857;0,06355392;0;0;6,599696E-10;0;1,780666E-08;0;0;0;( 1.106f, 0.109f );( 1.153f, 1.547f, 0.111f );0,448;0,457;0;0,008999974;0,008999974;0,005001769;ON_THE_FLOOR;ON_THE_FLOOR;RESTING_DOWN;RESTING_DOWN;0;0;0;0,005001293;0;0;0,005001293;1,611565;0,8;0;0,05;0,035;0,45;4;20170202T123213;4;03_Sc_CWIP_Passthrough;0,06355392;True;0
