350;364,569229;20170227T181943;60,00002;0;Direct;(-0.019,1.650,-0.001);(-0.004,1.128,0.017);45,71948;0;0;0,8;0;1
351;364,600615;20170227T181943;60,00002;0;Direct;(-2.277,1.650,-1.663);(-2.275,1.651,-1.553);33,36808;0;0;0,8;0;1
352;364,700841;20170227T181943;60,00002;0;Direct;(-2.277,1.650,-1.663);(-2.275,1.651,-1.552);24,37414;0;0;0,8;0;2
353;364,789415;20170227T181943;60,00002;0;Direct;(-2.277,1.650,-1.665);(-2.278,1.653,-1.552);17,87523;0;0;0,8;0;2
354;364,869446;20170227T181943;60,00002;0;Direct;(-2.281,1.650,-1.671);(-2.283,1.656,-1.552);13,17534;0;0;0,8;0;2
355;364,90223;20170227T181943;60,00002;0;Direct;(-2.289,1.650,-1.679);(-2.293,1.658,-1.554);9,871272;0;0;0,8;0;2
356;364,986154;20170227T181944;60,00002;0;Direct;(-2.300,1.650,-1.692);(-2.320,1.656,-1.565);7,325794;0;0;0,8;0;2
357;365,08666;20170227T181944;60,00002;0;Direct;(-2.307,1.650,-1.701);(-2.334,1.653,-1.575);5,53465;0;0;0,8;0;2
358;365,120181;20170227T181944;60,00002;0;Direct;(-2.320,1.650,-1.711);(-2.354,1.643,-1.596);4,144999;0;0;0,8;0;2
359;365,203584;20170227T181944;60,00002;0;Direct;(-2.328,1.650,-1.716);(-2.367,1.627,-1.614);3,125983;0;0;0,8;0;2
361;365,354323;20170227T181944;60,00002;0;Direct;(-2.334,1.650,-1.689);(-2.375,1.599,-1.627);2,64053;0;0;0,8;0;2
362;365,390814;20170227T181944;60,00002;0;Direct;(-2.337,1.650,-1.661);(-2.370,1.590,-1.618);2,499725;0;0;0,8;0;2
363;365,489561;20170227T181944;60,00002;0;Direct;(-2.339,1.650,-1.641);(-2.365,1.586,-1.608);2,2245;0;0;0,8;0;2
364;365,57384;20170227T181944;60,00002;0;Direct;(-2.340,1.650,-1.607);(-2.355,1.581,-1.588);2,077054;0;0;0,8;0;2
365;365,605896;20170227T181944;60,00002;0;Direct;(-2.338,1.650,-1.571);(-2.344,1.579,-1.563);1,787731;0;0;0,8;0;2
366;365,706854;20170227T181944;60,00002;0;Direct;(-2.336,1.650,-1.550);(-2.333,1.579,-1.547);1,722421;0;0;0,8;0;2
367;365,794731;20170227T181944;60,00002;0;Direct;(-2.329,1.650,-1.521);(-2.316,1.579,-1.522);1,541924;0;0;0,8;0;2
368;365,823417;20170227T181944;60,00002;0;Direct;(-2.315,1.650,-1.498);(-2.288,1.578,-1.500);1,417976;0;0;0,8;0;2
369;365,890443;20170227T181944;60,00002;0;Direct;(-2.299,1.650,-1.488);(-2.267,1.578,-1.487);1,802867;0;0;0,8;0;2
370;366,008373;20170227T181945;60,00002;0;Direct;(-2.274,1.650,-1.478);(-2.236,1.579,-1.473);1,605128;0;0;0,8;0;2
371;366,045783;20170227T181945;60,00002;0;Direct;(-2.247,1.650,-1.476);(-2.203,1.580,-1.466);1,503296;0;0;0,8;0;2
372;366,108219;20170227T181945;60,00002;0;Direct;(-2.218,1.650,-1.479);(-2.171,1.581,-1.463);1,856966;0;0;0,8;0;2
373;366,208914;20170227T181945;60,00002;0;Direct;(-2.193,1.650,-1.486);(-2.144,1.582,-1.464);1,685774;0;0;0,8;0;2
374;366,293841;20170227T181945;60,00002;0;Direct;(-2.171,1.650,-1.496);(-2.121,1.582,-1.468);1,79203;0;0;0,8;0;2
375;366,342978;20170227T181945;60,00002;0;Direct;(-2.153,1.650,-1.506);(-2.103,1.582,-1.473);1,504887;0;0;0,8;0;2
376;366,41006;20170227T181945;60,00002;0;Direct;(-2.140,1.650,-1.517);(-2.091,1.582,-1.480);1,34091;0;0;0,8;0;2
377;366,51132;20170227T181945;60,00002;0;Direct;(-2.134,1.650,-1.523);(-2.086,1.582,-1.484);1,087924;0;0;0,8;0;2
378;366,548077;20170227T181945;60,00002;0;Direct;(-2.129,1.650,-1.532);(-2.082,1.582,-1.490);0,8885643;0;0;0,8;0;2
379;366,628422;20170227T181945;60,00002;0;Estacionario;(-2.129,1.650,-1.540);(-2.082,1.583,-1.496);0,5153443;0,2661766;0;0,8;0;2
381;366,745355;20170227T181945;60,00002;0;Estacionario;(-2.134,1.650,-1.551);(-2.090,1.584,-1.505);0,2706816;0,2661766;0;0,8;0;2
382;366,829808;20170227T181945;60,00002;0;Estacionario;(-2.141,1.650,-1.556);(-2.097,1.584,-1.509);0,2371095;0,2661766;0;0,8;0;2
383;366,930167;20170227T181945;60,00002;0;Estacionario;(-2.149,1.650,-1.559);(-2.106,1.585,-1.512);0,2059362;0,2661766;0;0,8;0;2
384;367,013904;20170227T181946;60,00002;0;Estacionario;(-2.158,1.650,-1.562);(-2.116,1.585,-1.516);0,185642;0,2661766;0;0,8;0;2
385;367,049678;20170227T181946;60,00002;0;Estacionario;(-2.167,1.650,-1.564);(-2.126,1.586,-1.519);0,1413416;0,2661766;0;0,8;0;2
386;367,130946;20170227T181946;60,00002;0;Estacionario;(-2.172,1.650,-1.565);(-2.133,1.586,-1.521);0,1335996;0,2661766;0;0,8;0;2
387;367,217928;20170227T181946;60,00002;0;Estacionario;(-2.179,1.650,-1.566);(-2.142,1.586,-1.525);0,1157905;0,2661766;0;0,8;0;2
