Registo;Tempo Absoluto (Segundos);Tempo;FPS;Delta;Estado;Player Position (Real);Camera Position (Real);Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos)
13;0,915956;20170227T182040;61,2417;0;Estacionario;(0.036,1.650,0.003);(0.055,0.931,0.047);0,06850168;0,3180653;0;0,8;0;1
14;1,034047;20170227T182040;60,90015;0;Estacionario;(0.034,1.650,0.005);(0.050,0.933,0.046);0,06809787;0,3180653;0;0,8;0;1
15;1,100165;20170227T182040;60,58755;0;Estacionario;(0.031,1.650,0.008);(0.043,0.936,0.044);0,03627383;0,3180653;0;0,8;0;1
16;1,201318;20170227T182040;60,38419;0;Estacionario;(0.031,1.650,0.008);(0.043,0.936,0.044);0,02792141;0,3180653;0;0,8;0;1
17;1,234424;20170227T182040;60,34555;0;Estacionario;(0.030,1.650,0.008);(0.040,0.936,0.042);0,02342707;0,3180653;0;0,8;0;1
18;1,335009;20170227T182040;60,22627;0;Estacionario;(0.029,1.650,0.008);(0.039,0.936,0.041);0,01247895;0,3180653;0;0,8;0;1
19;1,420699;20170227T182040;60,14826;0;Estacionario;(0.029,1.650,0.008);(0.039,0.936,0.040);0,006647184;0,3180653;0;0,8;0;1
20;1,503627;20170227T182040;60,09718;0;Direct;(0.029,1.650,0.008);(0.039,0.935,0.039);1,032202;0;0;0,8;0;1
21;1,539534;20170227T182040;60,08745;0;Direct;(0.053,1.650,-0.090);(0.097,1.098,-0.095);1,49711;0;0;0,8;0;1
22;1,619697;20170227T182041;60,06373;0;Direct;(0.068,1.650,-0.151);(0.134,1.198,-0.178);1,302622;0;0;0,8;0;1
23;1,703992;20170227T182041;60,04179;0;Direct;(0.063,1.650,-0.132);(0.123,1.166,-0.153);2,097104;0;0;0,8;0;1
24;1,73718;20170227T182041;60,03761;0;Direct;(0.101,1.650,-0.228);(0.202,1.309,-0.282);2,168811;0;0;0,8;0;1
25;1,821419;20170227T182041;60,02741;0;Direct;(0.088,1.650,-0.179);(0.171,1.228,-0.215);2,150496;0;0;0,8;0;1
27;2,006558;20170227T182041;60,0118;0;Direct;(0.063,1.650,-0.096);(0.116,1.092,-0.101);1,915937;0;0;0,8;0;1
28;2,040837;20170227T182041;60,01061;0;Direct;(0.052,1.650,-0.058);(0.090,1.029,-0.048);1,700568;0;0;0,8;0;1
29;2,123678;20170227T182041;60,00697;0;Direct;(0.045,1.650,-0.035);(0.075,0.993,-0.016);1,618011;0;0;0,8;0;1
30;2,207791;20170227T182041;60,00507;0;Direct;(0.036,1.650,-0.006);(0.055,0.946,0.023);1,440739;0;0;0,8;0;1
31;2,239414;20170227T182041;60,00456;0;Direct;(0.029,1.650,0.016);(0.039,0.912,0.053);1,140477;0;0;0,8;0;1
32;3,262421;20170227T182042;60,00002;0;Direct;(0.027,1.650,0.022);(0.035,0.902,0.061);10,77994;0;0;0,8;0;1
33;3,346371;20170227T182042;60,00002;0;Direct;(0.450,1.650,1.408);(0.592,1.219,1.256);8,158722;0;0;0,8;0;1
34;3,549159;20170227T182042;60,00002;0;Direct;(0.452,1.650,1.392);(0.588,1.222,1.250);5,954593;0;0;0,8;0;1
35;3,581743;20170227T182043;60,00002;0;Direct;(0.452,1.650,1.392);(0.588,1.222,1.250);4,373539;0;0;0,8;0;1
36;3,646456;20170227T182043;60,00002;0;Direct;(0.454,1.650,1.391);(0.567,1.228,1.247);3,227122;0;0;0,8;0;1
37;3,730637;20170227T182043;60,00002;0;Direct;(0.453,1.650,1.392);(0.562,1.229,1.247);2,450208;0;0;0,8;0;1
38;3,763943;20170227T182043;60,00002;0;Direct;(0.452,1.650,1.396);(0.554,1.230,1.247);1,811573;0;0;0,8;0;1
39;3,866138;20170227T182043;60,00002;0;Direct;(0.451,1.650,1.398);(0.549,1.231,1.247);1,428588;0;0;0,8;0;1
40;3,934329;20170227T182043;60,00002;0;Direct;(0.451,1.650,1.402);(0.543,1.231,1.248);1,132847;0;0;0,8;0;1
41;3,964966;20170227T182043;60,00002;0;Direct;(0.447,1.650,1.402);(0.538,1.232,1.248);0,8433477;0;0;0,8;0;1
42;4,048651;20170227T182043;60,00002;0;Estacionario;(0.446,1.650,1.403);(0.538,1.231,1.249);0,5349305;0,3180653;0;0,8;0;1
43;4,150486;20170227T182043;60,00002;0;Estacionario;(0.447,1.650,1.408);(0.539,1.230,1.251);0,4213856;0,3180653;0;0,8;0;1
44;4,182825;20170227T182043;60,00002;0;Estacionario;(0.451,1.650,1.413);(0.547,1.226,1.252);0,2579552;0,3180653;0;0,8;0;1
45;4,249795;20170227T182043;60,00002;0;Estacionario;(0.454,1.650,1.416);(0.555,1.223,1.254);0,2808745;0,3531045;0;0,8;0;1
46;4,283229;20170227T182043;60,00002;0;Estacionario;(0.459,1.650,1.420);(0.571,1.217,1.257);0,1844527;0,3531045;0;0,8;0;1
47;4,367924;20170227T182043;60,00002;0;Estacionario;(0.463,1.650,1.422);(0.584,1.213,1.261);0,2822828;0,3531045;0;0,8;0;1
48;4,468573;20170227T182043;60,00002;0;Estacionario;(0.470,1.650,1.426);(0.604,1.207,1.267);0,2153363;0,3531045;0;0,8;0;1
49;4,500972;20170227T182043;60,00002;0;Estacionario;(0.478,1.650,1.429);(0.625,1.202,1.273);0,206179;0,3531045;0;0,8;0;1
50;4,568507;20170227T182044;60,00002;0;Estacionario;(0.486,1.650,1.432);(0.644,1.196,1.281);0,1894178;0,3531045;0;0,8;0;1
51;4,668851;20170227T182044;60,00002;0;Estacionario;(0.490,1.650,1.433);(0.656,1.193,1.286);0,1578337;0,5457211;0;0,8;0;1
52;4,702043;20170227T182044;60,00002;0;Estacionario;(0.496,1.650,1.434);(0.670,1.188,1.292);0,121626;0,5457211;0;0,8;0;1
53;4,769487;20170227T182044;60,00002;0;Estacionario;(0.500,1.650,1.434);(0.680,1.184,1.298);0,08717857;0,5457211;0;0,8;0;1
54;4,87268;20170227T182044;60,00002;0;Estacionario;(0.501,1.650,1.434);(0.684,1.183,1.301);0,0541052;0,5457211;0;0,8;0;1
55;4,903022;20170227T182044;60,00002;0;Estacionario;(0.502,1.650,1.434);(0.688,1.181,1.303);0,0377057;0,5457211;0;0,8;0;1
56;4,991383;20170227T182044;60,00002;0;Estacionario;(0.503,1.650,1.434);(0.689,1.180,1.304);0,02808856;0,5457211;0;0,8;0;1
57;5,071039;20170227T182044;60,00002;0;Estacionario;(0.502,1.650,1.434);(0.688,1.179,1.305);0,03277715;0,5457211;0;0,8;0;1
58;5,107583;20170227T182044;60,00002;0;Estacionario;(0.502,1.650,1.436);(0.686,1.178,1.304);0,03489446;0,5457211;0;0,8;0;1
59;5,188779;20170227T182044;60,00002;0;Estacionario;(0.501,1.650,1.438);(0.683,1.177,1.301);0,0301124;0,5457211;0;0,8;0;1
60;5,288632;20170227T182044;60,00002;0;Estacionario;(0.500,1.650,1.439);(0.679,1.175,1.297);0,04005058;0,5457211;0;0,8;0;1
61;5,322093;20170227T182044;60,00002;0;Estacionario;(0.498,1.650,1.440);(0.676,1.174,1.293);0,03242132;0,7312171;0;0,8;0;1
62;5,406209;20170227T182044;60,00002;0;Estacionario;(0.497,1.650,1.441);(0.672,1.173,1.289);0,03524481;0,7312171;0;0,8;0;1
63;5,50746;20170227T182044;60,00002;0;Estacionario;(0.495,1.650,1.441);(0.669,1.172,1.286);0,0615532;0,4508711;0;0,8;0;1
64;5,623371;20170227T182045;60,00002;0;Estacionario;(0.491,1.650,1.438);(0.666,1.171,1.284);0,1511872;0,4508711;0;0,8;0;1
65;5,707927;20170227T182045;60,00002;0;Estacionario;(0.483,1.650,1.432);(0.663,1.169,1.281);0,08053317;0,4508711;0;0,8;0;1
66;5,795275;20170227T182045;60,00002;0;Estacionario;(0.483,1.650,1.432);(0.663,1.169,1.281);0,1852371;0,4508711;0;0,8;0;1
67;5,908739;20170227T182045;60,00002;0;Estacionario;(0.477,1.650,1.428);(0.662,1.169,1.283);0,1300894;0,4508711;0;0,8;0;1
68;6,00919;20170227T182045;60,00002;0;Estacionario;(0.475,1.650,1.427);(0.662,1.169,1.287);0,06929496;0,4508711;0;0,8;0;1
69;6,096211;20170227T182045;60,00002;0;Estacionario;(0.475,1.650,1.427);(0.662,1.169,1.287);0,03691148;0,4508711;0;0,8;0;1
70;6,209798;20170227T182045;60,00002;0;Estacionario;(0.475,1.650,1.427);(0.663,1.170,1.293);0,03761501;0,4508711;0;0,8;0;1
71;6,31055;20170227T182045;60,00002;0;Estacionario;(0.475,1.650,1.429);(0.663,1.170,1.296);0,03157714;0,4508711;0;0,8;0;1
72;6,344389;20170227T182045;60,00002;0;Estacionario;(0.476,1.650,1.430);(0.664,1.170,1.298);0,02460905;0,4508711;0;0,8;0;1
73;6,410826;20170227T182045;60,00002;0;Estacionario;(0.476,1.650,1.431);(0.663,1.171,1.299);0,02208862;0,4508711;0;0,8;0;1
74;6,461508;20170227T182045;60,00002;0;Estacionario;(0.477,1.650,1.431);(0.663,1.171,1.300);0,01643775;0,4508711;0;0,8;0;1
75;6,579254;20170227T182046;60,00002;0;Estacionario;(0.477,1.650,1.432);(0.663,1.171,1.300);0,01214549;0,4508711;0;0,8;0;1
76;6,698997;20170227T182046;60,00002;0;Estacionario;(0.478,1.650,1.432);(0.662,1.171,1.301);0,01171765;0,4508711;0;0,8;0;1
77;6,746679;20170227T182046;60,00002;0;Estacionario;(0.478,1.650,1.433);(0.661,1.173,1.300);0,006241661;0;0;0,8;0;1
78;6,866458;20170227T182046;60,00002;0;Estacionario;(0.478,1.650,1.433);(0.661,1.173,1.300);0,02654302;0;0;0,8;0;1
79;6,947098;20170227T182046;60,00002;0;Estacionario;(0.477,1.650,1.430);(0.655,1.176,1.291);0,04379171;0,45;0;0,8;0;1
80;7,051536;20170227T182046;60,00002;0;Estacionario;(0.475,1.650,1.427);(0.647,1.177,1.284);0,04610365;0,2299507;0;0,8;0;1
81;7,13394;20170227T182046;60,00002;0;Estacionario;(0.473,1.650,1.425);(0.637,1.179,1.276);0,1203627;0,2299507;0;0,8;0;1
82;7,23264;20170227T182046;60,00002;0;Estacionario;(0.465,1.650,1.427);(0.611,1.183,1.262);0,06411384;0,2299507;0;0,8;0;1
83;7,332465;20170227T182046;60,00002;0;Estacionario;(0.465,1.650,1.427);(0.611,1.183,1.262);0,3067726;0,2299507;0;0,8;0;1
84;7,449958;20170227T182046;60,00002;0;Estacionario;(0.444,1.650,1.441);(0.560,1.193,1.255);0,1634091;0,2299507;0;0,8;0;1
85;7,483657;20170227T182046;60,00002;0;Estacionario;(0.444,1.650,1.441);(0.560,1.193,1.255);0,2878331;0,2299507;0;0,8;0;1
86;7,552542;20170227T182046;60,00002;0;Estacionario;(0.423,1.650,1.455);(0.517,1.201,1.268);0,3136051;0,2299507;0;0,8;0;1
87;7,650944;20170227T182047;60,00002;0;Estacionario;(0.409,1.650,1.465);(0.493,1.204,1.281);0,3418393;0,2299507;0;0,8;0;1
88;7,768523;20170227T182047;60,00002;0;Direct;(0.393,1.650,1.477);(0.468,1.205,1.300);0,9956731;0;0;0,8;0;1
89;7,871324;20170227T182047;60,00002;0;Estacionario;(0.369,1.650,1.498);(0.430,1.205,1.335);0,5303671;0,24653;0;0,8;0;1
90;7,952997;20170227T182047;60,00002;0;Direct;(0.369,1.650,1.498);(0.430,1.205,1.335);0,9868609;0;0;0,8;0;1
91;7,988664;20170227T182047;60,00002;0;Direct;(0.330,1.650,1.537);(0.369,1.205,1.400);1,076493;0;0;0,8;0;1
92;8,069496;20170227T182047;60,00002;0;Direct;(0.310,1.650,1.561);(0.335,1.206,1.438);0,9746757;0;0;0,8;0;1
93;8,154763;20170227T182047;60,00002;0;Direct;(0.299,1.650,1.575);(0.315,1.206,1.461);1,053612;0;0;0,8;0;1
94;8,186879;20170227T182047;60,00002;0;Direct;(0.284,1.650,1.593);(0.290,1.207,1.491);1,033226;0;0;0,8;0;1
95;8,270449;20170227T182047;60,00002;0;Direct;(0.274,1.650,1.607);(0.272,1.208,1.514);0,8639033;0;0;0,8;0;1
96;8,356335;20170227T182047;60,00002;0;Estacionario;(0.270,1.650,1.613);(0.263,1.209,1.526);0,5242642;0,599856;0;0,8;0;1
97;8,387883;20170227T182047;60,00002;0;Estacionario;(0.267,1.650,1.620);(0.256,1.211,1.538);0,3089156;0,5979339;0;0,8;0;1
99;8,656094;20170227T182048;60,00002;0;Estacionario;(0.280,1.650,1.617);(0.270,1.214,1.533);0,1891954;0,5979339;0;0,8;0;1
100;8,774364;20170227T182048;60,00002;0;Estacionario;(0.280,1.650,1.617);(0.270,1.214,1.533);0,2587709;0,5979339;0;0,8;0;1
101;8,828124;20170227T182048;60,00002;0;Estacionario;(0.294,1.650,1.606);(0.291,1.214,1.514);0,1777311;0,5979339;0;0,8;0;1
102;8,890547;20170227T182048;60,00002;0;Estacionario;(0.301,1.650,1.601);(0.301,1.214,1.504);0,1707916;0,5979339;0;0,8;0;1
103;8,991742;20170227T182048;60,00002;0;Estacionario;(0.307,1.650,1.596);(0.309,1.213,1.495);0,1428771;0,5979339;0;0,8;0;1
104;9,024716;20170227T182048;60,00002;0;Estacionario;(0.311,1.650,1.592);(0.315,1.213,1.488);0,1138803;0,5979339;0;0,8;0;1
105;9,293606;20170227T182048;60,00002;0;Estacionario;(0.314,1.650,1.589);(0.320,1.212,1.482);0,09220035;0,5979339;0;0,8;0;1
106;9,326407;20170227T182048;60,00002;0;Estacionario;(0.316,1.650,1.586);(0.323,1.211,1.475);0,04911254;0,5979339;0;0,8;0;1
107;9,393349;20170227T182048;60,00002;0;Estacionario;(0.316,1.650,1.586);(0.322,1.211,1.474);0,04854987;0,5979339;0;0,8;0;1
108;9,495569;20170227T182048;60,00002;0;Estacionario;(0.315,1.650,1.586);(0.320,1.211,1.475);0,03975589;0,45;0;0,8;0;1
109;9,594609;20170227T182049;60,00002;0;Estacionario;(0.314,1.650,1.587);(0.318,1.211,1.475);0,02901861;0,2649998;0;0,8;0;1
110;9,627632;20170227T182049;60,00002;0;Estacionario;(0.313,1.650,1.587);(0.316,1.211,1.476);0,03251771;0,2649998;0;0,8;0;1
111;9,711409;20170227T182049;60,00002;0;Estacionario;(0.311,1.650,1.587);(0.314,1.211,1.477);0,03648646;0,2649998;0;0,8;0;1
112;9,779684;20170227T182049;60,00002;0;Estacionario;(0.309,1.650,1.587);(0.311,1.211,1.478);0,07848067;0,2649998;0;0,8;0;1
113;9,896344;20170227T182049;60,00002;0;Estacionario;(0.306,1.650,1.586);(0.309,1.211,1.478);0,06236254;0,2649998;0;0,8;0;1
114;9,931985;20170227T182049;60,00002;0;Estacionario;(0.304,1.650,1.585);(0.308,1.212,1.478);0,05063529;0,2649998;0;0,8;0;1
115;10,013618;20170227T182049;60,00002;0;Estacionario;(0.302,1.650,1.585);(0.306,1.212,1.477);0,03952706;0,2649998;0;0,8;0;1
116;10,100221;20170227T182049;60,00002;0;Estacionario;(0.301,1.650,1.584);(0.306,1.212,1.476);0,04048516;0,2649998;0;0,8;0;1
117;10,130222;20170227T182049;60,00002;0;Estacionario;(0.299,1.650,1.583);(0.305,1.212,1.474);0,04887783;0,2649998;0;0,8;0;1
118;10,2159;20170227T182049;60,00002;0;Estacionario;(0.298,1.650,1.581);(0.305,1.211,1.472);0,0421212;0,2649998;0;0,8;0;1
119;10,281229;20170227T182049;60,00002;0;Estacionario;(0.297,1.650,1.580);(0.305,1.211,1.470);0,05192976;0,2649998;0;0,8;0;1
120;10,331379;20170227T182049;60,00002;0;Estacionario;(0.296,1.650,1.579);(0.306,1.210,1.468);0,03606902;0,2649998;0;0,8;0;1
121;10,416316;20170227T182049;60,00002;0;Estacionario;(0.296,1.650,1.578);(0.306,1.210,1.467);0,02791749;0,2649998;0;0,8;0;1
122;10,516528;20170227T182049;60,00002;0;Estacionario;(0.296,1.650,1.577);(0.306,1.210,1.465);0,02276948;0,2649998;0;0,8;0;1
123;10,55175;20170227T182049;60,00002;0;Estacionario;(0.296,1.650,1.576);(0.306,1.209,1.464);0,02107786;0,2649998;0;0,8;0;1
124;10,616391;20170227T182050;60,00002;0;Estacionario;(0.297,1.650,1.576);(0.306,1.209,1.463);0,01122759;0,2649998;0;0,8;0;1
125;10,717476;20170227T182050;60,00002;0;Estacionario;(0.297,1.650,1.576);(0.306,1.209,1.462);0,02488902;0;0;0,8;0;1
126;10,750355;20170227T182050;60,00002;0;Estacionario;(0.299,1.650,1.577);(0.306,1.208,1.462);0,02564486;0;0;0,8;0;1
