217;205,786998;20170227T181235;60,00002;0;Direct;(0.023,1.650,-0.234);(0.021,1.050,-0.150);22,60131;0;0;0,8;0;1
218;205,887347;20170227T181235;60,00002;0;Direct;(0.058,1.650,-2.013);(0.092,1.851,-1.980);36,89743;0;0;0,8;0;1
219;205,987945;20170227T181235;60,00002;0;Direct;(-0.001,1.650,-0.008);(0.001,1.144,0.015);26,98801;0;0;0,8;0;1
220;206,022227;20170227T181235;60,00002;0;Direct;(-0.002,1.650,-0.003);(0.006,1.155,0.023);20,36235;0;0;0,8;0;1
221;206,089719;20170227T181235;60,00002;0;Direct;(0.004,1.650,-0.065);(0.011,1.130,-0.021);15,85595;0;0;0,8;0;1
222;206,188982;20170227T181235;60,00002;0;Direct;(0.012,1.650,-0.136);(0.016,1.099,-0.074);12,26916;0;0;0,8;0;1
223;206,222087;20170227T181235;60,00002;0;Direct;(0.019,1.650,-0.198);(0.020,1.068,-0.122);9,406137;0;0;0,8;0;1
224;206,289686;20170227T181235;60,00002;0;Direct;(0.023,1.650,-0.234);(0.021,1.050,-0.150);26,21713;0;0;0,8;0;1
225;206,32697;20170227T181235;60,00002;0;Direct;(0.019,1.650,-2.112);(0.081,1.769,-2.093);19,34286;0;0;0,8;0;1
226;206,406783;20170227T181235;60,00002;0;Direct;(0.019,1.650,-2.093);(0.089,1.793,-2.071);14,25939;0;0;0,8;0;1
227;206,506863;20170227T181236;60,00002;0;Direct;(0.021,1.650,-2.080);(0.094,1.809,-2.055);10,6351;0;0;0,8;0;1
228;206,575677;20170227T181236;60,00002;0;Direct;(0.023,1.650,-2.061);(0.101,1.832,-2.030);8,069648;0;0;0,8;0;1
229;206,624463;20170227T181236;60,00002;0;Direct;(0.024,1.650,-2.050);(0.107,1.848,-2.007);6,088891;0;0;0,8;0;1
230;206,709103;20170227T181236;60,00002;0;Direct;(0.026,1.650,-2.033);(0.112,1.865,-1.985);4,458872;0;0;0,8;0;1
231;206,808685;20170227T181236;60,00002;0;Direct;(0.027,1.650,-2.032);(0.113,1.867,-1.979);3,555529;0;0;0,8;0;1
232;206,926027;20170227T181236;60,00002;0;Direct;(0.025,1.650,-2.020);(0.106,1.833,-1.984);2,59498;0;0;0,8;0;1
233;207,009993;20170227T181236;60,00002;0;Direct;(0.025,1.650,-2.020);(0.106,1.833,-1.984);1,929279;0;0;0,8;0;1
234;207,045638;20170227T181236;60,00002;0;Direct;(0.022,1.650,-2.020);(0.100,1.805,-1.990);1,432343;0;0;0,8;0;1
235;207,110727;20170227T181236;60,00002;0;Direct;(0.021,1.650,-2.022);(0.097,1.792,-1.994);1,055811;0;0;0,8;0;1
236;207,211184;20170227T181236;60,00002;0;Direct;(0.022,1.650,-2.022);(0.096,1.795,-2.000);0,8286859;0;0;0,8;0;1
237;207,244575;20170227T181236;60,00002;0;Estacionario;(0.026,1.650,-2.019);(0.098,1.808,-2.008);0,466196;0,5191138;0;0,8;0;1
238;207,314447;20170227T181236;60,00002;0;Estacionario;(0.029,1.650,-2.018);(0.099,1.822,-2.015);0,264171;0,4130376;0;0,8;0;1
239;207,412629;20170227T181236;60,00002;0;Estacionario;(0.031,1.650,-2.017);(0.103,1.830,-2.013);0,3439744;0,4130376;0;0,8;0;1
240;207,445694;20170227T181237;60,00002;0;Estacionario;(0.029,1.650,-2.042);(0.096,1.819,-2.015);0,3012392;0,4130376;0;0,8;0;1
