Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Id;Iniciado;Extra (*)
2;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,308181;0,073109;20170324T134244;60,00002;0;Estacionario;(0.017,1.650,0.022);(0.000,1.650,0.000);(0.061,1.066,-0.027);(1.978,0.729,-0.862);(1.980,0.765,-0.857);(20.253,0.500,-20.000);0,02780185;0;0;0,02780185;0,005385151;0;0;0,005385151;28,46711;0;0;28,46711;0,04398093;0,3551887;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
3;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,350813;0,042632;20170324T134244;60,00002;0;Estacionario;(0.015,1.650,0.017);(0.017,1.650,0.022);(0.050,1.033,-0.019);(1.983,0.813,-0.853);(1.978,0.729,-0.862);(20.253,0.500,-20.000);0,005383337;0;0;0,005383337;0,01029563;0;0;0,01029563;28,46501;0;0;28,46501;0,08264205;0,3551887;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
4;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,456971;0,106158;20170324T134244;60,00002;0;Estacionario;(0.020,1.650,0.026);(0.015,1.650,0.017);(0.073,1.110,-0.038);(1.983,0.813,-0.853);(1.983,0.813,-0.853);(20.253,0.500,-20.000);0,0102943;0;0;0,0102943;0;0;0;0;28,46779;0;0;28,46779;0,04391887;0,3551887;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
5;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,552836;0,095865;20170324T134244;60,00002;0;Estacionario;(0.020,1.650,0.026);(0.020,1.650,0.026);(0.073,1.110,-0.038);(1.977,0.743,-0.859);(1.983,0.813,-0.853);(20.253,0.500,-20.000);0;0;0;0;0,008485341;0;0;0,008485341;28,46779;0;0;28,46779;0,05928668;0,2639518;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
6;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,652431;0,099595;20170324T134244;60,00002;0;Estacionario;(0.014,1.650,0.020);(0.020,1.650,0.026);(0.054,1.049,-0.027);(1.974,0.677,-0.866);(1.977,0.743,-0.859);(20.253,0.500,-20.000);0,008485678;0;0;0,008485678;0,007615753;0;0;0,007615753;28,46783;0;0;28,46783;0,06440884;0,2639518;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
7;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,7199;0,067469;20170324T134244;60,00002;0;Estacionario;(0.011,1.650,0.013);(0.014,1.650,0.020);(0.037,0.990,-0.018);(1.974,0.677,-0.866);(1.974,0.677,-0.866);(20.253,0.500,-20.000);0,007616599;0;0;0,007616599;0;0;0;0;28,46505;0;0;28,46505;0,03430697;0,2458279;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
8;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,834309;0,114409;20170324T134244;60,00002;0;Estacionario;(0.011,1.650,0.013);(0.011,1.650,0.013);(0.037,0.990,-0.018);(1.969,0.612,-0.873);(1.974,0.677,-0.866);(20.253,0.500,-20.000);3,814697E-06;0;0;3,814697E-06;0,008602346;0;0;0,008602346;28,46504;0;0;28,46504;0,07493228;0,2458279;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
9;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;0,918841;0,084532;20170324T134244;60,00002;0;Estacionario;(0.006,1.650,0.006);(0.011,1.650,0.013);(0.013,0.924,-0.018);(1.974,0.649,-0.873);(1.969,0.612,-0.873);(20.253,0.500,-20.000);0,00860297;0;0;0,00860297;0,004999995;0;0;0,004999995;28,46368;0;0;28,46368;0,07086362;0,2458279;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
11;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;1,136983;0,100154;20170324T134245;60,00002;0;Estacionario;(0.017,1.650,0.007);(0.011,1.650,0.006);(0.049,1.002,-0.024);(1.980,0.702,-0.872);(1.980,0.702,-0.872);(20.253,0.500,-20.000);0,006087045;0;0;0,006087045;0;0;0;0;28,45656;0;0;28,45656;0,03995657;0,2458279;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
12;5;01_Sc_CWIP_Passthrough_Inicio;Passthrough;1,2384;0,101417;20170324T134245;60,00002;0;Estacionario;(0.017,1.650,0.007);(0.017,1.650,0.007);(0.049,1.002,-0.024);(1.984,0.763,-0.865);(1.980,0.702,-0.872);(20.253,0.500,-20.000);0;0;0;0;0,008062206;0;0;0,008062206;28,45656;0;0;28,45656;0,07570297;0,2458279;0;0,8;False;0;Unknown;Unknown;0;1;False;NULL
