Registo;Tempo Absoluto (Segundos);Tempo;Metodo;Is Inside;Raio Embate;Indicator (Indicator Limit 0) Name;Indicator (Indicator Limit 0) Distance;Indicator (Indicator Limit 0) Embate;Indicator (Indicator Limit 0) Count Embate;Indicator (Indicator Limit 1) Name;Indicator (Indicator Limit 1) Distance;Indicator (Indicator Limit 1) Embate;Indicator (Indicator Limit 1) Count Embate;Indicator (Indicator Limit 2) Name;Indicator (Indicator Limit 2) Distance;Indicator (Indicator Limit 2) Embate;Indicator (Indicator Limit 2) Count Embate;Indicator (Indicator Limit 3) Name;Indicator (Indicator Limit 3) Distance;Indicator (Indicator Limit 3) Embate;Indicator (Indicator Limit 3) Count Embate;Indicator (Indicator Obstacle 4) Name;Indicator (Indicator Obstacle 4) Distance;Indicator (Indicator Obstacle 4) Embate;Indicator (Indicator Obstacle 4) Count Embate;Indicator (Indicator Obstacle 5) Name;Indicator (Indicator Obstacle 5) Distance;Indicator (Indicator Obstacle 5) Embate;Indicator (Indicator Obstacle 5) Count Embate;Total Embate
0;0,023897;20170201T124827;Passthrough;False;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
1;0,621767;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
2;0,89939;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
3;1,063284;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
4;1,141802;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
5;1,191398;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041583;False;0;Indicator Obstacle 5;0,772791;False;0;0
6;1,214913;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
7;1,253793;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
8;1,285439;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
9;1,320259;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
10;1,352461;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
11;1,383946;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727922;False;0;0
12;1,402733;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
13;1,439046;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
14;1,466409;20170201T124828;Passthrough;True;0,1;Indicator Limit 0;1,499997;False;0;Indicator Limit 1;1,500003;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041616;False;0;Indicator Obstacle 5;0,7727945;False;0;0
15;1,486388;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
16;1,519925;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
17;1,55501;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
18;1,58305;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041584;False;0;Indicator Obstacle 5;0,772791;False;0;0
19;1,603449;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041609;False;0;Indicator Obstacle 5;0,7727937;False;0;0
20;1,637421;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041584;False;0;Indicator Obstacle 5;0,772791;False;0;0
21;1,6666;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041609;False;0;Indicator Obstacle 5;0,7727937;False;0;0
22;1,688692;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041584;False;0;Indicator Obstacle 5;0,772791;False;0;0
23;1,717465;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
24;1,73747;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
25;1,772882;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500003;False;0;Indicator Limit 1;1,499997;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041576;False;0;Indicator Obstacle 5;0,7727902;False;0;0
27;1,821283;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041583;False;0;Indicator Obstacle 5;0,772791;False;0;0
28;1,854776;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041608;False;0;Indicator Obstacle 5;0,7727937;False;0;0
29;1,887836;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041583;False;0;Indicator Obstacle 5;0,772791;False;0;0
30;1,91867;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041583;False;0;Indicator Obstacle 5;0,772791;False;0;0
31;1,958441;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041608;False;0;Indicator Obstacle 5;0,7727937;False;0;0
32;1,989881;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
33;2,023498;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
34;2,055394;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499997;False;0;Indicator Limit 1;1,500003;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041612;False;0;Indicator Obstacle 5;0,7727941;False;0;0
35;2,087214;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041587;False;0;Indicator Obstacle 5;0,7727914;False;0;0
36;2,126372;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
37;2,174475;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
38;2,206243;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
39;2,24177;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
40;2,276561;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500003;False;0;Indicator Limit 1;1,499997;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041576;False;0;Indicator Obstacle 5;0,7727902;False;0;0
41;2,308902;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
42;2,337169;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
43;2,357754;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500003;False;0;Indicator Limit 1;1,499997;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041576;False;0;Indicator Obstacle 5;0,7727902;False;0;0
44;2,392569;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041602;False;0;Indicator Obstacle 5;0,7727929;False;0;0
45;2,421153;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727926;False;0;0
46;2,443219;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727926;False;0;0
47;2,474891;20170201T124829;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
48;2,504837;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
49;2,526523;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500001;False;0;Indicator Limit 1;1,499999;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041591;False;0;Indicator Obstacle 5;0,7727917;False;0;0
50;2,558558;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499997;False;0;Indicator Limit 1;1,500003;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041612;False;0;Indicator Obstacle 5;0,7727941;False;0;0
52;2,60891;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041583;False;0;Indicator Obstacle 5;0,772791;False;0;0
53;2,642878;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041608;False;0;Indicator Obstacle 5;0,7727937;False;0;0
54;2,674142;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041583;False;0;Indicator Obstacle 5;0,772791;False;0;0
55;2,693118;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
56;2,727568;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
57;2,756473;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
58;2,777852;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
59;2,810094;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
60;2,840144;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
61;2,861583;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500003;False;0;Indicator Limit 1;1,499997;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041572;False;0;Indicator Obstacle 5;0,7727898;False;0;0
62;2,894349;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
63;2,925091;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
64;2,943386;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727921;False;0;0
65;2,977348;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727921;False;0;0
66;3,012092;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727921;False;0;0
67;3,040872;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727921;False;0;0
68;3,064786;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041594;False;0;Indicator Obstacle 5;0,7727921;False;0;0
69;3,095125;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
70;3,124546;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
71;3,144992;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
72;3,181382;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,5;False;0;Indicator Limit 1;1,5;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041599;False;0;Indicator Obstacle 5;0,7727925;False;0;0
73;3,208953;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500003;False;0;Indicator Limit 1;1,499997;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041576;False;0;Indicator Obstacle 5;0,7727902;False;0;0
74;3,231553;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
75;3,261923;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
76;3,295833;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
78;3,36395;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
79;3,396497;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
80;3,432684;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,499999;False;0;Indicator Limit 1;1,500001;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041601;False;0;Indicator Obstacle 5;0,7727929;False;0;0
81;3,459931;20170201T124830;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
82;3,481375;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
83;3,513566;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
84;3,543499;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
85;3,563876;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
86;3,600681;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
87;3,634113;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
89;3,699226;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
90;3,731404;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
91;3,765978;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
92;3,795209;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
93;3,817708;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
94;3,84889;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,499998;False;0;Indicator Limit 1;1,500002;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041606;False;0;Indicator Obstacle 5;0,7727933;False;0;0
95;3,879001;20170201T124831;Passthrough;True;0,1;Indicator Limit 0;1,500002;False;0;Indicator Limit 1;1,499998;False;0;Indicator Limit 2;1,5;False;0;Indicator Limit 3;1,5;False;0;Indicator Obstacle 4;0,7041579;False;0;Indicator Obstacle 5;0,7727906;False;0;0
