Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos);Raio Embate;Raio Perigo;Raio Aviso;Raio Pre-Aviso;Indicator (Indicator Limit 0) Distance;Indicator (Indicator Limit 0) State;Indicator (Indicator Limit 0) Count Embate;Indicator (Indicator Limit 1) Distance;Indicator (Indicator Limit 1) State;Indicator (Indicator Limit 1) Count Embate;Indicator (Indicator Limit 2) Distance;Indicator (Indicator Limit 2) State;Indicator (Indicator Limit 2) Count Embate;Indicator (Indicator Limit 3) Distance;Indicator (Indicator Limit 3) State;Indicator (Indicator Limit 3) Count Embate;Indicator (Indicator Obstacle 4) Distance;Indicator (Indicator Obstacle 4) State;Indicator (Indicator Obstacle 4) Count Embate;Indicator (Indicator Obstacle 5) Distance;Indicator (Indicator Obstacle 5) State;Indicator (Indicator Obstacle 5) Count Embate;Total Embate (via dist indicadores);Id;Iniciado;Extra (*)
2;2;01_Sc_CWIP_AVR_Inicio;AVR;1,936033;0,09726;20170324T132933;60,00002;0;Estacionario;(-0.009,1.650,-0.005);(0.000,1.650,0.000);(-0.010,0.940,0.002);(2.019,0.637,-0.743);(2.030,0.610,-0.736);(20.266,0.500,-20.000);0,01029798;0;0;0,01029798;0,01303832;0;0;0,01303832;28,47588;0;0;28,47588;0,1251459;0,1278917;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5279999;Warning;0;3,528;Normal;0;2,286;Normal;0;0,714;Warning;0;2,878724;Normal;0;2,430218;Normal;0;0;1;False;NULL
3;2;01_Sc_CWIP_AVR_Inicio;AVR;2,03633;0,100297;20170324T132934;60,00002;0;Estacionario;(-0.020,1.650,-0.012);(-0.009,1.650,-0.005);(-0.023,0.966,0.002);(2.004,0.675,-0.752);(2.019,0.637,-0.743);(20.266,0.500,-20.000);0,01303651;0;0;0,01303651;0,01749295;0;0;0,01749295;28,4788;0;0;28,4788;0,1797904;0,1278917;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,517;Warning;0;3,517;Normal;0;2,293;Normal;0;0,707;Warning;0;2,872705;Normal;0;2,418962;Normal;0;0;1;False;NULL
5;2;01_Sc_CWIP_AVR_Inicio;AVR;2,236649;0,066514;20170324T132934;60,00002;0;Estacionario;(-0.037,1.650,-0.023);(-0.035,1.650,-0.021);(-0.047,1.011,-0.005);(1.998,0.690,-0.758);(2.002,0.682,-0.754);(20.266,0.500,-20.000);0,002824979;0;0;0,002824979;0,005656908;0;0;0,005656908;28,48319;0;0;28,48319;0,09692156;0,1278917;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5;Warning;0;3,5;Normal;0;2,304;Normal;0;0,696;Warning;0;2,863572;Normal;0;2,401588;Normal;0;0;1;False;NULL
6;2;01_Sc_CWIP_AVR_Inicio;AVR;2,337093;0,100444;20170324T132934;60,00002;0;Estacionario;(-0.041,1.650,-0.027);(-0.037,1.650,-0.023);(-0.051,1.021,-0.008);(2.006,0.673,-0.753);(1.998,0.690,-0.758);(20.266,0.500,-20.000);0,005658004;0;0;0,005658004;0,009433992;0;0;0,009433992;28,48324;0;0;28,48324;0,1135885;0,1278917;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4959999;Warning;0;3,496;Normal;0;2,308;Normal;0;0,692;Warning;0;2,862154;Normal;0;2,397461;Normal;0;0;1;False;NULL
7;2;01_Sc_CWIP_AVR_Inicio;AVR;2,437558;0,100465;20170324T132934;60,00002;0;Estacionario;(-0.033,1.650,-0.022);(-0.041,1.650,-0.027);(-0.043,1.004,-0.006);(2.014,0.654,-0.749);(2.006,0.673,-0.753);(20.266,0.500,-20.000);0,009433486;0;0;0,009433486;0,008944184;0;0;0,008944184;28,48105;0;0;28,48105;0,1323188;0,1278917;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5039999;Warning;0;3,504;Normal;0;2,303;Normal;0;0,697;Warning;0;2,866515;Normal;0;2,405619;Normal;0;0;1;False;NULL
8;2;01_Sc_CWIP_AVR_Inicio;AVR;2,538511;0,100953;20170324T132934;60,00002;0;Estacionario;(-0.025,1.650,-0.018);(-0.033,1.650,-0.022);(-0.034,0.985,-0.006);(2.014,0.654,-0.749);(2.014,0.654,-0.749);(20.266,0.500,-20.000);0,008943757;0;0;0,008943757;0;0;0;0;28,47815;0;0;28,47815;0,07048148;0,1278917;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5119998;Warning;0;3,512;Normal;0;2,299;Normal;0;0,701;Warning;0;2,871401;Normal;0;2,413751;Normal;0;0;1;False;NULL
9;2;01_Sc_CWIP_AVR_Inicio;AVR;2,63894;0,100429;20170324T132934;60,00002;0;Estacionario;(-0.025,1.650,-0.018);(-0.025,1.650,-0.018);(-0.034,0.985,-0.006);(2.011,0.662,-0.750);(2.014,0.654,-0.749);(20.266,0.500,-20.000);0;0;0;0;0,003162293;0;0;0,003162293;28,47815;0;0;28,47815;0,05848718;0,1754688;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5119998;Warning;0;3,512;Normal;0;2,299;Normal;0;0,701;Warning;0;2,871401;Normal;0;2,413751;Normal;0;0;1;False;NULL
10;2;01_Sc_CWIP_AVR_Inicio;AVR;2,672238;0,033298;20170324T132934;60,00002;0;Estacionario;(-0.028,1.650,-0.019);(-0.025,1.650,-0.018);(-0.038,0.992,-0.008);(2.005,0.677,-0.754);(2.011,0.662,-0.750);(20.266,0.500,-20.000);0,00316071;0;0;0,00316071;0,007210943;0;0;0,007210943;28,47959;0;0;28,47959;0,08291452;0,3106438;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5119998;Warning;0;3,512;Normal;0;2,299;Normal;0;0,701;Warning;0;2,871401;Normal;0;2,413751;Normal;0;0;1;False;NULL
11;2;01_Sc_CWIP_AVR_Inicio;AVR;2,722208;0,04997;20170324T132934;60,00002;0;Estacionario;(-0.034,1.650,-0.023);(-0.028,1.650,-0.019);(-0.046,1.007,-0.011);(1.996,0.697,-0.759);(2.005,0.677,-0.754);(20.266,0.500,-20.000);0,007211538;0;0;0,007211538;0,01029568;0;0;0,01029568;28,48106;0;0;28,48106;0,17164;0,3106438;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,503;Warning;0;3,503;Normal;0;2,304;Normal;0;0,696;Warning;0;2,866159;Normal;0;2,404587;Normal;0;0;1;False;NULL
12;2;01_Sc_CWIP_AVR_Inicio;AVR;2,755147;0,032939;20170324T132934;60,00002;0;Estacionario;(-0.043,1.650,-0.028);(-0.034,1.650,-0.023);(-0.056,1.027,-0.014);(1.989,0.715,-0.764);(1.996,0.697,-0.759);(20.266,0.500,-20.000);0,01029464;0;0;0,01029464;0,008602395;0;0;0,008602395;28,48396;0;0;28,48396;0,1488466;0,3106438;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,503;Warning;0;3,503;Normal;0;2,304;Normal;0;0,696;Warning;0;2,866159;Normal;0;2,404587;Normal;0;0;1;False;NULL
13;2;01_Sc_CWIP_AVR_Inicio;AVR;2,85634;0,101193;20170324T132934;60,00002;0;Estacionario;(-0.050,1.650,-0.033);(-0.043,1.650,-0.028);(-0.057,1.042,-0.008);(1.985,0.725,-0.767);(1.989,0.715,-0.764);(20.266,0.500,-20.000);0,008605402;0;0;0,008605402;0,004999971;0;0;0,004999971;28,48545;0;0;28,48545;0,1167329;0,3106438;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4869999;Warning;0;3,487;Normal;0;2,314;Normal;0;0,686;Warning;0;2,857464;Normal;0;2,38828;Normal;0;0;1;False;NULL
14;2;01_Sc_CWIP_AVR_Inicio;AVR;2,957052;0,100712;20170324T132935;60,00002;0;Estacionario;(-0.054,1.650,-0.036);(-0.050,1.650,-0.033);(-0.057,1.051,-0.006);(1.981,0.736,-0.770);(1.985,0.725,-0.767);(20.266,0.500,-20.000);0,004998255;0;0;0,004998255;0,005000031;0;0;0,005000031;28,4862;0;0;28,4862;0,09424412;0,3687043;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4829999;Warning;0;3,483;Normal;0;2,317;Normal;0;0,683;Warning;0;2,855559;Normal;0;2,384194;Normal;0;0;1;False;NULL
15;2;01_Sc_CWIP_AVR_Inicio;AVR;2,990279;0,033227;20170324T132935;60,00002;0;Estacionario;(-0.058,1.650,-0.039);(-0.054,1.650,-0.036);(-0.058,1.062,-0.005);(1.978,0.744,-0.772);(1.981,0.736,-0.770);(20.266,0.500,-20.000);0,004998219;0;0;0,004998219;0,003605488;0;0;0,003605488;28,48695;0;0;28,48695;0,0756023;0,3687043;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4829999;Warning;0;3,483;Normal;0;2,317;Normal;0;0,683;Warning;0;2,855559;Normal;0;2,384194;Normal;0;0;1;False;NULL
16;2;01_Sc_CWIP_AVR_Inicio;AVR;3,057379;0,0671;20170324T132935;60,00002;0;Estacionario;(-0.061,1.650,-0.041);(-0.058,1.650,-0.039);(-0.067,1.067,-0.009);(1.977,0.748,-0.774);(1.978,0.744,-0.772);(20.266,0.500,-20.000);0,003607373;0;0;0,003607373;0,002236066;0;0;0,002236066;28,48769;0;0;28,48769;0,0545031;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,476;Warning;0;3,476;Normal;0;2,322;Normal;0;0,678;Warning;0;2,852113;Normal;0;2,377057;Normal;0;0;1;False;NULL
17;2;01_Sc_CWIP_AVR_Inicio;AVR;3,158012;0,100633;20170324T132935;60,00002;0;Estacionario;(-0.062,1.650,-0.043);(-0.061,1.650,-0.041);(-0.072,1.070,-0.009);(1.976,0.751,-0.774);(1.977,0.748,-0.774);(20.266,0.500,-20.000);0,002235799;0;0;0,002235799;0,001000047;0;0;0,001000047;28,48701;0;0;28,48701;0,03547968;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,324;Normal;0;0,676;Warning;0;2,852283;Normal;0;2,376004;Normal;0;0;1;False;NULL
18;2;01_Sc_CWIP_AVR_Inicio;AVR;3,191216;0,033204;20170324T132935;60,00002;0;Estacionario;(-0.063,1.650,-0.043);(-0.062,1.650,-0.043);(-0.076,1.071,-0.007);(1.976,0.752,-0.775);(1.976,0.751,-0.774);(20.266,0.500,-20.000);0,0009994507;0;0;0,0009994507;0,0009999871;0;0;0,0009999871;28,48772;0;0;28,48772;0,02572055;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,324;Normal;0;0,676;Warning;0;2,852283;Normal;0;2,376004;Normal;0;0;1;False;NULL
19;2;01_Sc_CWIP_AVR_Inicio;AVR;3,2583;0,067084;20170324T132935;60,00002;0;Estacionario;(-0.063,1.650,-0.044);(-0.063,1.650,-0.043);(-0.076,1.073,-0.008);(1.985,0.729,-0.769);(1.976,0.752,-0.775);(20.266,0.500,-20.000);0,0009999871;0;0;0,0009999871;0,0108167;0;0;0,0108167;28,48702;0;0;28,48702;0,08299742;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4739999;Warning;0;3,474;Normal;0;2,325;Normal;0;0,675;Warning;0;2,851939;Normal;0;2,374978;Normal;0;0;1;False;NULL
20;2;01_Sc_CWIP_AVR_Inicio;AVR;3,359139;0,100839;20170324T132935;60,00002;0;Estacionario;(-0.054,1.650,-0.038);(-0.063,1.650,-0.044);(-0.066,1.052,-0.007);(2.001,0.690,-0.757);(1.985,0.729,-0.769);(20.266,0.500,-20.000);0,0108157;0;0;0,0108157;0,01999991;0;0;0,01999991;28,4848;0;0;28,4848;0,1766332;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4829999;Warning;0;3,483;Normal;0;2,319;Normal;0;0,681;Warning;0;2,856583;Normal;0;2,384138;Normal;0;0;1;False;NULL
21;2;01_Sc_CWIP_AVR_Inicio;AVR;3,459084;0,099945;20170324T132935;60,00002;0;Estacionario;(-0.038,1.650,-0.026);(-0.054,1.650,-0.038);(-0.052,1.018,-0.007);(2.001,0.690,-0.757);(2.001,0.690,-0.757);(20.266,0.500,-20.000);0,01999905;0;0;0,01999905;0;0;0;0;28,4818;0;0;28,4818;0,09408756;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4989998;Warning;0;3,499;Normal;0;2,307;Normal;0;0,693;Warning;0;2,864231;Normal;0;2,400491;Normal;0;0;1;False;NULL
22;2;01_Sc_CWIP_AVR_Inicio;AVR;3,559772;0,100688;20170324T132935;60,00002;0;Estacionario;(-0.038,1.650,-0.026);(-0.038,1.650,-0.026);(-0.052,1.018,-0.007);(1.998,0.699,-0.758);(2.001,0.690,-0.757);(20.266,0.500,-20.000);3,814697E-06;0;0;3,814697E-06;0,00316218;0;0;0,00316218;28,4818;0;0;28,4818;0,07226754;0,2931161;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4989998;Warning;0;3,499;Normal;0;2,307;Normal;0;0,693;Warning;0;2,864231;Normal;0;2,400491;Normal;0;0;1;False;NULL
23;2;01_Sc_CWIP_AVR_Inicio;AVR;3,592938;0,033166;20170324T132935;60,00002;0;Estacionario;(-0.041,1.650,-0.027);(-0.038,1.650,-0.026);(-0.064,1.005,0.013);(2.002,0.686,-0.755);(1.998,0.699,-0.758);(20.266,0.500,-20.000);0,003164329;0;0;0,003164329;0,005000066;0;0;0,005000066;28,48324;0;0;28,48324;0,07542033;0,282417;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4989998;Warning;0;3,499;Normal;0;2,307;Normal;0;0,693;Warning;0;2,864231;Normal;0;2,400491;Normal;0;0;1;False;NULL
24;2;01_Sc_CWIP_AVR_Inicio;AVR;3,660025;0,067087;20170324T132935;60,00002;0;Estacionario;(-0.037,1.650,-0.024);(-0.041,1.650,-0.027);(-0.056,0.997,0.012);(2.006,0.675,-0.753);(2.002,0.686,-0.755);(20.266,0.500,-20.000);0,004998255;0;0;0,004998255;0,004472078;0;0;0,004472078;28,48249;0;0;28,48249;0,0680969;0,282417;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5;Warning;0;3,5;Normal;0;2,305;Normal;0;0,695;Warning;0;2,864079;Normal;0;2,401556;Normal;0;0;1;False;NULL
25;2;01_Sc_CWIP_AVR_Inicio;AVR;3,694582;0,034557;20170324T132935;60,00002;0;Estacionario;(-0.033,1.650,-0.022);(-0.037,1.650,-0.024);(-0.049,0.990,0.009);(2.000,0.690,-0.752);(2.006,0.675,-0.753);(20.266,0.500,-20.000);0,004476984;0;0;0,004476984;0,006082812;0;0;0,006082812;28,48104;0;0;28,48104;0,07938316;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5;Warning;0;3,5;Normal;0;2,305;Normal;0;0,695;Warning;0;2,864079;Normal;0;2,401556;Normal;0;0;1;False;NULL
26;2;01_Sc_CWIP_AVR_Inicio;AVR;3,794811;0,100229;20170324T132935;60,00002;0;Estacionario;(-0.039,1.650,-0.021);(-0.033,1.650,-0.022);(-0.057,1.008,0.006);(1.996,0.698,-0.752);(2.000,0.690,-0.752);(20.266,0.500,-20.000);0,006083282;0;0;0,006083282;0,003999949;0;0;0,003999949;28,48602;0;0;28,48602;0,06763887;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4979999;Warning;0;3,498;Normal;0;2,302;Normal;0;0,698;Warning;0;2,860834;Normal;0;2,399656;Normal;0;0;1;False;NULL
27;2;01_Sc_CWIP_AVR_Inicio;AVR;3,861635;0,066824;20170324T132935;60,00002;0;Estacionario;(-0.043,1.650,-0.021);(-0.039,1.650,-0.021);(-0.058,1.019,0.001);(1.991,0.710,-0.751);(1.996,0.698,-0.752);(20.266,0.500,-20.000);0,004001617;0;0;0,004001617;0,005099013;0;0;0,005099013;28,48887;0;0;28,48887;0,06819228;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,494;Warning;0;3,494;Normal;0;2,302;Normal;0;0,698;Warning;0;2,857386;Normal;0;2,395659;Normal;0;0;1;False;NULL
28;2;01_Sc_CWIP_AVR_Inicio;AVR;3,89516;0,033525;20170324T132935;60,00002;0;Estacionario;(-0.048,1.650,-0.020);(-0.043,1.650,-0.021);(-0.055,1.034,-0.010);(2.006,0.672,-0.744);(1.991,0.710,-0.751);(20.266,0.500,-20.000);0,005100064;0;0;0,005100064;0,01655292;0;0;0,01655292;28,49314;0;0;28,49314;0,1481047;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,494;Warning;0;3,494;Normal;0;2,302;Normal;0;0,698;Warning;0;2,857386;Normal;0;2,395659;Normal;0;0;1;False;NULL
29;2;01_Sc_CWIP_AVR_Inicio;AVR;3,995028;0,099868;20170324T132936;60,00002;0;Estacionario;(-0.033,1.650,-0.013);(-0.048,1.650,-0.020);(-0.036,1.000,-0.008);(2.006,0.669,-0.743);(2.006,0.672,-0.744);(20.266,0.500,-20.000);0,01655238;0;0;0,01655238;0,001000047;0;0;0,001000047;28,48736;0;0;28,48736;0,08522107;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5039999;Warning;0;3,504;Normal;0;2,294;Normal;0;0,706;Warning;0;2,861971;Normal;0;2,405934;Normal;0;0;1;False;NULL
30;2;01_Sc_CWIP_AVR_Inicio;AVR;4,096036;0,101008;20170324T132936;60,00002;0;Estacionario;(-0.033,1.650,-0.012);(-0.033,1.650,-0.013);(-0.034,0.999,-0.008);(2.004,0.672,-0.750);(2.006,0.669,-0.743);(20.266,0.500,-20.000);0,001000047;0;0;0,001000047;0,007280163;0;0;0,007280163;28,48806;0;0;28,48806;0,09582146;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5039999;Warning;0;3,504;Normal;0;2,293;Normal;0;0,707;Warning;0;2,861467;Normal;0;2,40597;Normal;0;0;1;False;NULL
31;2;01_Sc_CWIP_AVR_Inicio;AVR;4,196369;0,100333;20170324T132936;60,00002;0;Estacionario;(-0.035,1.650,-0.019);(-0.033,1.650,-0.012);(-0.032,1.004,-0.008);(2.004,0.673,-0.757);(2.004,0.672,-0.750);(20.266,0.500,-20.000);0,007279836;0;0;0,007279836;0,007000029;0;0;0,007000029;28,48458;0;0;28,48458;0,09823125;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5019999;Warning;0;3,502;Normal;0;2,3;Normal;0;0,7;Warning;0;2,863273;Normal;0;2,403722;Normal;0;0;1;False;NULL
32;2;01_Sc_CWIP_AVR_Inicio;AVR;4,297258;0,100889;20170324T132936;60,00002;0;Estacionario;(-0.035,1.650,-0.026);(-0.035,1.650,-0.019);(-0.040,1.007,-0.009);(2.004,0.673,-0.757);(2.004,0.673,-0.757);(20.266,0.500,-20.000);0,00700003;0;0;0,00700003;0;0;0;0;28,47967;0;0;28,47967;0,05232503;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5019999;Warning;0;3,502;Normal;0;2,307;Normal;0;0,693;Warning;0;2,866816;Normal;0;2,40349;Normal;0;0;1;False;NULL
33;2;01_Sc_CWIP_AVR_Inicio;AVR;4,398003;0,100745;20170324T132936;60,00002;0;Estacionario;(-0.035,1.650,-0.026);(-0.035,1.650,-0.026);(-0.040,1.007,-0.009);(2.011,0.655,-0.755);(2.004,0.673,-0.757);(20.266,0.500,-20.000);3,814697E-06;0;0;3,814697E-06;0,00728009;0;0;0,00728009;28,47966;0;0;28,47966;0,08285881;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5019999;Warning;0;3,502;Normal;0;2,307;Normal;0;0,693;Warning;0;2,866816;Normal;0;2,40349;Normal;0;0;1;False;NULL
34;2;01_Sc_CWIP_AVR_Inicio;AVR;4,499682;0,101679;20170324T132936;60,00002;0;Estacionario;(-0.028,1.650,-0.024);(-0.035,1.650,-0.026);(-0.032,0.976,0.004);(2.001,0.677,-0.763);(2.011,0.655,-0.755);(20.266,0.500,-20.000);0,00728009;0;0;0,00728009;0,01280625;0;0;0,01280625;28,47608;0;0;28,47608;0,1249092;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5089998;Warning;0;3,509;Normal;0;2,305;Normal;0;0,695;Warning;0;2,87184;Normal;0;2,41055;Normal;0;0;1;False;NULL
35;2;01_Sc_CWIP_AVR_Inicio;AVR;4,602562;0,10288;20170324T132936;60,00002;0;Estacionario;(-0.038,1.650,-0.032);(-0.028,1.650,-0.024);(-0.029,0.989,0.017);(2.001,0.677,-0.763);(2.001,0.677,-0.763);(20.266,0.500,-20.000);0,01280495;0;0;0,01280495;0;0;0;0;28,47759;0;0;28,47759;0,06653561;0,2677519;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4989998;Warning;0;3,499;Normal;0;2,313;Normal;0;0,687;Warning;0;2,867279;Normal;0;2,400305;Normal;0;0;1;False;NULL
36;2;01_Sc_CWIP_AVR_Inicio;AVR;4,699645;0,097083;20170324T132936;60,00002;0;Estacionario;(-0.038,1.650,-0.032);(-0.038,1.650,-0.032);(-0.029,0.989,0.017);(2.009,0.664,-0.755);(2.001,0.677,-0.763);(20.266,0.500,-20.000);3,814697E-06;0;0;3,814697E-06;0,01131382;0;0;0,01131382;28,4776;0;0;28,4776;0,1106098;0,25;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,4989998;Warning;0;3,499;Normal;0;2,313;Normal;0;0,687;Warning;0;2,867279;Normal;0;2,400305;Normal;0;0;1;False;NULL
37;2;01_Sc_CWIP_AVR_Inicio;AVR;4,80001;0,100365;20170324T132936;60,00002;0;Estacionario;(-0.030,1.650,-0.024);(-0.038,1.650,-0.032);(-0.024,0.985,0.009);(2.009,0.664,-0.755);(2.009,0.664,-0.755);(20.266,0.500,-20.000);0,01131601;0;0;0,01131601;0;0;0;0;28,4775;0;0;28,4775;0,05891875;0,125;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,507;Warning;0;3,507;Normal;0;2,305;Normal;0;0,695;Warning;0;2,870115;Normal;0;2,408552;Normal;0;0;1;False;NULL
38;2;01_Sc_CWIP_AVR_Inicio;AVR;4,899888;0,099878;20170324T132936;60,00002;0;Estacionario;(-0.030,1.650,-0.024);(-0.030,1.650,-0.024);(-0.024,0.985,0.009);(2.005,0.678,-0.755);(2.009,0.664,-0.755);(20.266,0.500,-20.000);3,814697E-06;0;0;3,814697E-06;0,003999949;0;0;0,003999949;28,4775;0;0;28,4775;0,05779951;0,125;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,507;Warning;0;3,507;Normal;0;2,305;Normal;0;0,695;Warning;0;2,870115;Normal;0;2,408552;Normal;0;0;1;False;NULL
39;2;01_Sc_CWIP_AVR_Inicio;AVR;4,999853;0,099965;20170324T132937;60,00002;0;Estacionario;(-0.034,1.650,-0.024);(-0.030,1.650,-0.024);(-0.031,0.988,0.024);(2.005,0.678,-0.755);(2.005,0.678,-0.755);(20.266,0.500,-20.000);0,003993988;0;0;0,003993988;0;0;0;0;28,48035;0;0;28,48035;0,03078818;0,125;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,503;Warning;0;3,503;Normal;0;2,305;Normal;0;0,695;Warning;0;2,866665;Normal;0;2,404554;Normal;0;0;1;False;NULL
40;2;01_Sc_CWIP_AVR_Inicio;AVR;5,121375;0,121522;20170324T132937;60,00002;0;Estacionario;(-0.034,1.650,-0.024);(-0.034,1.650,-0.024);(-0.031,0.988,0.024);(1.996,0.703,-0.759);(2.005,0.678,-0.755);(20.266,0.500,-20.000);3,814697E-06;0;0;3,814697E-06;0,009848919;0;0;0,009848919;28,48035;0;0;28,48035;0,07580439;0,2933502;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,503;Warning;0;3,503;Normal;0;2,305;Normal;0;0,695;Warning;0;2,866665;Normal;0;2,404554;Normal;0;0;1;False;NULL
41;2;01_Sc_CWIP_AVR_Inicio;AVR;5,218569;0,097194;20170324T132937;60,00002;0;Estacionario;(-0.043,1.650,-0.028);(-0.034,1.650,-0.024);(-0.048,0.985,0.044);(2.011,0.663,-0.748);(1.996,0.703,-0.759);(20.266,0.500,-20.000);0,009847829;0;0;0,009847829;0,01860095;0;0;0,01860095;28,48396;0;0;28,48396;0,1657749;0,3215806;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,494;Warning;0;3,494;Normal;0;2,309;Normal;0;0,691;Warning;0;2,86094;Normal;0;2,39543;Normal;0;0;1;False;NULL
42;2;01_Sc_CWIP_AVR_Inicio;AVR;5,336009;0,11744;20170324T132937;60,00002;0;Estacionario;(-0.028,1.650,-0.017);(-0.043,1.650,-0.028);(-0.039,0.959,0.036);(2.011,0.663,-0.748);(2.011,0.663,-0.748);(20.266,0.500,-20.000);0,01860057;0;0;0,01860057;0;0;0;0;28,48099;0;0;28,48099;0,08830366;0,3215806;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5089998;Warning;0;3,509;Normal;0;2,298;Normal;0;0,702;Warning;0;2,868306;Normal;0;2,410787;Normal;0;0;1;False;NULL
43;2;01_Sc_CWIP_AVR_Inicio;AVR;5,385356;0,049347;20170324T132937;60,00002;0;Estacionario;(-0.028,1.650,-0.017);(-0.028,1.650,-0.017);(-0.039,0.959,0.036);(1.999,0.694,-0.754);(2.011,0.663,-0.748);(20.266,0.500,-20.000);0;0;0;0;0,01341637;0;0;0,01341637;28,48099;0;0;28,48099;0,2275932;0,204977;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,5089998;Warning;0;3,509;Normal;0;2,298;Normal;0;0,702;Warning;0;2,868306;Normal;0;2,410787;Normal;0;0;1;False;NULL
