Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos);Raio Embate;Raio Perigo;Raio Aviso;Raio Pre-Aviso;Indicator (Indicator Limit 0) Distance;Indicator (Indicator Limit 0) State;Indicator (Indicator Limit 0) Count Embate;Indicator (Indicator Limit 1) Distance;Indicator (Indicator Limit 1) State;Indicator (Indicator Limit 1) Count Embate;Indicator (Indicator Limit 2) Distance;Indicator (Indicator Limit 2) State;Indicator (Indicator Limit 2) Count Embate;Indicator (Indicator Limit 3) Distance;Indicator (Indicator Limit 3) State;Indicator (Indicator Limit 3) Count Embate;Indicator (Indicator Obstacle 4) Distance;Indicator (Indicator Obstacle 4) State;Indicator (Indicator Obstacle 4) Count Embate;Indicator (Indicator Obstacle 5) Distance;Indicator (Indicator Obstacle 5) State;Indicator (Indicator Obstacle 5) Count Embate;Total Embate (via dist indicadores);Id;Iniciado;Extra
14;2;01_Sc_CWIP_AVR_Inicio;AVR;0,971572;0,066536;20170324T133017;60,00002;0,098538;Estacionario;(-0.134,1.650,-0.038);(-0.129,1.650,-0.033);(-0.127,1.027,-0.040);(1.990,0.704,-0.755);(1.994,0.696,-0.753);(20.266,0.500,-20.000);0,00707182;0;0;0,00707182;0,004472078;0;0;0,004472078;28,54162;0;0;28,54162;0,1422567;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4919999;Warning;0;3,492;Normal;0;2,303;Normal;0;0,697;Warning;0;2,856169;Normal;0;2,393626;Normal;0;0;1;True;NULL
15;2;01_Sc_CWIP_AVR_Inicio;AVR;1,072158;0,100586;20170324T133017;60,00002;0,098538;Estacionario;(-0.138,1.650,-0.040);(-0.134,1.650,-0.038);(-0.129,1.036,-0.035);(1.985,0.716,-0.760);(1.990,0.704,-0.755);(20.266,0.500,-20.000);0,004473571;0;0;0,004473571;0,007071061;0;0;0,007071061;28,54308;0;0;28,54308;0,171526;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4879999;Warning;0;3,488;Normal;0;2,305;Normal;0;0,695;Warning;0;2,853739;Normal;0;2,389562;Normal;0;0;1;True;NULL
16;2;01_Sc_CWIP_AVR_Inicio;AVR;1,089066;0,016908;20170324T133017;60,00002;0,098538;Estacionario;(-0.143,1.650,-0.045);(-0.138,1.650,-0.040);(-0.123,1.032,-0.008);(1.983,0.723,-0.762);(1.985,0.716,-0.760);(20.266,0.500,-20.000);0,007069123;0;0;0,007069123;0,002828433;0;0;0,002828433;28,54316;0;0;28,54316;0,1350902;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4879999;Warning;0;3,488;Normal;0;2,305;Normal;0;0,695;Warning;0;2,853739;Normal;0;2,389562;Normal;0;0;1;True;NULL
17;2;01_Sc_CWIP_AVR_Inicio;AVR;1,176186;0,08712;20170324T133017;60,00002;0,098538;Estacionario;(-0.145,1.650,-0.047);(-0.143,1.650,-0.045);(-0.128,1.042,-0.006);(1.989,0.710,-0.760);(1.983,0.723,-0.762);(20.266,0.500,-20.000);0,002827674;0;0;0,002827674;0,006324493;0;0;0,006324493;28,54319;0;0;28,54319;0,1435973;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4809999;Warning;0;3,481;Normal;0;2,312;Normal;0;0,688;Warning;0;2,851284;Normal;0;2,382344;Normal;0;0;1;True;NULL
20;2;01_Sc_CWIP_AVR_Inicio;AVR;1,390714;0,09941;20170324T133017;60,00002;0,098538;Estacionario;(-0.124,1.650,-0.037);(-0.142,1.650,-0.047);(-0.116,1.003,0.006);(2.014,0.654,-0.746);(2.004,0.676,-0.752);(20.266,0.500,-20.000);0,02059264;0;0;0,02059264;0,01166189;0;0;0,01166189;28,53517;0;0;28,53517;0,2813145;0;0;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5019999;Warning;0;3,502;Normal;0;2,302;Normal;0;0,698;Warning;0;2,864284;Normal;0;2,403654;Normal;0;0;1;True;NULL
21;2;01_Sc_CWIP_AVR_Inicio;AVR;1,424634;0,03392;20170324T133017;60,00002;0,098538;WIP;(-0.114,1.650,-0.031);(-0.124,1.650,-0.037);(-0.107,0.982,0.009);(2.009,0.669,-0.745);(2.014,0.654,-0.746);(20.266,0.500,-20.000);0,01166046;0;0,01166046;0;0,005098895;0;0,005098895;0;28,53223;0;28,53223;0;0,1843209;0,25;0,0246345;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5019999;Warning;0;3,502;Normal;0;2,302;Normal;0;0,698;Warning;0;2,864284;Normal;0;2,403654;Normal;0;0;1;True;NULL
22;2;01_Sc_CWIP_AVR_Inicio;AVR;1,458225;0,033591;20170324T133017;60,00002;0,06123;WIP;(-0.129,1.650,-0.035);(-0.114,1.650,-0.031);(-0.128,1.001,0.001);(2.004,0.682,-0.747);(2.009,0.669,-0.745);(20.266,0.500,-20.000);0,01530792;0;0,01530792;0;0,005385261;0;0,005385261;0;28,53992;0;28,53992;0;0,1355812;0,25;0,0153075;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5119998;Warning;0;3,512;Normal;0;2,296;Normal;0;0,704;Warning;0;2,86989;Normal;0;2,413856;Normal;0;0;1;True;NULL
23;2;01_Sc_CWIP_AVR_Inicio;AVR;1,508063;0,049838;20170324T133017;60,00002;0,077254;WIP;(-0.173,1.650,-0.044);(-0.129,1.650,-0.035);(-0.177,1.009,0.002);(1.998,0.695,-0.750);(2.004,0.682,-0.747);(20.266,0.500,-20.000);0,04559589;0;0,04559589;0;0,006708144;0;0,006708144;0;28,56544;0;28,56544;0;0,1705591;0,2093375;0,01617216;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5019999;Warning;0;3,502;Normal;0;2,297;Normal;0;0,703;Warning;0;2,861757;Normal;0;2,403827;Normal;0;0;1;True;NULL
24;2;01_Sc_CWIP_AVR_Inicio;AVR;1,558462;0,050399;20170324T133017;60,00002;0,062597;WIP;(-0.196,1.650,-0.048);(-0.173,1.650,-0.044);(-0.206,1.010,0.015);(1.993,0.703,-0.754);(1.998,0.695,-0.750);(20.266,0.500,-20.000);0,02272965;0;0,02272965;0;0,006403126;0;0,006403126;0;28,57922;0;28,57922;0;0,1833644;0,2093375;0,0131039;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4960001;Warning;0;3,496;Normal;0;2,3;Normal;0;0,7;Warning;0;2,858097;Normal;0;2,397726;Normal;0;0;1;True;NULL
25;2;01_Sc_CWIP_AVR_Inicio;AVR;1,608861;0,050399;20170324T133017;60,00002;0,062839;WIP;(-0.225,1.650,-0.051);(-0.196,1.650,-0.048);(-0.236,1.024,0.011);(1.997,0.694,-0.752);(1.993,0.703,-0.754);(20.266,0.500,-20.000);0,02903167;0;0,02903167;0;0,004472105;0;0,004472105;0;28,59752;0;28,59752;0;0,1603168;0,2093375;0,01315456;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4909999;Warning;0;3,491;Normal;0;2,304;Normal;0;0,696;Warning;0;2,855815;Normal;0;2,392593;Normal;0;0;1;True;NULL
28;2;01_Sc_CWIP_AVR_Inicio;AVR;1,893621;0,081221;20170324T133017;60,00002;0,094222;WIP;(-0.512,1.650,-0.089);(-0.454,1.650,-0.086);(-0.524,1.047,-0.037);(1.982,0.723,-0.766);(1.985,0.716,-0.764);(20.266,0.500,-20.000);0,0579674;0;0,0579674;0;0,003605554;0;0,003605554;0;28,77773;0;28,77773;0;0,1519706;0,2093375;0,0197242;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,483;Warning;0;3,483;Normal;0;2,314;Normal;0;0,686;Warning;0;2,854025;Normal;0;2,384282;Normal;0;0;1;True;NULL
29;2;01_Sc_CWIP_AVR_Inicio;AVR;1,927022;0,033401;20170324T133018;60,00002;0,045939;WIP;(-0.522,1.650,-0.090);(-0.512,1.650,-0.089);(-0.534,1.055,-0.042);(1.979,0.731,-0.768);(1.982,0.723,-0.766);(20.266,0.500,-20.000);0,009615452;0;0,009615452;0;0,003605587;0;0,003605587;0;28,78443;0;28,78443;0;0,1100056;0,2093375;0,009616757;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,483;Warning;0;3,483;Normal;0;2,314;Normal;0;0,686;Warning;0;2,854025;Normal;0;2,384282;Normal;0;0;1;True;NULL
30;2;01_Sc_CWIP_AVR_Inicio;AVR;1,960679;0,033657;20170324T133018;60,00002;0,056836;WIP;(-0.533,1.650,-0.090);(-0.522,1.650,-0.090);(-0.544,1.064,-0.048);(1.977,0.735,-0.769);(1.979,0.731,-0.768);(20.266,0.500,-20.000);0,01189855;0;0,01189855;0;0,002236039;0;0,002236039;0;28,79295;0;28,79295;0;0,0739957;0,2274295;0,01292618;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4799998;Warning;0;3,48;Normal;0;2,316;Normal;0;0,684;Warning;0;2,85247;Normal;0;2,381224;Normal;0;0;1;True;NULL
31;2;01_Sc_CWIP_AVR_Inicio;AVR;2,01074;0,050061;20170324T133018;60,00002;0,077577;WIP;(-0.575,1.650,-0.090);(-0.533,1.650,-0.090);(-0.587,1.068,-0.052);(1.976,0.739,-0.769);(1.977,0.735,-0.769);(20.266,0.500,-20.000);0,04149713;0;0,04149713;0;0,001000047;0;0,001000047;0;28,82313;0;28,82313;0;0,05343172;0,2274295;0,0176433;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,319;Normal;0;0,681;Warning;0;2,849714;Normal;0;2,376141;Normal;0;0;1;True;NULL
32;2;01_Sc_CWIP_AVR_Inicio;AVR;2,212326;0,201586;20170324T133018;60,00002;0,214533;WIP;(-0.866,1.650,-0.083);(-0.575,1.650,-0.090);(-0.880,1.073,-0.051);(1.976,0.743,-0.766);(1.976,0.739,-0.769);(20.266,0.500,-20.000);0,2915278;0;0,2915278;0;0,003000021;0;0,003000021;0;29,03882;0;29,03882;0;0,07540758;0,2274295;0,04879113;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,319;Normal;0;0,681;Warning;0;2,848856;Normal;0;2,375141;Normal;0;0;1;True;NULL
34;2;01_Sc_CWIP_AVR_Inicio;AVR;2,413081;0,099886;20170324T133018;60,00002;0,111237;WIP;(-1.050,1.650,-0.078);(-0.961,1.650,-0.080);(-1.060,1.076,-0.068);(1.976,0.741,-0.764);(1.976,0.741,-0.764);(20.266,0.500,-20.000);0,08845951;0;0,08845951;0;0;0;0;0;29,17643;0;29,17643;0;0,03789415;0,2149105;0,023906;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,314;Normal;0;0,686;Warning;0;2,846292;Normal;0;2,375286;Normal;0;0;1;True;NULL
35;2;01_Sc_CWIP_AVR_Inicio;AVR;2,44655;0,033469;20170324T133018;60,00002;0,046495;WIP;(-1.060,1.650,-0.077);(-1.050,1.650,-0.078);(-1.070,1.076,-0.067);(1.977,0.738,-0.763);(1.976,0.741,-0.764);(20.266,0.500,-20.000);0,009991673;0;0,009991673;0;0,001414238;0;0,001414238;0;29,18394;0;29,18394;0;0,02980457;0,2149105;0,009992265;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,314;Normal;0;0,686;Warning;0;2,846292;Normal;0;2,375286;Normal;0;0;1;True;NULL
36;2;01_Sc_CWIP_AVR_Inicio;AVR;2,480307;0,033757;20170324T133018;60,00002;0,061215;WIP;(-1.073,1.650,-0.077);(-1.060,1.650,-0.077);(-1.069,1.074,-0.069);(1.978,0.736,-0.763);(1.977,0.738,-0.763);(20.266,0.500,-20.000);0,01315898;0;0,01315898;0;0,001000047;0;0,001000047;0;29,19372;0;29,19372;0;0,02277002;0,2149105;0,01315575;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4739997;Warning;0;3,474;Normal;0;2,314;Normal;0;0,686;Warning;0;2,846292;Normal;0;2,375286;Normal;0;0;1;True;NULL
37;2;01_Sc_CWIP_AVR_Inicio;AVR;2,53051;0,050203;20170324T133018;60,00002;0,077357;WIP;(-1.102,1.650,-0.077);(-1.073,1.650,-0.077);(-1.097,1.072,-0.068);(1.978,0.734,-0.763);(1.978,0.736,-0.763);(20.266,0.500,-20.000);0,029582;0;0,029582;0;0;0;0;0;29,21562;0;29,21562;0;0,01212895;0,2149105;0,01662483;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4760001;Warning;0;3,476;Normal;0;2,313;Normal;0;0,687;Warning;0;2,847498;Normal;0;2,377316;Normal;0;0;1;True;NULL
38;2;01_Sc_CWIP_AVR_Inicio;AVR;2,613656;0,083146;20170324T133018;60,00002;0,096262;WIP;(-1.170,1.650,-0.076);(-1.102,1.650,-0.077);(-1.164,1.069,-0.064);(1.978,0.732,-0.762);(1.978,0.734,-0.763);(20.266,0.500,-20.000);0,06751306;0;0,06751306;0;0,0009999871;0;0,0009999871;0;29,26522;0;29,26522;0;0,02045332;0,2149105;0,02068772;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4760001;Warning;0;3,476;Normal;0;2,313;Normal;0;0,687;Warning;0;2,847498;Normal;0;2,377316;Normal;0;0;1;True;NULL
39;2;01_Sc_CWIP_AVR_Inicio;AVR;2,731225;0,117569;20170324T133018;60,00002;0,130214;WIP;(-1.266,1.650,-0.077);(-1.170,1.650,-0.076);(-1.260,1.069,-0.067);(1.979,0.730,-0.762);(1.978,0.732,-0.762);(20.266,0.500,-20.000);0,09607752;0;0,09607752;0;0,0009999275;0;0,0009999275;0;29,33545;0;29,33545;0;0,01820273;0,2149105;0,02798436;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4760001;Warning;0;3,476;Normal;0;2,312;Normal;0;0,688;Warning;0;2,846987;Normal;0;2,377346;Normal;0;0;1;True;NULL
40;2;01_Sc_CWIP_AVR_Inicio;AVR;2,81603;0,084805;20170324T133018;60,00002;0,110695;WIP;(-1.348,1.650,-0.077);(-1.266,1.650,-0.077);(-1.344,1.067,-0.066);(1.979,0.729,-0.762);(1.979,0.730,-0.762);(20.266,0.500,-20.000);0,08188297;0;0,08188297;0;0;0;0;0;29,39503;0;29,39503;0;0,009696081;0,2149105;0,02378952;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,312;Normal;0;0,688;Warning;0;2,847846;Normal;0;2,378345;Normal;0;0;1;True;NULL
41;2;01_Sc_CWIP_AVR_Inicio;AVR;2,915464;0,099434;20170324T133019;60,00002;0,112951;WIP;(-1.440,1.650,-0.078);(-1.348,1.650,-0.077);(-1.437,1.066,-0.066);(1.979,0.728,-0.762);(1.979,0.729,-0.762);(20.266,0.500,-20.000);0,09179063;0;0,09179063;0;0;0;0;0;29,46192;0;29,46192;0;0,005164831;0,3099674;0,03501112;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,312;Normal;0;0,688;Warning;0;2,847846;Normal;0;2,378345;Normal;0;0;1;True;NULL
42;2;01_Sc_CWIP_AVR_Inicio;AVR;2,949536;0,034072;20170324T133019;60,00002;0,046268;WIP;(-1.454,1.650,-0.079);(-1.440,1.650,-0.078);(-1.450,1.064,-0.067);(1.978,0.728,-0.762);(1.979,0.728,-0.762);(20.266,0.500,-20.000);0,01434088;0;0,01434088;0;0,0009999275;0;0,0009999275;0;29,47235;0;29,47235;0;0,0124295;0,2926063;0,01353831;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,312;Normal;0;0,688;Warning;0;2,847846;Normal;0;2,378345;Normal;0;0;1;True;NULL
43;2;01_Sc_CWIP_AVR_Inicio;AVR;3,015697;0,066161;20170324T133019;60,00002;0,085426;WIP;(-1.525,1.650,-0.080);(-1.454,1.650,-0.079);(-1.523,1.063,-0.067);(1.978,0.728,-0.763);(1.978,0.728,-0.762);(20.266,0.500,-20.000);0,07073146;0;0,07073146;0;0,0009999871;0;0,0009999871;0;29,52384;0;29,52384;0;0,02102118;0,2926063;0,02499619;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4760001;Warning;0;3,476;Normal;0;2,312;Normal;0;0,688;Warning;0;2,846987;Normal;0;2,377346;Normal;0;0;1;True;NULL
44;2;01_Sc_CWIP_AVR_Inicio;AVR;3,120157;0,10446;20170324T133019;60,00002;0,113154;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.525,1.063,-0.064);(1.977,0.728,-0.763);(1.978,0.728,-0.763);(20.266,0.500,-20.000);0;0;0;0;0,001000047;0;0,001000047;0;29,52384;0;29,52384;0;0,02219221;0,2926063;0,03310958;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4760001;Warning;0;3,476;Normal;0;2,313;Normal;0;0,687;Warning;0;2,847498;Normal;0;2,377316;Normal;0;0;1;True;NULL
45;2;01_Sc_CWIP_AVR_Inicio;AVR;3,150013;0,029856;20170324T133019;60,00002;0,046641;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.529,1.064,-0.061);(1.977,0.728,-0.763);(1.977,0.728,-0.763);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52384;0;29,52384;0;0,01182117;0,2926063;0,01364745;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4760001;Warning;0;3,476;Normal;0;2,313;Normal;0;0,687;Warning;0;2,847498;Normal;0;2,377316;Normal;0;0;1;True;NULL
46;2;01_Sc_CWIP_AVR_Inicio;AVR;3,216627;0,066614;20170324T133019;60,00002;0,090396;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.527,1.063,-0.058);(1.977,0.729,-0.763);(1.977,0.728,-0.763);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52384;0;29,52384;0;0,006296804;0,2926063;0,02645044;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,313;Normal;0;0,687;Warning;0;2,846639;Normal;0;2,376316;Normal;0;0;1;True;NULL
