Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos);Raio Embate;Raio Perigo;Raio Aviso;Raio Pre-Aviso;Indicator (Indicator Limit 0) Distance;Indicator (Indicator Limit 0) State;Indicator (Indicator Limit 0) Count Embate;Indicator (Indicator Limit 1) Distance;Indicator (Indicator Limit 1) State;Indicator (Indicator Limit 1) Count Embate;Indicator (Indicator Limit 2) Distance;Indicator (Indicator Limit 2) State;Indicator (Indicator Limit 2) Count Embate;Indicator (Indicator Limit 3) Distance;Indicator (Indicator Limit 3) State;Indicator (Indicator Limit 3) Count Embate;Indicator (Indicator Obstacle 4) Distance;Indicator (Indicator Obstacle 4) State;Indicator (Indicator Obstacle 4) Count Embate;Indicator (Indicator Obstacle 5) Distance;Indicator (Indicator Obstacle 5) State;Indicator (Indicator Obstacle 5) Count Embate;Total Embate (via dist indicadores);Id;Iniciado;Extra
47;2;01_Sc_CWIP_AVR_Inicio;AVR;3,250355;0,033728;20170324T133019;60,00002;0,04698;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.525,1.066,-0.057);(2.000,0.681,-0.750);(1.977,0.729,-0.763);(20.266,0.500,-20.000);0;0;0;0;0,0264197;0;0,0264197;0;29,52384;0;29,52384;0;0,3648796;0,2926063;0,01374665;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,313;Normal;0;0,687;Warning;0;2,846639;Normal;0;2,376316;Normal;0;0;1;True;NULL
49;2;01_Sc_CWIP_AVR_Inicio;AVR;3,434981;0,100851;20170324T133019;60,00002;0,114174;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.528,0.997,-0.062);(2.014,0.652,-0.741);(2.006,0.668,-0.746);(20.266,0.500,-20.000);0;0;0;0;0,009433892;0;0,009433892;0;29,52384;0;29,52384;0;0,2872651;0,2261105;0,02581595;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5039999;Warning;0;3,504;Normal;0;2,296;Normal;0;0,704;Warning;0;2,862979;Normal;0;2,405861;Normal;0;0;1;True;NULL
50;2;01_Sc_CWIP_AVR_Inicio;AVR;3,472814;0,037833;20170324T133019;60,00002;0,046395;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.530,0.979,-0.064);(2.008,0.664,-0.744);(2.014,0.652,-0.741);(20.266,0.500,-20.000);0;0;0;0;0,006708251;0;0,006708251;0;29,52384;0;29,52384;0;0,1932896;0,1849829;0,008582282;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5039999;Warning;0;3,504;Normal;0;2,296;Normal;0;0,704;Warning;0;2,862979;Normal;0;2,405861;Normal;0;0;1;True;NULL
51;2;01_Sc_CWIP_AVR_Inicio;AVR;3,501748;0,028934;20170324T133019;60,00002;0,060803;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.528,0.991,-0.064);(2.003,0.678,-0.746);(2.008,0.664,-0.744);(20.266,0.500,-20.000);0;0;0;0;0,00538504;0;0,00538504;0;29,52384;0;29,52384;0;0,1472154;0,1849829;0,01124751;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5119998;Warning;0;3,512;Normal;0;2,291;Normal;0;0,709;Warning;0;2,867376;Normal;0;2,414039;Normal;0;0;1;True;NULL
52;2;01_Sc_CWIP_AVR_Inicio;AVR;3,534761;0,033013;20170324T133019;60,00002;0,056231;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.529,1.005,-0.060);(1.998,0.688,-0.749);(2.003,0.678,-0.746);(20.266,0.500,-20.000);0;0;0;0;0,005830958;0;0,005830958;0;29,52384;0;29,52384;0;0,1659871;0,1849829;0,01040177;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5009999;Warning;0;3,501;Normal;0;2,296;Normal;0;0,704;Warning;0;2,860389;Normal;0;2,402864;Normal;0;0;1;True;NULL
53;2;01_Sc_CWIP_AVR_Inicio;AVR;3,601978;0,067217;20170324T133019;60,00002;0,079419;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.529,1.016,-0.058);(1.992,0.701,-0.753);(1.998,0.688,-0.749);(20.266,0.500,-20.000);0;0;0;0;0,007211142;0;0,007211142;0;29,52384;0;29,52384;0;0,1844152;0,1849829;0,01469116;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4960001;Warning;0;3,496;Normal;0;2,299;Normal;0;0,701;Warning;0;2,857591;Normal;0;2,397761;Normal;0;0;1;True;NULL
54;2;01_Sc_CWIP_AVR_Inicio;AVR;3,651748;0,04977;20170324T133019;60,00002;0,063825;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.527,1.031,-0.056);(1.988,0.710,-0.756);(1.992,0.701,-0.753);(20.266,0.500,-20.000);0;0;0;0;0,004999936;0;0,004999936;0;29,52384;0;29,52384;0;0,1649748;0,1849829;0,01180653;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,49;Warning;0;3,49;Normal;0;2,303;Normal;0;0,697;Warning;0;2,854446;Normal;0;2,391627;Normal;0;0;1;True;NULL
55;2;01_Sc_CWIP_AVR_Inicio;AVR;3,8537;0,201952;20170324T133019;60,00002;0,21534;WIP;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.524,1.040,-0.054);(1.979,0.729,-0.762);(1.988,0.710,-0.756);(20.266,0.500,-20.000);0;0;0;0;0,01081673;0;0,01081673;0;29,52384;0;29,52384;0;0,1639522;0,1849829;0,03983422;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4859998;Warning;0;3,486;Normal;0;2,306;Normal;0;0,694;Warning;0;2,852526;Normal;0;2,38753;Normal;0;0;1;True;NULL
56;2;01_Sc_CWIP_AVR_Inicio;AVR;3,936794;0,083094;20170324T133020;60,00002;0,110192;Estacionario;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.525,1.062,-0.054);(1.979,0.729,-0.762);(1.979,0.729,-0.762);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52384;0;0;29,52384;0,08733273;0,1849829;0,02038364;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,312;Normal;0;0,688;Warning;0;2,847846;Normal;0;2,378345;Normal;0;0;1;True;NULL
57;2;01_Sc_CWIP_AVR_Inicio;AVR;4,037538;0,100744;20170324T133020;60,00002;0,110192;Estacionario;(-1.525,1.650,-0.080);(-1.525,1.650,-0.080);(-1.525,1.062,-0.054);(1.984,0.719,-0.760);(1.979,0.729,-0.762);(20.266,0.500,-20.000);0;0;0;0;0,005385173;0;0;0,005385173;29,52384;0;0;29,52384;0,1275611;0,1849829;0,02038364;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,312;Normal;0;0,688;Warning;0;2,847846;Normal;0;2,378345;Normal;0;0;1;True;NULL
58;2;01_Sc_CWIP_AVR_Inicio;AVR;4,055465;0,017927;20170324T133020;60,00002;0,110192;Estacionario;(-1.520,1.650,-0.078);(-1.525,1.650,-0.080);(-1.527,1.051,-0.057);(1.982,0.723,-0.761);(1.984,0.719,-0.760);(20.266,0.500,-20.000);0,005382627;0;0;0,005382627;0,002236039;0;0;0,002236039;29,5215;0;0;29,5215;0,1035034;0,1849829;0,02038364;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,312;Normal;0;0,688;Warning;0;2,847846;Normal;0;2,378345;Normal;0;0;1;True;NULL
59;2;01_Sc_CWIP_AVR_Inicio;AVR;4,138477;0,083012;20170324T133020;60,00002;0,110192;WIP;(-1.522,1.650,-0.079);(-1.520,1.650,-0.078);(-1.532,1.056,-0.059);(1.980,0.728,-0.761);(1.982,0.723,-0.761);(20.266,0.500,-20.000);0,00223508;0;0,00223508;0;0,001999974;0;0,001999974;0;29,5223;0;29,5223;0;0,08274036;0,2499344;0,02754077;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,48;Warning;0;3,48;Normal;0;2,311;Normal;0;0,689;Warning;0;2,849913;Normal;0;2,381375;Normal;0;0;1;True;NULL
60;2;01_Sc_CWIP_AVR_Inicio;AVR;4,155804;0,017327;20170324T133020;60,00002;0,030489;WIP;(-1.522,1.650,-0.079);(-1.522,1.650,-0.079);(-1.536,1.062,-0.062);(1.979,0.731,-0.759);(1.980,0.728,-0.761);(20.266,0.500,-20.000);0;0;0;0;0,002236066;0;0,002236066;0;29,5223;0;29,5223;0;0,07979903;0,3606583;0,01099611;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,48;Warning;0;3,48;Normal;0;2,311;Normal;0;0,689;Warning;0;2,849913;Normal;0;2,381375;Normal;0;0;1;True;NULL
61;2;01_Sc_CWIP_AVR_Inicio;AVR;4,259044;0,10324;20170324T133020;60,00002;0,110794;WIP;(-1.522,1.650,-0.079);(-1.522,1.650,-0.079);(-1.539,1.065,-0.066);(1.979,0.733,-0.758);(1.979,0.731,-0.759);(20.266,0.500,-20.000);0;0;0;0;0,0009999871;0;0,0009999871;0;29,5223;0;29,5223;0;0,05358301;0,3606583;0,03995877;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,309;Normal;0;0,691;Warning;0;2,846313;Normal;0;2,378439;Normal;0;0;1;True;NULL
62;2;01_Sc_CWIP_AVR_Inicio;AVR;4,356067;0,097023;20170324T133020;60,00002;0,113618;Estacionario;(-1.522,1.650,-0.079);(-1.522,1.650,-0.079);(-1.540,1.067,-0.066);(1.978,0.734,-0.756);(1.979,0.733,-0.758);(20.266,0.500,-20.000);0;0;0;0;0,002236066;0;0;0,002236066;29,5223;0;0;29,5223;0,06003651;0,3606583;0,04097727;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,308;Normal;0;0,692;Warning;0;2,845802;Normal;0;2,37847;Normal;0;0;1;True;NULL
63;2;01_Sc_CWIP_AVR_Inicio;AVR;4,389965;0,033898;20170324T133020;60,00002;0,113618;WIP;(-1.523,1.650,-0.077);(-1.522,1.650,-0.079);(-1.537,1.068,-0.063);(1.977,0.735,-0.757);(1.978,0.734,-0.756);(20.266,0.500,-20.000);0,002235853;0;0,002235853;0;0,00141428;0;0,00141428;0;29,52439;0;29,52439;0;0,04149834;0,2259668;0,02567389;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,308;Normal;0;0,692;Warning;0;2,845802;Normal;0;2,37847;Normal;0;0;1;True;NULL
64;2;01_Sc_CWIP_AVR_Inicio;AVR;4,456854;0,066889;20170324T133020;60,00002;0,095365;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.538,1.071,-0.064);(1.977,0.735,-0.758);(1.977,0.735,-0.757);(20.266,0.500,-20.000);0;0;0;0;0,0009999871;0;0,0009999871;0;29,52439;0;29,52439;0;0,03942182;0,2259668;0,02154932;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,307;Normal;0;0,693;Warning;0;2,843572;Normal;0;2,376504;Normal;0;0;1;True;NULL
65;2;01_Sc_CWIP_AVR_Inicio;AVR;4,557018;0,100164;20170324T133020;60,00002;0,110367;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.539,1.073,-0.065);(1.977,0.734,-0.758);(1.977,0.735,-0.758);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52439;0;29,52439;0;0,0209989;0,2259668;0,02493927;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,308;Normal;0;0,692;Warning;0;2,844083;Normal;0;2,376472;Normal;0;0;1;True;NULL
66;2;01_Sc_CWIP_AVR_Inicio;AVR;4,574305;0,017287;20170324T133020;60,00002;0,030128;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.536,1.073,-0.066);(1.977,0.734,-0.759);(1.977,0.734,-0.758);(20.266,0.500,-20.000);0;0;0;0;0,0009999871;0;0,0009999871;0;29,52439;0;29,52439;0;0,02712999;0,2661938;0,008019888;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,308;Normal;0;0,692;Warning;0;2,844083;Normal;0;2,376472;Normal;0;0;1;True;NULL
67;2;01_Sc_CWIP_AVR_Inicio;AVR;4,67452;0,100215;20170324T133020;60,00002;0,111698;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.531,1.071,-0.063);(1.977,0.733,-0.759);(1.977,0.734,-0.759);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52439;0;29,52439;0;0,01445139;0,2661938;0,02973332;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,309;Normal;0;0,691;Warning;0;2,844594;Normal;0;2,37644;Normal;0;0;1;True;NULL
68;2;01_Sc_CWIP_AVR_Inicio;AVR;4,758188;0,083668;20170324T133020;60,00002;0,112455;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.527,1.070,-0.059);(1.978,0.733,-0.759);(1.977,0.733,-0.759);(20.266,0.500,-20.000);0;0;0;0;0,001000047;0;0,001000047;0;29,52439;0;29,52439;0;0,02191627;0,2661938;0,02993483;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,309;Normal;0;0,691;Warning;0;2,844594;Normal;0;2,37644;Normal;0;0;1;True;NULL
69;2;01_Sc_CWIP_AVR_Inicio;AVR;4,775654;0,017466;20170324T133020;60,00002;0,030532;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.524,1.068,-0.056);(1.999,0.684,-0.748);(1.978,0.733,-0.759);(20.266,0.500,-20.000);0;0;0;0;0,02370645;0;0,02370645;0;29,52439;0;29,52439;0;0,3699361;0,2661938;0,00812743;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4749999;Warning;0;3,475;Normal;0;2,309;Normal;0;0,691;Warning;0;2,844594;Normal;0;2,37644;Normal;0;0;1;True;NULL
70;2;01_Sc_CWIP_AVR_Inicio;AVR;4,875187;0,099533;20170324T133020;60,00002;0,111604;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.525,1.013,-0.060);(2.011,0.658,-0.741);(1.999,0.684,-0.748);(20.266,0.500,-20.000);0;0;0;0;0,01389243;0;0,01389243;0;29,52439;0;29,52439;0;0,3960228;0,2661938;0,0297083;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,497;Warning;0;3,497;Normal;0;2,298;Normal;0;0,702;Warning;0;2,857948;Normal;0;2,398795;Normal;0;0;1;True;NULL
71;2;01_Sc_CWIP_AVR_Inicio;AVR;4,959451;0,084264;20170324T133021;60,00002;0,096463;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.527,0.984,-0.063);(2.026,0.623,-0.733);(2.011,0.658,-0.741);(20.266,0.500,-20.000);0;0;0;0;0,0170001;0;0,0170001;0;29,52439;0;29,52439;0;0,4439181;0,2661938;0,02567786;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5089998;Warning;0;3,509;Normal;0;2,291;Normal;0;0,709;Warning;0;2,864783;Normal;0;2,411041;Normal;0;0;1;True;NULL
72;2;01_Sc_CWIP_AVR_Inicio;AVR;4,992598;0,033147;20170324T133021;60,00002;0,046448;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.528,0.945,-0.066);(2.020,0.637,-0.736);(2.026,0.623,-0.733);(20.266,0.500,-20.000);0;0;0;0;0,006708251;0;0,006708251;0;29,52439;0;29,52439;0;0,2903506;0,2419971;0,01124028;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5089998;Warning;0;3,509;Normal;0;2,291;Normal;0;0,709;Warning;0;2,864783;Normal;0;2,411041;Normal;0;0;1;True;NULL
73;2;01_Sc_CWIP_AVR_Inicio;AVR;5,059922;0,067324;20170324T133021;60,00002;0,090555;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.528,0.959,-0.061);(2.020,0.636,-0.736);(2.020,0.637,-0.736);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52439;0;29,52439;0;0,1546616;0,2419971;0,02191405;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5179999;Warning;0;3,518;Normal;0;2,286;Normal;0;0,714;Warning;0;2,870062;Normal;0;2,420226;Normal;0;0;1;True;NULL
74;2;01_Sc_CWIP_AVR_Inicio;AVR;5,093225;0,033303;20170324T133021;60,00002;0,046455;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.529,0.958,-0.058);(2.030,0.613,-0.730);(2.020,0.636,-0.736);(20.266,0.500,-20.000);0;0;0;0;0,01166189;0;0,01166189;0;29,52439;0;29,52439;0;0,1640357;0,2419971;0,01124198;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5179999;Warning;0;3,518;Normal;0;2,286;Normal;0;0,714;Warning;0;2,870062;Normal;0;2,420226;Normal;0;0;1;True;NULL
75;2;01_Sc_CWIP_AVR_Inicio;AVR;5,176662;0,083437;20170324T133021;60,00002;0,110857;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.531,0.934,-0.061);(2.020,0.633,-0.735);(2.030,0.613,-0.730);(20.266,0.500,-20.000);0;0;0;0;0,01118033;0;0,01118033;0;29,52439;0;29,52439;0;0,2440765;0,2419971;0,02682708;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5279999;Warning;0;3,528;Normal;0;2,28;Normal;0;0,72;Warning;0;2,875735;Normal;0;2,430458;Normal;0;0;1;True;NULL
77;2;01_Sc_CWIP_AVR_Inicio;AVR;5,278588;0,017638;20170324T133021;60,00002;0,030423;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.530,0.982,-0.057);(2.019,0.635,-0.736);(2.010,0.656,-0.742);(20.266,0.500,-20.000);0;0;0;0;0,0108167;0;0,0108167;0;29,52439;0;29,52439;0;0,3235004;0,2419971;0,007362279;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,5179999;Warning;0;3,518;Normal;0;2,285;Normal;0;0,715;Warning;0;2,869562;Normal;0;2,420265;Normal;0;0;1;True;NULL
78;2;01_Sc_CWIP_AVR_Inicio;AVR;5,382072;0,103484;20170324T133021;60,00002;0,111372;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.531,0.959,-0.062);(2.016,0.643,-0.738);(2.019,0.635,-0.736);(20.266,0.500,-20.000);0;0;0;0;0,003605554;0;0,003605554;0;29,52439;0;29,52439;0;0,211688;0,2283713;0,02543417;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,517;Warning;0;3,517;Normal;0;2,286;Normal;0;0,714;Warning;0;2,869196;Normal;0;2,419227;Normal;0;0;1;True;NULL
80;2;01_Sc_CWIP_AVR_Inicio;AVR;5,566337;0,086873;20170324T133021;60,00002;0,095022;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.536,1.031,-0.065);(1.995,0.690,-0.745);(1.995,0.690,-0.745);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,52439;0;29,52439;0;0,2334086;0,2283713;0,0217003;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4929998;Warning;0;3,493;Normal;0;2,295;Normal;0;0,705;Warning;0;2,852979;Normal;0;2,394905;Normal;0;0;1;True;NULL
81;2;01_Sc_CWIP_AVR_Inicio;AVR;5,595392;0,029055;20170324T133021;60,00002;0,046298;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.536,1.031,-0.065);(1.990,0.703,-0.747);(1.995,0.690,-0.745);(20.266,0.500,-20.000);0;0;0;0;0,005385151;0;0,005385151;0;29,52439;0;29,52439;0;0,1699441;0,2283713;0,01057314;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4929998;Warning;0;3,493;Normal;0;2,295;Normal;0;0,705;Warning;0;2,852979;Normal;0;2,394905;Normal;0;0;1;True;NULL
82;2;01_Sc_CWIP_AVR_Inicio;AVR;5,612183;0,016791;20170324T133021;60,00002;0,039092;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.539,1.046,-0.065);(1.979,0.730,-0.752);(1.990,0.703,-0.747);(20.266,0.500,-20.000);0;0;0;0;0,01208308;0;0,01208308;0;29,52439;0;29,52439;0;0,2829052;0,2283713;0,008927492;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4929998;Warning;0;3,493;Normal;0;2,295;Normal;0;0,705;Warning;0;2,852979;Normal;0;2,394905;Normal;0;0;1;True;NULL
83;2;01_Sc_CWIP_AVR_Inicio;AVR;5,695947;0,083764;20170324T133021;60,00002;0,095114;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.532,1.057,-0.046);(1.974,0.740,-0.756);(1.979,0.730,-0.752);(20.266,0.500,-20.000);0;0;0;0;0,006403126;0;0,006403126;0;29,52439;0;29,52439;0;0,2441669;0,2991995;0,02845806;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,477;Warning;0;3,477;Normal;0;2,302;Normal;0;0,698;Warning;0;2,842743;Normal;0;2,378668;Normal;0;0;1;True;NULL
84;2;01_Sc_CWIP_AVR_Inicio;AVR;5,78052;0,084573;20170324T133021;60,00002;0,096828;WIP;(-1.523,1.650,-0.077);(-1.523,1.650,-0.077);(-1.528,1.042,-0.019);(1.972,0.745,-0.758);(1.974,0.740,-0.756);(20.266,0.500,-20.000);0;0;0;0;0,002828433;0;0,002828433;0;29,52439;0;29,52439;0;0,1675827;0,2991995;0,02897089;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4719999;Warning;0;3,472;Normal;0;2,306;Normal;0;0,694;Warning;0;2,840482;Normal;0;2,373538;Normal;0;0;1;True;NULL
85;2;01_Sc_CWIP_AVR_Inicio;AVR;5,897088;0,116568;20170324T133021;60,00002;0,13033;WIP;(-1.532,1.650,-0.077);(-1.523,1.650,-0.077);(-1.534,1.045,-0.017);(1.969,0.751,-0.763);(1.972,0.745,-0.758);(20.266,0.500,-20.000);0,008929147;0;0,008929147;0;0,005830958;0;0,005830958;0;29,5305;0;29,5305;0;0,1808616;0,2057077;0,02680988;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,47;Warning;0;3,47;Normal;0;2,308;Normal;0;0,692;Warning;0;2,839785;Normal;0;2,371474;Normal;0;0;1;True;NULL
87;2;01_Sc_CWIP_AVR_Inicio;AVR;6,098241;0,100669;20170324T133022;60,00002;0,113306;WIP;(-1.532,1.650,-0.077);(-1.532,1.650,-0.077);(-1.525,1.058,-0.028);(1.992,0.699,-0.753);(1.969,0.751,-0.763);(20.266,0.500,-20.000);0;0;0;0;0,02507987;0;0,02507987;0;29,5305;0;29,5305;0;0,4479683;0,2057077;0,02330791;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4669998;Warning;0;3,467;Normal;0;2,313;Normal;0;0,687;Warning;0;2,839769;Normal;0;2,368319;Normal;0;0;1;True;NULL
88;2;01_Sc_CWIP_AVR_Inicio;AVR;6,19897;0,100729;20170324T133022;60,00002;0,111961;WIP;(-1.532,1.650,-0.077);(-1.532,1.650,-0.077);(-1.524,1.017,-0.050);(1.992,0.699,-0.753);(1.992,0.699,-0.753);(20.266,0.500,-20.000);0;0;0;0;0;0;0;0;29,5305;0;29,5305;0;0,2386201;0,2057077;0,02303124;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,49;Warning;0;3,49;Normal;0;2,303;Normal;0;0,697;Warning;0;2,854446;Normal;0;2,391627;Normal;0;0;1;True;NULL
89;2;01_Sc_CWIP_AVR_Inicio;AVR;6,299752;0,100782;20170324T133022;60,00002;0,113309;WIP;(-1.532,1.650,-0.077);(-1.532,1.650,-0.077);(-1.524,1.017,-0.050);(1.995,0.691,-0.753);(1.992,0.699,-0.753);(20.266,0.500,-20.000);0;0;0;0;0,003000021;0;0,003000021;0;29,5305;0;29,5305;0;0,1671523;0,2528795;0,02865352;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,49;Warning;0;3,49;Normal;0;2,303;Normal;0;0,697;Warning;0;2,854446;Normal;0;2,391627;Normal;0;0;1;True;NULL
90;2;01_Sc_CWIP_AVR_Inicio;AVR;6,332724;0,032972;20170324T133022;60,00002;0,046817;WIP;(-1.532,1.650,-0.077);(-1.532,1.650,-0.077);(-1.530,1.017,-0.055);(1.992,0.696,-0.755);(1.995,0.691,-0.753);(20.266,0.500,-20.000);0;0;0;0;0,003605554;0;0,003605554;0;29,5305;0;29,5305;0;0,1184091;0,2528795;0,01183906;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,49;Warning;0;3,49;Normal;0;2,303;Normal;0;0,697;Warning;0;2,854446;Normal;0;2,391627;Normal;0;0;1;True;NULL
91;2;01_Sc_CWIP_AVR_Inicio;AVR;6,400153;0,067429;20170324T133022;60,00002;0,090351;WIP;(-1.532,1.650,-0.077);(-1.532,1.650,-0.077);(-1.532,1.025,-0.052);(1.990,0.701,-0.758);(1.992,0.696,-0.755);(20.266,0.500,-20.000);0;0;0;0;0,003605554;0;0,003605554;0;29,5305;0;29,5305;0;0,1123498;0,2528795;0,02284791;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,49;Warning;0;3,49;Normal;0;2,305;Normal;0;0,695;Warning;0;2,855462;Normal;0;2,391561;Normal;0;0;1;True;NULL
92;2;01_Sc_CWIP_AVR_Inicio;AVR;6,500504;0,100351;20170324T133022;60,00002;0,113697;WIP;(-1.532,1.650,-0.077);(-1.532,1.650,-0.077);(-1.536,1.036,-0.053);(1.987,0.708,-0.761);(1.990,0.701,-0.758);(20.266,0.500,-20.000);0;0;0;0;0,004242628;0;0,004242628;0;29,5305;0;29,5305;0;0,1185575;0,2528795;0,02875164;0,8;False;0;Unknown;Unknown;0;0;0,1;0,4;0,8;1,2;0,4879999;Warning;0;3,488;Normal;0;2,308;Normal;0;0,692;Warning;0;2,855266;Normal;0;2,389465;Normal;0;0;1;True;NULL
