Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Num Embates (Indicadores de Obstaculos);Raio Embate;Raio Perigo;Raio Aviso;Raio Pre-Aviso;Indicator (Indicator Limit 0) Distance;Indicator (Indicator Limit 0) State;Indicator (Indicator Limit 0) Count Embate;Indicator (Indicator Limit 1) Distance;Indicator (Indicator Limit 1) State;Indicator (Indicator Limit 1) Count Embate;Indicator (Indicator Limit 2) Distance;Indicator (Indicator Limit 2) State;Indicator (Indicator Limit 2) Count Embate;Indicator (Indicator Limit 3) Distance;Indicator (Indicator Limit 3) State;Indicator (Indicator Limit 3) Count Embate;Indicator (Indicator Obstacle 4) Distance;Indicator (Indicator Obstacle 4) State;Indicator (Indicator Obstacle 4) Count Embate;Indicator (Indicator Obstacle 5) Distance;Indicator (Indicator Obstacle 5) State;Indicator (Indicator Obstacle 5) Count Embate;Total Embate (via dist indicadores);Id;Iniciado;Extra (*)
83;6;02_Sc_CWIP_AVR;AVR;5,733514;0,067046;20170327T130403;60,00002;0;Estacionario;(-0.042,1.650,-0.061);(-0.041,1.650,-0.061);(-0.133,1.142,-0.203);(2.198,0.861,-0.600);(2.195,0.860,-0.595);(20.266,0.500,-20.000);0,001003265;0;0;0,001003265;0,005830958;0;0;0,005830958;28,46012;0;0;28,46012;0,5438796;0,5887987;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7489998;Warning;0;3,749;Normal;0;2,218;Normal;0;0,7819999;Warning;0;3,040357;Normal;0;2,654255;Normal;0;0;1;False;NULL
84;6;02_Sc_CWIP_AVR;AVR;5,937461;0,203947;20170327T130403;60,00002;0;Estacionario;(-0.039,1.650,-0.066);(-0.042,1.650,-0.061);(-0.149,1.125,-0.182);(2.196,0.859,-0.600);(2.198,0.861,-0.600);(20.266,0.500,-20.000);0,005832063;0;0;0,005832063;0,001999855;0;0;0,001999855;28,45448;0;0;28,45448;0,2930854;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,6959999;Warning;0;3,696;Normal;0;2,15;Normal;0;0,85;PreWarning;0;2,962328;Normal;0;2,606077;Normal;0;0;1;False;NULL
85;6;02_Sc_CWIP_AVR;AVR;6,002023;0,064562;20170327T130403;60,00002;0;Estacionario;(-0.041,1.650,-0.066);(-0.039,1.650,-0.066);(-0.157,1.058,-0.127);(2.197,0.861,-0.595);(2.196,0.859,-0.600);(20.266,0.500,-20.000);0,002002716;0;0;0,002002716;0,005099;0;0;0,005099;28,45591;0;0;28,45591;0,187509;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,694;Warning;0;3,694;Normal;0;2,15;Normal;0;0,85;PreWarning;0;2,96054;Normal;0;2,604084;Normal;0;0;1;False;NULL
86;6;02_Sc_CWIP_AVR;AVR;6,035197;0,033174;20170327T130403;60,00002;0;Estacionario;(-0.040,1.650,-0.061);(-0.041,1.650,-0.066);(-0.204,1.150,-0.132);(2.196,0.861,-0.595);(2.197,0.861,-0.595);(20.266,0.500,-20.000);0,005098907;0;0;0,005098907;0,0009999275;0;0;0,0009999275;28,4587;0;0;28,4587;0,1107897;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7509999;Warning;0;3,751;Normal;0;2,218;Normal;0;0,7819999;Warning;0;3,042136;Normal;0;2,656252;Normal;0;0;1;False;NULL
87;6;02_Sc_CWIP_AVR;AVR;6,068573;0,033376;20170327T130404;60,00002;0;Estacionario;(-0.041,1.650,-0.061);(-0.040,1.650,-0.061);(-0.198,1.164,-0.129);(2.195,0.860,-0.595);(2.196,0.861,-0.595);(20.266,0.500,-20.000);0,0009994507;0;0;0,0009994507;0,001000166;0;0;0,001000166;28,45941;0;0;28,45941;0,06616564;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,75;Warning;0;3,75;Normal;0;2,218;Normal;0;0,7819999;Warning;0;3,041246;Normal;0;2,655253;Normal;0;0;1;False;NULL
88;6;02_Sc_CWIP_AVR;AVR;6,152321;0,083748;20170327T130404;60,00002;0;Estacionario;(-0.042,1.650,-0.061);(-0.041,1.650,-0.061);(-0.118,1.114,-0.197);(2.193,0.860,-0.592);(2.195,0.860,-0.595);(20.266,0.500,-20.000);0,0009994507;0;0;0,0009994507;0,003605488;0;0;0,003605488;28,46012;0;0;28,46012;0,0683205;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,6929998;Warning;0;3,693;Normal;0;2,145;Normal;0;0,855;PreWarning;0;2,957408;Normal;0;2,603493;Normal;0;0;1;False;NULL
89;6;02_Sc_CWIP_AVR;AVR;6,253176;0,100855;20170327T130404;60,00002;0;Estacionario;(-0.044,1.650,-0.058);(-0.042,1.650,-0.061);(-0.189,1.195,-0.132);(2.187,0.859,-0.588);(2.193,0.860,-0.592);(20.266,0.500,-20.000);0,003604959;0;0;0,003604959;0,007211142;0;0;0,007211142;28,46365;0;0;28,46365;0,09141695;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,747;Warning;0;3,747;Normal;0;2,215;Normal;0;0,785;Warning;0;3,037207;Normal;0;2,652433;Normal;0;0;1;False;NULL
90;6;02_Sc_CWIP_AVR;AVR;6,353342;0,100166;20170327T130404;60,00002;0;Estacionario;(-0.050,1.650,-0.054);(-0.044,1.650,-0.058);(-0.163,1.221,-0.143);(2.186,0.859,-0.587);(2.187,0.859,-0.588);(20.266,0.500,-20.000);0,007211538;0;0;0,007211538;0,001414153;0;0;0,001414153;28,47074;0;0;28,47074;0,05953669;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7409999;Warning;0;3,741;Normal;0;2,211;Normal;0;0,789;Warning;0;3,030043;Normal;0;2,646681;Normal;0;0;1;False;NULL
91;6;02_Sc_CWIP_AVR;AVR;6,47055;0,117208;20170327T130404;60,00002;0;Estacionario;(-0.051,1.650,-0.053);(-0.050,1.650,-0.054);(-0.195,1.197,-0.136);(2.179,0.860,-0.583);(2.186,0.859,-0.587);(20.266,0.500,-20.000);0,001413816;0;0;0,001413816;0,008062443;0;0;0,008062443;28,47215;0;0;28,47215;0,08761165;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,74;Warning;0;3,74;Normal;0;2,21;Normal;0;0,79;Warning;0;3,028697;Normal;0;2,645743;Normal;0;0;1;False;NULL
92;6;02_Sc_CWIP_AVR;AVR;6,554799;0,084249;20170327T130404;60,00002;0;Estacionario;(-0.058,1.650,-0.049);(-0.051,1.650,-0.053);(-0.193,1.188,-0.160);(2.178,0.860,-0.582);(2.179,0.860,-0.583);(20.266,0.500,-20.000);0,008065548;0;0;0,008065548;0,001414153;0;0;0,001414153;28,47995;0;0;28,47995;0,05829786;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,6769998;Warning;0;3,677;Normal;0;2,133;Normal;0;0,867;PreWarning;0;2,937734;Normal;0;2,588562;Normal;0;0;1;False;NULL
93;6;02_Sc_CWIP_AVR;AVR;6,65478;0,099981;20170327T130404;60,00002;0;Estacionario;(-0.059,1.650,-0.048);(-0.058,1.650,-0.049);(-0.193,1.199,-0.143);(2.174,0.864,-0.580);(2.178,0.860,-0.582);(20.266,0.500,-20.000);0,001411122;0;0;0,001411122;0,004472105;0;0;0,004472105;28,48136;0;0;28,48136;0,06917612;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7319999;Warning;0;3,732;Normal;0;2,205;Normal;0;0,795;Warning;0;3,019297;Normal;0;2,638064;Normal;0;0;1;False;NULL
94;6;02_Sc_CWIP_AVR;AVR;6,755802;0,101022;20170327T130404;60,00002;0;Estacionario;(-0.063,1.650,-0.046);(-0.059,1.650,-0.048);(-0.185,1.198,-0.116);(2.175,0.865,-0.579);(2.174,0.864,-0.580);(20.266,0.500,-20.000);0,004473598;0;0;0,004473598;0,001414153;0;0;0,001414153;28,48562;0;0;28,48562;0,04685504;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7279999;Warning;0;3,728;Normal;0;2,203;Normal;0;0,797;Warning;0;3,014825;Normal;0;2,634197;Normal;0;0;1;False;NULL
95;6;02_Sc_CWIP_AVR;AVR;6,789205;0,033403;20170327T130404;60,00002;0;Estacionario;(-0.062,1.650,-0.045);(-0.063,1.650,-0.046);(-0.185,1.177,-0.151);(2.174,0.863,-0.579);(2.175,0.865,-0.579);(20.266,0.500,-20.000);0,001413816;0;0;0,001413816;0,0009999275;0;0;0,0009999275;28,4856;0;0;28,4856;0,03305618;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,6729999;Warning;0;3,673;Normal;0;2,129;Normal;0;0,871;PreWarning;0;2,932371;Normal;0;2,584926;Normal;0;0;1;False;NULL
96;6;02_Sc_CWIP_AVR;AVR;6,872819;0,083614;20170327T130404;60,00002;0;Estacionario;(-0.063,1.650,-0.045);(-0.062,1.650,-0.045);(-0.188,1.194,-0.148);(2.179,0.867,-0.579);(2.174,0.863,-0.579);(20.266,0.500,-20.000);0,0009994507;0;0;0,0009994507;0,004999876;0;0;0,004999876;28,48632;0;0;28,48632;0,05668975;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7279999;Warning;0;3,728;Normal;0;2,202;Normal;0;0,798;Warning;0;3,014369;Normal;0;2,63426;Normal;0;0;1;False;NULL
97;6;02_Sc_CWIP_AVR;AVR;6,957971;0,085152;20170327T130404;60,00002;0;Estacionario;(-0.058,1.650,-0.045);(-0.063,1.650,-0.045);(-0.198,1.144,-0.125);(2.176,0.866,-0.578);(2.179,0.867,-0.579);(20.266,0.500,-20.000);0,004997253;0;0;0,004997253;0,003162067;0;0;0,003162067;28,48275;0;0;28,48275;0,05327145;0,6243154;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7329998;Warning;0;3,733;Normal;0;2,202;Normal;0;0,798;Warning;0;3,01882;Normal;0;2,63925;Normal;0;0;1;False;NULL
98;6;02_Sc_CWIP_AVR;AVR;6,98987;0,031899;20170327T130404;60,00002;0;Estacionario;(-0.061,1.650,-0.044);(-0.058,1.650,-0.045);(-0.196,1.151,-0.123);(2.178,0.866,-0.579);(2.176,0.866,-0.578);(20.266,0.500,-20.000);0,003157092;0;0;0,003157092;0,002235933;0;0;0,002235933;28,48559;0;0;28,48559;0,04456893;0,25;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,674;Warning;0;3,674;Normal;0;2,128;Normal;0;0,872;PreWarning;0;2,932821;Normal;0;2,58601;Normal;0;0;1;False;NULL
99;6;02_Sc_CWIP_AVR;AVR;7,090543;0,100673;20170327T130405;60,00002;0;Estacionario;(-0.059,1.650,-0.045);(-0.061,1.650,-0.044);(-0.199,1.139,-0.138);(2.184,0.866,-0.582);(2.178,0.866,-0.579);(20.266,0.500,-20.000);0,002231669;0;0;0,002231669;0,006708251;0;0;0,006708251;28,48347;0;0;28,48347;0,09159114;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7319999;Warning;0;3,732;Normal;0;2,202;Normal;0;0,798;Warning;0;3,01793;Normal;0;2,638252;Normal;0;0;1;False;NULL
100;6;02_Sc_CWIP_AVR;AVR;7,175895;0,085352;20170327T130405;60,00002;0;Estacionario;(-0.053,1.650,-0.048);(-0.059,1.650,-0.045);(-0.092,1.193,-0.088);(2.186,0.866,-0.583);(2.184,0.866,-0.582);(20.266,0.500,-20.000);0,00671209;0;0;0,00671209;0,002236146;0;0;0,002236146;28,47708;0;0;28,47708;0,06336918;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7379999;Warning;0;3,738;Normal;0;2,205;Normal;0;0,795;Warning;0;3,024637;Normal;0;2,644053;Normal;0;0;1;False;NULL
101;6;02_Sc_CWIP_AVR;AVR;7,293329;0,117434;20170327T130405;60,00002;0;Estacionario;(-0.051,1.650,-0.049);(-0.053,1.650,-0.048);(-0.067,1.205,-0.089);(2.185,0.866,-0.582);(2.186,0.866,-0.583);(20.266,0.500,-20.000);0,00223508;0;0;0,00223508;0,001414322;0;0;0,001414322;28,47495;0;0;28,47495;0,04599823;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,684;Warning;0;3,684;Normal;0;2,133;Normal;0;0,867;PreWarning;0;2,944001;Normal;0;2,595536;Normal;0;0;1;False;NULL
102;6;02_Sc_CWIP_AVR;AVR;7,375368;0,082039;20170327T130405;60,00002;0;Estacionario;(-0.052,1.650,-0.048);(-0.051,1.650,-0.049);(-0.075,1.191,-0.089);(2.198,0.867,-0.585);(2.185,0.866,-0.582);(20.266,0.500,-20.000);0,001416515;0;0;0,001416515;0,01334167;0;0;0,01334167;28,47637;0;0;28,47637;0,1521762;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7389998;Warning;0;3,739;Normal;0;2,205;Normal;0;0,795;Warning;0;3,025528;Normal;0;2,645051;Normal;0;0;1;False;NULL
103;6;02_Sc_CWIP_AVR;AVR;7,475647;0,100279;20170327T130405;60,00002;0;Estacionario;(-0.039,1.650,-0.051);(-0.052,1.650,-0.048);(-0.022,1.219,-0.103);(2.194,0.867,-0.584);(2.198,0.867,-0.585);(20.266,0.500,-20.000);0,01334213;0;0;0,01334213;0,004123053;0;0;0,004123053;28,46499;0;0;28,46499;0,1096036;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7519999;Warning;0;3,752;Normal;0;2,208;Normal;0;0,792;Warning;0;3,03847;Normal;0;2,657842;Normal;0;0;1;False;NULL
104;6;02_Sc_CWIP_AVR;AVR;7,509138;0,033491;20170327T130405;60,00002;0;Estacionario;(-0.043,1.650,-0.050);(-0.039,1.650,-0.051);(-0.036,1.207,-0.093);(2.184,0.866,-0.582);(2.194,0.867,-0.584);(20.266,0.500,-20.000);0,004120971;0;0;0,004120971;0,01019803;0;0;0,01019803;28,46854;0;0;28,46854;0,1365952;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7479999;Warning;0;3,748;Normal;0;2,207;Normal;0;0,793;Warning;0;3,034452;Normal;0;2,653911;Normal;0;0;1;False;NULL
105;6;02_Sc_CWIP_AVR;AVR;7,576156;0,067018;20170327T130405;60,00002;0;Estacionario;(-0.053,1.650,-0.048);(-0.043,1.650,-0.050);(-0.092,1.193,-0.088);(2.200,0.868,-0.586);(2.184,0.866,-0.582);(20.266,0.500,-20.000);0,01020013;0;0;0,01020013;0,01649246;0;0;0,01649246;28,47708;0;0;28,47708;0,1964425;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,7379999;Warning;0;3,738;Normal;0;2,205;Normal;0;0,795;Warning;0;3,024637;Normal;0;2,644053;Normal;0;0;1;False;NULL
107;6;02_Sc_CWIP_AVR;AVR;7,693507;0,099693;20170327T130405;60,00002;0;Estacionario;(-0.049,1.650,-0.049);(-0.037,1.650,-0.052);(-0.051,1.212,-0.091);(2.206,0.868,-0.588);(2.188,0.865,-0.583);(20.266,0.500,-20.000);0,01237033;0;0;0,01237033;0,01868166;0;0;0,01868166;28,47353;0;0;28,47353;0,2893007;0,1596535;0;0,8;False;0;Unknown;Unknown;0;1;0,1;0,4;0,8;1,2;0,6859999;Warning;0;3,686;Normal;0;2,133;Normal;0;0,867;PreWarning;0;2,945792;Normal;0;2,597529;Normal;0;0;1;False;NULL
