Registo;Numero Final;Nome Nivel;Real World Assistance;Tempo Absoluto (Segundos);Tempo Entre Logs (Segundos);Tempo;FPS;Delta Body;Estado;Player Position;Previous Player Position;Camera Position;Main Joint Position;Previous Main Joint Position;Objectivo Position;Deslc. Player Total;Deslc. Player Directo;Deslc. Player WIP;Deslc. Player Estacionario;Deslc. Joint Total;Deslc. Joint Directo;Deslc. Joint WIP;Deslc. Joint Estacionario;Dist Objectivo Total;Dist Objectivo Directo;Dist Objectivo WIP;Dist Objectivo Estacionario;Vel. Real (Directa);Vel. Virtual (WIP);Vel. Virtual in Use (WIP);Threshold de Velocidade Directa;Is Force To Stop;Count Times Force To Stop ;Left Hand State ;Right Hand State ;Num Colicoes (Objectos do Mundo Virtual);Id;Iniciado;Extra (*)
38;5;02_Sc_CWIP_Passthrough;Passthrough;2,848024;0,063863;20170324T133859;60,00002;0,074763;WIP;(0.442,1.650,-0.306);(0.407,1.650,-0.329);(0.433,1.090,-0.293);(1.967,0.750,-0.842);(1.972,0.774,-0.836);(20.253,0.500,-20.000);0,04209968;0;0,04209968;0;0,007810233;0;0,007810233;0;27,93424;0;27,93424;0;0,1336955;0,2958543;0,02211896;0,8;False;0;Unknown;Unknown;0;1;True;NULL
39;5;02_Sc_CWIP_Passthrough;Passthrough;2,878016;0,029992;20170324T133859;60,00002;0,019027;WIP;(0.447,1.650,-0.302);(0.442,1.650,-0.306);(0.438,1.067,-0.281);(1.969,0.755,-0.838);(1.967,0.750,-0.842);(20.253,0.500,-20.000);0,005628972;0;0,005628972;0;0,004472132;0;0,004472132;0;27,93339;0;27,93339;0;0,1036485;0,2958543;0,005629221;0,8;False;0;Unknown;Unknown;0;1;True;NULL
40;5;02_Sc_CWIP_Passthrough;Passthrough;2,961832;0,083816;20170324T133859;60,00002;0,095033;WIP;(0.508,1.650,-0.259);(0.447,1.650,-0.302);(0.497,1.071,-0.242);(1.970,0.757,-0.836);(1.969,0.755,-0.838);(20.253,0.500,-20.000);0,07453154;0;0,07453154;0;0,002236066;0;0,002236066;0;27,92104;0;27,92104;0;0,09219179;0,2958543;0,02811592;0,8;False;0;Unknown;Unknown;0;1;True;NULL
41;5;02_Sc_CWIP_Passthrough;Passthrough;3,297091;0,335259;20170324T133859;60,00002;0,316812;WIP;(1.111,1.650,0.165);(0.508,1.650,-0.259);(1.099,1.073,0.180);(1.973,0.764,-0.828);(1.970,0.757,-0.836);(20.253,0.500,-20.000);0,7378698;0;0,7378698;0;0,008544027;0;0,008544027;0;27,80378;0;27,80378;0;0,1079848;0,2958543;0,0937302;0,8;False;0;Unknown;Unknown;0;1;True;NULL
43;5;02_Sc_CWIP_Passthrough;Passthrough;3,464784;0,083583;20170324T133859;60,00002;0,080433;WIP;(1.191,1.650,0.218);(1.152,1.650,0.192);(1.174,1.078,0.232);(1.971,0.764,-0.827);(1.973,0.764,-0.827);(20.253,0.500,-20.000);0,04674212;0;0,04674212;0;0,002000093;0;0,002000093;0;27,78687;0;27,78687;0;0,04932883;0,2958543;0,02379645;0,8;False;0;Unknown;Unknown;0;1;True;NULL
44;5;02_Sc_CWIP_Passthrough;Passthrough;3,484701;0,019917;20170324T133859;60,00002;0,02815;WIP;(1.198,1.650,0.222);(1.191,1.650,0.218);(1.182,1.077,0.235);(1.970,0.764,-0.828);(1.971,0.764,-0.827);(20.253,0.500,-20.000);0,008329443;0;0,008329443;0;0,001414153;0;0,001414153;0;27,78536;0;27,78536;0;0,04268178;0,2958543;0,008328299;0,8;False;0;Unknown;Unknown;0;1;True;NULL
45;5;02_Sc_CWIP_Passthrough;Passthrough;3,569506;0,084805;20170324T133859;60,00002;0,080733;WIP;(1.259,1.650,0.262);(1.198,1.650,0.222);(1.242,1.078,0.275);(1.969,0.764,-0.828);(1.970,0.764,-0.828);(20.253,0.500,-20.000);0,07225692;0;0,07225692;0;0,001000047;0;0,001000047;0;27,7724;0;27,7724;0;0,03328378;0,2958543;0,02388521;0,8;False;0;Unknown;Unknown;0;1;True;NULL
47;5;02_Sc_CWIP_Passthrough;Passthrough;3,769538;0,083813;20170324T133859;60,00002;0,089446;WIP;(1.396,1.650,0.350);(1.325,1.650,0.304);(1.370,1.080,0.362);(1.966,0.763,-0.830);(1.966,0.763,-0.830);(20.253,0.500,-20.000);0,08499297;0;0,08499297;0;0;0;0;0;27,74333;0;27,74333;0;0,02432929;0,2958543;0,02646299;0,8;False;0;Unknown;Unknown;0;1;True;NULL
48;5;02_Sc_CWIP_Passthrough;Passthrough;3,883558;0,11402;20170324T133900;60,00002;0,109815;WIP;(1.458,1.650,0.389);(1.396,1.650,0.350);(1.432,1.080,0.401);(1.954,0.761,-0.837);(1.966,0.763,-0.830);(20.253,0.500,-20.000);0,07325568;0;0,07325568;0;0,01389243;0;0,01389243;0;27,73048;0;27,73048;0;0,1757259;0,2958543;0,03248924;0,8;False;0;Unknown;Unknown;0;1;True;NULL
49;5;02_Sc_CWIP_Passthrough;Passthrough;4,023706;0,140148;20170324T133900;60,00002;0,123198;Estacionario;(1.535,1.650,0.433);(1.458,1.650,0.389);(1.496,1.081,0.451);(1.944,0.762,-0.844);(1.954,0.761,-0.837);(20.253,0.500,-20.000);0,08919074;0;0;0,08919074;0,01220653;0;0;0,01220653;27,71025;0;0;27,71025;0,1737769;0;0;0,8;False;0;Unknown;Unknown;0;1;True;NULL
